證券代碼,簡稱,年月,year,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label
5483,中美晶,201712,2017,0.0564372,77.1,0.0,1.69,3.525708462669866e-09,2805187012.9870133,4.4993184044853525,-2.761427635429156,6.746887801942809,29.115517784073024,,,,,100.9554534206317,-313.80956246127164,10.505836575875497,1
5871,中租-KY,201712,2017,0.033648500000000005,86.5,11.17,2.36,2.8902677469276977e-09,0.42156380871731125,0.11546296554235977,0.43087953694558184,1.3894175064922258,2.2071076468087416e-07,,,,,7.230509886708125,121.63517531479933,16.184971098265898,1
5876,上海商銀,201712,2017,139382952.927,34.17,,,,-0.928083999794536,-0.06550029790830042,,,7.555000642651e-08,,,,,7.2157099537240255,-138.52239877617362,16.47644132279776,1
5880,合庫金,201712,2017,151659203.84719846,12.801177978515623,13.61,1.02,12.670462632816525,,0.004374766848094099,,1.2136756164079592,,,,,,7.52779331223794,-145.56277972757238,12.392103170913717,1
6139,亞翔,201712,2017,7235692.5,33.4,12.93,1.04,1.3516831748643496,0.7834104295994636,0.48895762529568415,0.5110125015458339,1.0532218913234916,0.0,,,,,-12.168578305305399,-213.73126500312668,-16.16766467065868,-1
6239,力成,201712,2017,68954474.1,88.5,12.15,1.87,4.125075547696119,0.8621744429944636,0.7873552979672029,-1.247420873382456,1.7852551428487677,0.0,,,,,22.916009866114194,-0.16960549160502936,-14.915254237288138,-1
6415,矽力*-KY,201712,2017,0.48577500000000007,635.0,32.44,5.93,2.110506195640699e-07,13.83582924340475,21.593398103963303,0.33722915116181573,46.85351994331144,2.125653635742404e-07,,,,,25.145405847448664,,-15.748031496062993,-1
6446,藥華藥,201712,2017,0.7897140000000001,146.0,0.0,8.47,0.000532511126095752,0.0,0.0,302.2252191503709,0.0,4.19922892570595,,,,,12.496990127618579,,24.315068493150687,1
6488,環球晶,201712,2017,0.28178,386.0,55.59,5.47,2.2637051852168434e-08,1922330.0970873788,0.00808109618221968,-1.7928725019348903,0.00874858026368494,0.0,,,,,186.7254921833112,330.4347826086956,-2.849740932642487,-1
6505,台塑化,201712,2017,1028803647.6,108.0,13.8,3.42,6.15143054424248,-0.006001971231225716,-0.008186540965024375,1.7504417124634601,-0.01018019878628903,1.1900155657568645e-08,,,,,15.00397155455011,-1465.3568564554932,6.944444444444445,1
6669,緯穎,201712,2017,0.016399463409423828,35.885040283203125,,,3.0325744115801953e-10,497.17701247561826,56.81875322156606,-0.21202826784684517,4.992925456604613,230073782117.16336,,,,,159.36001064089646,57.680569506412205,193.05618510716647,1
8046,南電,201712,2017,,25.600000381469727,,,,,,,,,,,,,,,30.664063533185963,1
8210,勤誠,201712,2017,,43.5,,,,,,,,,,,,,,,1.494256381330819,1
9904,寶成,201712,2017,,36.04999923706055,,,,,,,,,,,,,,,-5.270451460171968,-1
9910,豐泰,201712,2017,,87.2564926147461,,,,,,,,,,,,,,,51.55038308951836,1
9914,美利達,201712,2017,,123.0,,,,,,,,,,,,,,,8.94308943089431,1
9921,巨大,201712,2017,,148.3430938720703,,,,,,,,,,,,,,,-5.351172667073518,-1
1101,台泥,201812,2018,0.05323725,35.85,9.78,1.07,1.523796321908354e-09,0.20700298966279043,0.173089729450871,1.615473548460371,0.852351049515978,8.2074892954234e-10,,,,,28.3625215707316,41.293135761699375,15.341701534170152,-1
1102,亞泥,201812,2018,115969928.4,34.5,10.38,0.83,5.311695708946926,1.0140289698513554,0.9380876032722267,-3.0924741739992037,5.997882373967151,1.8855305156941916e-10,,,,,30.410291454156102,112.64834072736485,30.72463768115942,1
1216,統一,201812,2018,416491728.82,73.3,9.97,3.83,4.116061205790524,1.698686456782678,0.81714682461908,1.2669171745664227,1.6439934227889954,2.5104717465068924e-09,,,,,7.525886698816309,-86.9454610575364,-0.9549795361528007,-1
1301,台塑,201812,2018,649305561.6,102.0,10.7,1.75,11.522224786440951,2.423195463980412,3.191434215200645,-2.8680245242943934,14.201216497306673,8.184088533883565e-09,,,,,11.306067408312636,-5.372263132770938,-3.823529411764712,-1
1303,南亞,201812,2018,590053127.04,74.4,9.02,1.57,7.594024764433326,0.033187189867187016,0.0404850969823325,2.5188206105102804,0.14856307346938386,8.557992914232085e-09,,,,,10.747382299408015,-230.426873361656,-3.7634408602150686,-1
1304,台聚,201812,2018,14621791.05,12.3,14.69,0.69,0.9591814035277153,0.3770095452605015,0.19550655232132247,0.6338218546000071,0.4424092288975272,2.5930391634138664e-07,,,,,5.99532682564663,-82.41502939911085,10.975609756097557,-1
1305,華夏,201812,2018,11706146.76,23.1,7.28,1.35,3.0061446613866765,-0.19772674073181576,-0.10715288942530365,0.17393099718469582,-0.18194317363850138,52.692246960366326,,,,,7.210570694078822,-131.6181720813995,-10.606060606060618,-1
1308,亞聚,201812,2018,7373289.91,13.3,20.47,0.74,3.909110477732519,1.072763551059988,1.3106255096610742,-0.8593554913340765,5.419098167143026,4.0002348914605713e-07,,,,,-6.369876566078403,-33.46439009783692,16.917293233082706,-1
1326,台化,201812,2018,630077527.25,107.5,9.7,1.57,6.203324151738268,-2.5216090148413577,-2.898738627363864,-0.7984615679975425,-8.440437940178763,7.230762126059744e-09,,,,,16.946858708012424,-374.36076076973046,-19.069767441860467,-1
1402,遠東新,201812,2018,156839240.43,29.3,11.97,0.74,2.551609254746555,0.5331562643912393,0.36933753103632355,1.0964472947783808,1.6992378030973927,4.0287884052177194e-10,,,,,4.994240318045717,-21.567071096496203,1.1945392491467504,-1
1503,士電,201812,2018,21229617.15,40.75,15.17,0.93,3.212590001053228,0.050463799969170525,0.05601130468674991,1.8992151635771979,0.16957575493443355,1.9537629041285084e-08,,,,,12.50063199140492,45.23068947641264,9.202453987730062,-1
1504,東元,201812,2018,36348876.135,18.15,11.26,0.65,2.7971238471607354,0.1814390397614627,0.20587013731698628,0.8497286282742175,0.72859056766825,1.8256789569635306e-09,,,,,-1.66903328886161,-15.382552974716912,48.76033057851241,1
1513,中興電,201812,2018,0.050323700000000006,20.3,15.08,1.1,1.5444155620958562e-08,0.05940764710134049,0.05045816670593191,-1.2871843188283927,0.13116746408546448,2.3282577134064172e-07,,,,,2.1778581498790084,-54.24472754523071,4.926108374384236,-1
1519,華城,201812,2018,5090640.75,19.5,0.0,1.71,2.814357470183452,-0.12216047872968591,-0.11091485847640513,2.0798192846018737,-0.20930876691926353,0.0,,,,,15.451915389184023,484.25925925925924,42.56410256410257,1
1590,亞德客-KY,201812,2018,0.191884,356.0,19.25,3.49,5.357178254240662e-08,-0.0008399379385517063,-0.0006734296678087586,3.07651632093374,-0.0032944228492234793,8.772294054314536e-10,,,,,15.349442479909348,-48.24561403508771,24.719101123595504,1
1605,華新,201812,2018,63526603.82000001,19.1,4.63,0.72,1.4627227932485416,0.1729918897730538,0.18270824765044352,2.3965828710954344,0.2790328004973846,2.5863848665862512e-11,,,,,14.848399376870415,34.744321024717294,-26.70157068062828,-1
1717,長興,201812,2018,29890735.95,24.1,14.39,1.41,2.8613615849695773,-0.056710604143271254,-0.04188720215750327,-0.36460641260430815,-0.10898561246324427,2.867198661681937e-07,,,,,5.620281516812042,-3390.4624277456646,8.29875518672199,-1
1722,台肥,201812,2018,0.058825550000000004,45.85,22.04,0.85,1.8752042144442135e-08,1.3922173274729137,1.8113417857145444,23.834172611531766,22.05691323073706,4.3321630060611296e-10,,,,,2.1453067713831153,13.853525455912674,5.125408942202838,-1
1802,台玻,201812,2018,40858254.24,14.05,18.97,0.85,3.649256478220573,-0.06048859124675932,-0.062345128220245453,-0.5899794066319809,-0.23684561440394317,2.553933192723867e-09,,,,,4.881304669156239,-157.247096412072,-17.79359430604982,-1
2002,中鋼,201812,2018,382498378.25,24.25,15.16,1.2,3.6701275932703794,0.20670599465388617,0.1867191015568615,-0.21085524141731507,0.6042398952179406,2.0772876472968316e-10,,,,,15.69607069732899,-37.889525049438056,-3.5051546391752635,-1
2049,上銀,201812,2018,0.16236,264.0,12.37,2.88,2.4421919801159005e-08,-1.4714716575452598,-1.165704376183114,-4.543250233223619,-4.286516230288054,1.5715169013127503e-09,,,,,44.65063433023955,9.71513711841503,0.3787878787878788,-1
2059,川湖,201812,2018,0.29665,349.0,18.93,3.18,2.5126926341217986e-07,12.178964502055898,10.948637118313743,9.806658614304856,51.963821969395376,1.0025260679111157e-07,,,,,9.798191160174131,5.5717506152019425,3.29512893982808,-1
2105,正新,201812,2018,140029149.60000002,43.2,34.33,1.69,5.4314503247350565,0.021453905357839767,0.01946410003104088,-0.16374353205290793,0.0659706263924164,5.42971921709712e-10,,,,,-2.4936040414710425,-4.481635403796469,-4.513888888888895,-1
2106,建大,201812,2018,0.06653790000000001,30.55,42.94,1.36,8.895583886372511e-09,-5.254763410189065e-06,-4.981384801612154e-06,1.1017289047417873,-1.336919843633855e-05,5.321812135929809e-08,,,,,3.8959784286870525,0.0,-0.4909983633387958,-1
2204,中華車,201812,2018,33078814.119999997,23.9,8.97,0.65,4.269114343835025,0.18947396519975504,0.29776565948947487,6.141072701184064,1.2394297559677465,8.81897190917801e-10,,,,,-10.234867306550111,-27.75173970283995,64.43514644351464,1
2207,和泰車,201812,2018,131083008.0,240.0,13.95,2.93,2.671682008817449,1.46688426088155,0.17042576219741692,,0.7375063160044245,1.8262627776066376e-08,,,,,5.306442083454388,12.117109022067151,154.58333333333334,1
2301,光寶科,201812,2018,97090807.1,41.3,12.19,1.39,1.9237542442512343,0.05690038683767305,0.04104068847946812,2.1720429493933002,0.08015344888681555,8.709580577893288e-08,,,,,-4.11664276803303,-825.7445281664872,16.949152542372882,-1
2303,聯電,201812,2018,145364528.79,11.7,13.08,0.65,4.0927923568639315,-0.6133054955731086,-0.7036844422758028,-5.625572803442479,-3.6118668247534487,1.2617088828716483e-10,,,,,-0.42322137813156635,117.73062404953292,29.059829059829063,1
2308,台達電,201812,2018,337680629.0,130.0,19.89,2.72,5.2245144411727855,-0.3682149567056502,-0.3447154973797223,2.125455012926812,-0.6984974659883475,7.753059140281388e-10,,,,,6.454606648754613,-209.66243772574796,8.076923076923077,-1
2313,華通,201812,2018,26577599.38,22.3,7.33,1.03,1.8196882985390923,9.032562775197626,6.817040120934735,-2.6882469149800166,13.458029528170675,2.522529517341262e-07,,,,,-0.9539073373183271,-26.526649290337822,123.76681614349773,1
2317,鴻海,201812,2018,1025861304.4,74.0,7.11,0.85,0.5668060818194252,0.20313985431416817,0.1364977477081856,0.5991869062005446,0.12750645347762227,4.999676250539938e-09,,,,,19.415969497694352,-319.51520420664934,19.729729729729723,-1
2324,仁寶,201812,2018,78887924.14,17.9,8.15,0.73,0.2814390130280224,0.1634975630325996,0.08372494606221427,-0.041479900710384106,0.059708452833452816,0.0,,,,,8.164223517288981,82.46478566133182,4.469273743016764,-1
2327,國巨,201812,2018,0.141636,407.0,4.15,2.43,8.73294056598748e-09,349556100.82534015,0.25531168472906357,3.885102973180409,0.9662121101511154,253944191146.04883,,,,,134.49112504433796,592.8069322251205,-16.953316953316953,-1
2330,台積電,201812,2018,6093639417.5,235.0,16.68,3.71,21.029214062400133,0.001402350692651022,0.002025234781237587,1.3662002150787123,0.007304063879337652,5.963677630984405e-13,,,,,6.822076383824949,6.5602658342563736,30.851063829787233,1
2344,華邦電,201812,2018,63481003.19,15.95,6.45,0.85,5.348802755820059,0.046040494217262896,0.051479312263917644,-0.36681860127142435,0.20829499579719493,5.361572142347306e-08,,,,,10.4499581139319,-29.445173811290605,7.836990595611286,-1
2345,智邦,201812,2018,56595374.85,101.5,19.72,5.8,4.344517273938059,-0.00033481700468603395,-0.00027705377494459805,0.06931069291501783,-0.00023797003880446924,1.664735508574751e-08,,,,,17.30616694436311,-98.88086642599278,55.66502463054187,1
2347,聯強,201812,2018,62798204.55,37.65,8.63,1.32,0.6361139481006127,0.37306483856654693,0.22524245761879158,0.5337563922669508,0.16828835116049748,1.3987646893941473e-07,,,,,6.9395306500709575,167.25596808442185,-1.8592297476759514,-1
2356,英業達,201812,2018,81435684.77,22.7,11.42,1.47,0.6072666569621148,-0.675728912639463,-0.351294568452736,0.12506970532636053,-0.2695626827214287,5.888251711417651e-09,,,,,9.274135357846935,-79.68257768770019,0.8810572687224639,-1
2357,華碩,201812,2018,167121067.5,225.0,13.49,0.88,2.692248028048045,0.10777733119246849,0.10558329314359118,3.6196167163499138,0.29099516286087546,1.2394261380136577e-11,,,,,-9.582654866803185,18.244481684166438,1.7777777777777777,-1
2360,致茂,201812,2018,54389711.7,130.5,16.55,3.5,13.860175267546888,0.03545282240599605,0.03907343617008333,1.5308197500007645,0.11551481433535533,2.657872785742143e-08,,,,,15.255581333564638,586.8181818181819,6.896551724137931,-1
2368,金像電,201812,2018,7022369.515,12.85,36.39,1.01,1.3872235013164298,21.6617323680891,7.207598467340412,-3.027196209693223,15.089262009064877,9.461915753643078e-07,,,,,7.735390094501682,46.73665606900328,20.62256809338522,-1
2376,技嘉,201812,2018,26126813.79,41.1,7.81,1.05,2.018014484978209,-0.11155512155122961,-0.1435135891605499,1.1818062729361838,-0.19805678503215315,3.9030912274910494e-09,,,,,9.024679040083639,-34.9699475032335,23.357664233576646,1
2377,微星,201812,2018,63533186.24,75.2,9.7,2.21,2.1354559447080104,11.361567295838599,11.286244360588341,0.28820319082896406,10.465145396148554,1.5267552333860092e-07,,,,,14.337378567852511,-23.579204130957322,11.43617021276595,-1
2379,瑞昱,201812,2018,75198134.0,148.0,17.92,3.09,6.29716207831938,4.006742189601801e-05,3.090005998577145e-05,2.2872245415204726,7.536684182199843e-05,1.0553107865913187e-09,,,,,9.457239337510703,200.0,52.36486486486487,1
2382,廣達,201812,2018,194290158.22,50.3,13.94,1.55,0.6135139258895611,0.1219754718555674,0.04821346818010218,0.15677322138213748,0.05020017008364289,8.228519416703834e-10,,,,,-2.6486829084745422,150.27313801734857,20.675944333996036,-1
2383,台光電,201812,2018,25604157.24,80.1,11.1,1.84,4.7383429300042,0.007202399936769942,0.007294263820527489,0.9187931771537917,0.01482342360014879,3.8444741713099373e-07,,,,,-2.168657341791802,-6.860465116279069,49.812734082397014,1
2395,研華,201812,2018,162796051.5,233.0,23.34,5.27,13.164572427282572,0.03700123762539702,0.02051115281302506,0.6181919395928781,0.036437961984191775,65882549107.81226,,,,,9.761702769706693,-640.2877697841727,28.75536480686695,1
2404,漢唐,201812,2018,15018231.96,78.8,12.94,2.88,1.9370358237750258,0.77038395391485,0.4811009057205074,0.16513175264468116,0.6456686352724158,5.569083097336545e-08,,,,,17.80057177979448,-11.163954499476493,122.08121827411169,1
2408,南亞科,201812,2018,194924147.56,62.8,3.2,1.07,11.494821458414837,0.0,0.0,5.263174034097591,0.0,5.869964590651409e-09,,,,,61.3014331458247,-100.0,14.012738853503182,-1
2409,友達,201812,2018,122227912.77,12.7,8.42,0.59,1.585453200579832,-0.29984789969699277,-0.2906573068204247,1.4316524981094676,-0.7725736791414161,2.3158518804207068e-08,,,,,-10.892888028425174,-0.01510845351548884,-32.362204724409445,-1
2412,中華電,201812,2018,822289329.0,106.0,24.51,2.38,14.819346683786181,0.0713405090567843,0.1103651914786989,0.4933538611792525,0.4647005898043157,0.0,,,,,-3.709730382395393,10.436261157081429,6.60377358490566,-1
2449,京元電子,201812,2018,26289019.65,21.5,15.82,1.17,4.633383255537531,-0.0063655577392778785,-0.006383101571150404,0.5711487905519871,-0.026525301789197698,7.353809034080859e-10,,,,,2.500788136372978,4200.0,68.6046511627907,1
2454,聯發科,201812,2018,390714968.5,245.5,13.4,1.34,6.416536360569975,-0.02150959793153121,-0.02778003647861758,0.523931917951426,-0.09189073991654158,1.35557839432406e-10,,,,,-2.3225011417165375,-19.638651117366578,69.65376782077392,1
2603,長榮,201812,2018,53930036.91,11.95,0.0,0.8,1.0961077046928924,0.5353881180408172,0.2798447791601776,-0.7111809392915076,0.6512802084119431,1.1519318870155285e-09,,,,,10.014919294249891,-144.08259114658566,2.9288702928870416,-1
2609,陽明,201812,2018,20907223.2,9.0,0.0,1.03,0.5432755588322146,0.29570314390414626,0.07538877161290201,-1.0552457038631788,0.13710240121751466,4.5390338757176205e-10,,,,,5.757269907365825,127.20695891826716,-16.44444444444445,-1
2610,華航,201812,2018,59088732.14,10.9,23.91,1.04,1.3277178987650566,0.14616570009981253,0.07029477822422218,-0.3016651476639809,0.18175227964437607,0.0,,,,,9.96038186437891,-184.49228583664984,-17.339449541284406,-1
2615,萬海,201812,2018,35825504.625,16.15,24.92,1.04,1.9267940768306988,0.004909368729327141,0.00428882872491223,0.31143975716444017,0.008884909921696084,1.584527058575339e-07,,,,,8.978319871430562,-110.46894803548797,12.38390092879257,-1
2618,長榮航,201812,2018,70262711.915,15.95,10.9,1.09,1.558096976528173,0.02683123407986838,0.012996182572245127,-0.09550681556850904,0.03475535351192835,9.436593085408763e-11,,,,,10.822858454035611,-118.59413928105351,-12.539184952978058,-1
2633,台灣高鐵,201812,2018,177009814.85,31.45,17.36,2.55,15.072762053113127,,2.3874197508163943,-27.076775200431076,44.01892318665141,,,,,,4.8816984247747275,7.651758941625864,14.785373608903027,-1
2801,彰銀,201812,2018,175232420.53,17.9,13.23,1.09,,1.2512069448228986,0.09636462448294256,,,5.9069389740836317e-08,,,,,4.534528705117169,3.3894726841858125,27.93296089385475,1
2834,臺企銀,201812,2018,68094824.13,10.65,10.35,0.79,,0.0,0.0,,,1.1167546083422206e-07,,,,,9.276800426538445,,16.431924882629108,-1
2880,華南金,201812,2018,204899136.075,17.75,14.34,1.17,19.103761841655157,,1.9152314943783403e-07,,4.6617477768824114e-05,,,,,,7.231543217109859,-76.19047619047619,22.25352112676056,-1
2881,富邦金,201812,2018,502981636.6,49.15,9.0,1.05,6.1483661092327555,,0.009514530138375533,,0.8315534813821045,,,,,,3.8298371129323217,-2362.1441872838523,-8.850457782299086,-1
2882,國泰金,201812,2018,616853620.82,49.1,10.56,1.1,5.376706258057985,,0.004500399150672704,,0.3469243019376992,,,,,,-11.328889903398288,-985.9565943238731,-15.173116089613039,-1
2883,凱基金,201812,2018,151867154.18,10.15,12.62,0.85,2.4636082406328006,,-0.6119402941242356,,-18.10120718903667,,,,,,243.20121992081752,-309.6154113486395,-4.827586206896553,-1
2884,玉山金,201812,2018,0.009933000000000003,21.0,13.14,1.39,8.218182528208481e-10,,0.0001540242289764365,,0.027302931987403585,,,,,,7.793765219333126,-88.88289987872254,29.761904761904763,1
2885,元大金,201812,2018,183473850.25,15.7,8.93,0.83,7.101078393416567,,0.011750922962467544,,1.0287271625701022,,,,,,10.880145199400882,-78.41638813911112,25.79617834394905,1
2886,兆豐金,201812,2018,351555450.4,25.85,13.31,1.14,25.438347959221993,,-0.0005209212661001736,,-0.130218009521197,,,,,,0.8051723516528497,22117.283950617282,17.214700193423592,-1
2887,台新金,201812,2018,142454226.915,13.65,10.44,0.92,16.00428748431076,,-3.7830386869959837e-06,,-0.0007190200116750874,,,,,,6.951720479056123,-115.05882352941177,4.7619047619047645,-1
2890,永豐金,201812,2018,121163831.575,10.75,11.44,0.82,17.248610670197518,,7.924627147290919e-07,,0.00018506507742268693,,,,,,-1.2443445365472927,62.5,19.534883720930228,-1
2891,中信金,201812,2018,403587684.72,20.7,10.69,1.26,4.749660422692899,,5.09949102602026e-05,,0.003246955643679064,,,,,,-9.232778548234123,-407.9241071428571,5.555555555555566,-1
2892,第一金,201812,2018,247388071.86,20.05,16.53,1.21,18.06416899793793,,0.0,,0.0,,,,,,17.57119250232688,-100.0,14.214463840398992,-1
2912,統一超,201812,2018,331119702.55,318.5,10.65,9.79,5.36602242873634,1.4995653522900017,0.7159915630923356,1.0668787494187628,0.740831660649792,6.325873247087758e-09,,,,,10.395726720069277,23.201205215413403,-3.139717425431711,-1
3008,大立光,201812,2018,496989441.0,3705.0,16.27,4.27,39.935009894771824,0.0,0.0,5.106173135525751,0.0,1.754653835933974e-08,,,,,-3.9967230156811806,,21.86234817813765,-1
3017,奇鋐,201812,2018,8797421.49,24.9,12.44,1.05,1.107285568570254,-0.16921861073664102,-0.09349833225063997,1.244072712590028,-0.1788538601596922,1.140234343242692e-09,,,,,6.383089419391053,-170.72114666799382,56.62650602409639,1
3034,聯詠,201812,2018,87017144.5,143.0,15.29,3.03,5.670209512710887,0.0,0.0,0.6718982180283393,0.0,3.298424022897132e-10,,,,,13.05580640150672,,54.1958041958042,1
3036,文曄,201812,2018,22750512.48,40.8,7.42,1.02,0.2652733550612386,0.00032856971720772866,0.00013216120822526895,-0.6007367507047717,7.229264847662367e-05,5.961422443086301e-10,,,,,47.23766082561119,-15.068493150684937,4.779411764705889,-1
3037,欣興,201812,2018,34235696.95,22.75,18.9,0.79,1.671648728689049,0.0739008038052761,0.05889514784533157,-0.945581678458382,0.1504233503992491,1.3142902426722027e-07,,,,,18.62746055701645,-86.57997909043387,94.06593406593406,1
3044,健鼎,201812,2018,45044425.63,85.7,9.14,1.36,3.4353017643544366,0.00010591175766635223,8.948482663889912e-05,2.2271746854727397,0.00024404719323611003,2.9610342695301183e-09,,,,,15.630814709539997,-228.00000000000003,44.1073512252042,1
3045,台灣大,201812,2018,369774050.4,108.0,22.33,4.95,11.71434118458358,0.40444272442242923,0.31642541060931667,-0.3276697583546411,0.7401271396171213,2.2300680396990894e-09,,,,,1.531470367221388,12.772242817423551,6.481481481481481,-1
3189,景碩,201812,2018,0.0498318,47.1,54.5,0.71,7.961794989986204e-09,0.16233136812918195,0.2110878774618425,0.5875346408653965,0.7187724930957929,1.151818703736032e-09,,,,,4.802345518704909,-296.22699118904296,9.129511677282371,-1
3231,緯創,201812,2018,57126652.20000001,20.1,12.24,0.81,0.22359720657217516,0.8474646428152174,0.3299573881649358,-0.1854298183522606,0.21897097345603536,6.817008587269682e-10,,,,,7.579666012293096,242.5905853679447,38.30845771144278,1
3324,雙鴻,201812,2018,0.11633420000000001,80.9,56.26,3.67,5.4451391495723344e-08,-978921.0432297249,-0.014221667104303006,2.1108104085321733,-0.01923726806454361,151.13236034222444,,,,,10.533941057911989,-211.08108108108107,158.34363411619282,1
3443,創意,201812,2018,28946570.4,216.0,25.46,6.75,8.14942047799269,24.999273384670666,984846000.0,0.8550163162563743,27.72668419492345,2.4553906819756e-07,,,,,13.583340332873274,,19.675925925925927,-1
3481,群創,201812,2018,103999152.4,10.45,13.32,0.38,1.4395668363454555,1.7727434978618932,2.1691150193062634,0.693847801801591,6.183965821636353,1.4941721110971477e-08,,,,,-15.3754253877066,-60.05239010283982,-25.263157894736842,-1
3533,嘉澤,201812,2018,22745944.65,214.5,15.06,2.25,6.303307332288968,0.7447382996409605,0.5133787647482999,1.139009796947436,0.980941773936678,4.2077987763300386e-10,,,,,27.32407790103979,85.90410167533219,39.86013986013986,1
3653,健策,201812,2018,8277685.12,75.2,21.9,1.81,6.776078925740256,15.608739334924197,9.583351394002456,0.7996044544713344,26.758589526556886,39.00472616068946,,,,,23.749350812839552,66.76989321918892,157.9787234042553,1
3661,世芯-KY,201812,2018,0.13925279999999995,86.6,10.3,1.38,1.753118095465904e-07,3.8145737524108014,5.622202870008133,3.0042237651309622,13.155989752176403,2.920333773951102e-07,,,,,-23.43339305887724,-70.7747896903526,141.33949191685912,1
3665,貿聯-KY,201812,2018,25125688.8,212.0,20.31,3.14,4.386441214133643,0.061292777580264204,0.031122960213450727,0.8682907838377385,0.04818406312112269,2.220752824103607e-10,,,,,45.34099823343909,-99.75958271922397,4.245283018867925,-1
3702,大聯大,201812,2018,63300441.36000001,37.7,8.27,1.18,0.4801999930269075,0.01605341635431595,0.008432075455695189,-0.45708651753776763,0.0062706247493381105,1.325269157585228e-07,,,,,2.2264998462515617,30.956907477820028,0.39787798408487685,-1
3706,神達,201812,2018,26744717.835,28.55,6.94,0.62,3.712415176768767,3.526210585870051,5.193414962223686,8.179503726265867,17.318096330590414,8.993917387218327e-10,,,,,-38.07674998294812,-7.760132487542326,-1.9264448336252213,-1
3711,日月光投控,201812,2018,278750578.8,64.5,0.0,1.25,2.4445724819936236,0.26703247290071247,0.11097264502558403,-1.1740202689059227,0.43307210737189006,2.887845109681323e-08,,,,,,,17.519379844961236,-1
4904,遠傳,201812,2018,236241308.0,72.5,24.89,3.47,10.598958432877478,0.031862434558698645,0.03465321692883596,-0.7800940961921039,0.09858179148145288,2.4277969769235714e-09,,,,,-6.156867255437437,-219.23703060560018,1.2413793103448354,-1
4938,和碩,201812,2018,141329611.93,54.1,11.6,0.92,0.30338148048357977,0.3096632740864555,0.1531128704034798,0.2899757904863595,0.09603092408786555,1.1331154881036938e-10,,,,,11.338601900984191,128.91778347482128,24.768946395563766,1
4958,臻鼎-KY,201812,2018,65908893.96000001,81.9,8.27,1.24,1.683840087435458,3.948158455023126,2.449085520673534,-0.49281571222125375,4.383197952379303,7.894003495518266e-08,,,,,23.28493612592377,84.93006129943595,64.22466422466422,1
5269,祥碩,201812,2018,0.922737,494.5,39.46,14.85,7.947989998010283e-07,,33.80829079541182,1.4074449877645312,46.858873923420866,,,,,,17.70390481239852,84.46506801936822,21.53690596562184,-1
5274,信驊,201812,2018,0.7446569999999999,619.0,30.28,9.29,1.5383885962193986e-06,392957986.4980009,21.16501112323118,2.135729779981407,61.92913955169921,21.624908781318414,,,,,18.718741007312325,5.311823726145981,38.933764135702745,1
5483,中美晶,201812,2018,0.0480528,85.2,11.7,1.29,2.7049488729717444e-09,6897726483.85977,3.82214545984484,0.19487444026863954,11.186380551351856,16.750483558994194,,,,,16.56235585904089,84.00375186227369,2.1126760563380245,-1
5871,中租-KY,201812,2018,129596217.3,100.5,9.87,2.16,9.603947671185916,0.38783624457141735,0.09701489148162969,0.6338345836244801,1.4392484039455296,0.0,,,,,21.762617458105904,20.06540715645788,35.32338308457712,1
5876,上海商銀,201812,2018,163243803.38,39.8,12.76,1.28,,0.8195787428039548,0.057301333247592595,,,6.907044786920719e-08,,,,,3.47670039165342,-194.45462570767432,24.49748743718593,1
5880,合庫金,201812,2018,180833555.28532475,14.387513160705566,14.96,1.07,15.198227388958784,,-0.005788545340775949,,-1.663241536712877,,,,,,3.2067390584180178,-236.22677616317088,19.06684702335567,-1
6139,亞翔,201812,2018,6315145.2,28.0,9.73,0.77,1.4104192634497639,0.6531380375865843,0.3584672550030461,1.3310790966824084,1.0806712235301212,1.437295547305136e-07,,,,,8.048859716403655,-14.177013125221706,-8.749999999999998,-1
6239,力成,201812,2018,58669738.98,75.3,7.87,1.3,3.5258894394664226,0.47106023055994195,0.34527561158734527,-1.4177179527105628,1.0748091056214417,9.755329983060358e-11,,,,,16.361845009210253,-40.06976697428474,24.03718459495353,1
6415,矽力*-KY,201812,2018,0.34775,535.0,21.08,3.34,1.5303675082404404e-07,9.876135170338543,15.675507878608002,-1.4838073695281935,47.866287026972316,7.265598713688876,,,,,10.944142033807069,0.858008933381682,68.78504672897196,1
6446,藥華藥,201812,2018,1.4175149999999999,181.5,0.0,13.56,5.915925879554275e-05,0.0,0.0,-2.750302575017737,0.0,377946215.81754225,,,,,-16.84503424657534,,-38.84297520661157,-1
6488,環球晶,201812,2018,0.182625,375.0,10.31,3.08,1.1688789975181684e-08,4631322.364411944,0.005076700420961223,1.068283398865229,0.01459298625238288,10.43098063710181,,,,,27.537122741176812,109.36639118457299,-8.933333333333334,-1
6505,台塑化,201812,2018,1100248345.35,115.5,11.87,2.99,5.729664484559962,0.003835754205298316,0.0059220820340155755,0.47655934361864816,0.006256943632129584,2.0726112220030496e-11,,,,,23.89447877413793,-170.56854222953132,-16.883116883116884,-1
