證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label,year
2337,旺宏,199812,46788,18.25,0.979748378356085,1.3008,2.5923,-0.031836,-0.061764,-0.028371,-0.12298,0.94005,319.01,225.56,2.65,5.24,-122.99,-179.71,160.4932,1,1998
2338,光罩,199812,10470,16.05,0.45379770872692,1.0779,2.2606,0.04913,0.090638,0.16142,0.19018,0.84487,377.81,327.13,10.83,3.39,-55.1,-53.6,-23.676,-1,1998
2339,合泰,199812,19506,20.89,0.62406008817369,1.2494,4.0881,-0.040357,-0.0765,-0.23424,-0.25044,0.89558,177.07,152.0,4.12,4.04,-240.19,-199.5,163.2839,1,1998
2340,光磊,199812,12555,41.79,0.978680649641159,1.7355,2.7694,0.088585,0.10928,0.14156,0.17439,0.23364,535.17,396.25,2.49,3.13,8.87,37.12,-5.0012,-1,1998
2341,英群,199812,6144,100.68,0.16148474431175,7.5586,2.8757,-0.125,-0.31258,-0.13471,-0.11892,1.5006,137.82,52.51,3.35,4.63,-21142.77,-2349.95,13.9054,1,1998
2342,茂矽,199812,72218,153.64,0.844308792695389,12.3803,30.3037,-0.031212,-0.069274,-0.21053,-0.1696,1.2195,92.46,54.44,2.6,4.95,-323.68,-213.96,63.9417,1,1998
2343,精業,199812,19448,21.98,0.395515215668593,0.94701,0.96193,0.085972,0.11469,0.092912,0.1165,0.33399,338.54,234.42,4.25,5.76,57.41,69.82,254.2311,1,1998
2344,華邦電,199812,92810,24.38,0.622475086001228,1.5729,4.2474,-0.0046935,-0.0093691,-0.034816,-0.025302,0.99621,143.67,95.85,2.86,6.85,-2754.04,-110.13,118.4988,1,1998
2345,智邦,199812,9858,16.97,0.173388613119006,0.61642,0.42521,0.021777,0.038003,-0.02406,0.026207,0.74511,250.02,162.36,3.64,4.65,-6978.94,-55.61,153.0937,1,1998
2347,聯強,199812,35750,20.73,0.22174673401724,0.65893,0.12256,0.08039,0.14009,0.033555,0.026247,0.74268,194.03,127.7,11.67,10.33,54.95,62.02,89.918,1,1998
2348,力廣,199812,9492,138.18,0.627973359190104,10.4761,3.07,-0.092893,-0.25431,-0.035676,-0.074532,1.7377,125.68,88.02,4.95,3.46,-213.85,-274.78,19.0042,1,1998
2349,錸德,199812,37776,24.5,0.602843089382083,0.51536,1.225,0.061964,0.11307,0.29961,0.26868,0.8247,133.73,76.45,6.53,3.04,145.61,69.41,156.449,1,1998
2350,環電,199812,26723,24.92,0.801014622769739,1.5852,0.50131,-0.21161,-0.5074,0.050443,-0.1605,1.3978,133.49,101.54,10.64,5.76,19.99,-482.86,47.7528,1,1998
2353,宏碁,199812,8476,13.87,0.547870901214845,0.63947,0.095491,0.04269,0.091936,0.014217,0.015277,1.1536,153.16,110.01,13.27,6.95,-16.44,-2.21,270.2235,1,1998
2355,敬鵬,199812,9293,15.84,0.106216344928664,0.52712,0.6807,0.07771,0.099214,0.10331,0.12813,0.27672,268.7,240.58,11.4,4.69,23.98,21.12,-2.5884,-1,1998
2356,英業達,199812,109491,23.67,0.875942811492984,1.3754,0.40747,0.11301,0.22328,0.067941,0.068796,0.97568,169.04,123.14,8.61,5.81,4.3,-12.57,-13.139,-1,1998
2357,華碩,199812,244863,231.8,0.378609382660268,6.0649,5.3571,0.32378,0.37232,0.28274,0.32883,0.14991,673.08,601.87,8.76,20.8,72.81,64.46,56.0181,1,1998
2358,美格,199812,6782,364.79,0.290440664276979,36.8847,10.7767,-0.095337,-0.26052,-0.053813,-0.076316,1.7326,143.44,63.67,2.68,4.11,-355.79,-452.24,-66.9481,-1,1998
2359,所羅門,199812,6730,23.54,0.824376266688835,1.2676,0.54327,-0.040412,-0.082973,0.017237,-0.035551,1.0532,115.59,71.76,7.14,5.42,1502.55,-396.5,65.5055,1,1998
2360,致茂,199812,9849,18.3,0.390937802323736,0.78306,1.3525,0.11544,0.13004,0.18646,0.22455,0.12644,634.12,490.28,3.12,4.75,23.03,33.01,41.9126,1,1998
2362,藍天,199812,11316,15.83,0.818148553859625,0.9676,0.55272,0.021674,0.02685,0.00015373,0.015332,0.23882,281.54,152.13,6.28,9.56,-99.85,-84.23,-28.3007,-1,1998
2363,矽統,199812,21610,40.61,0.546805718738968,2.9642,2.3232,0.16625,0.21422,0.13718,0.16797,0.28852,292.96,261.76,11.49,5.0,1170.63,251.78,154.6171,1,1998
2367,燿華,199812,15813,28.66,0.65375734866856,1.1405,1.4541,0.073889,0.10458,0.15837,0.13337,0.4154,160.23,134.19,10.95,5.77,22.09,19.82,-24.7732,-1,1998
2368,金像電,199812,14893,26.19,0.334163052737496,0.74151,0.83275,0.078152,0.1046,0.12214,0.11746,0.33843,204.37,177.12,10.78,4.92,15.23,11.61,-8.0565,-1,1998
2369,菱生,199812,7173,19.79,0.482022061031856,0.91114,1.7591,0.08506,0.10015,0.14675,0.1933,0.17736,413.51,365.62,9.26,3.59,8.72,37.65,-21.6271,-1,1998
2373,震旦行,199812,19670,36.71,0.488897743920167,2.1812,0.96049,0.044909,0.081981,0.032818,0.039347,0.82547,196.92,129.6,6.35,9.49,5.04,-38.0,54.59,1,1998
2376,技嘉,199812,30469,32.08,0.085515797090044,1.261,0.32238,0.28314,0.45313,0.11595,0.11584,0.6004,170.1,117.27,13.05,16.16,99.69,77.99,29.0524,1,1998
2377,微星,199812,15779,16.12,0.49417393663927,0.85472,0.18331,0.1347,0.32744,0.087903,0.070242,1.4308,139.55,113.51,21.85,7.53,143.71,59.44,81.6998,1,1998
2379,瑞昱,199812,9547,17.07,0.656859890973707,0.79285,0.90557,0.15551,0.18161,0.22675,0.20742,0.16779,474.77,394.1,5.05,5.31,41.93,4.27,113.0053,1,1998
2380,虹光,199812,7097,20.67,0.589507484695059,1.1976,0.26551,0.17387,0.36525,0.084115,0.080982,1.1007,171.2,97.69,7.3,6.52,138.57,72.3,73.9236,1,1998
2381,華宇,199812,50064,75.92,0.923379642103244,2.8911,0.71421,0.22967,0.34712,0.098774,0.08576,0.5114,253.14,165.12,9.53,14.29,168.52,118.4,23.9331,1,1998
2384,勝華,199812,9707,15.98,0.0604711791698936,0.90028,0.6703,0.10278,0.21049,0.20779,0.15676,1.048,140.8,40.24,1.73,7.62,6.5,16.32,80.2879,1,1998
2386,國電,199812,7165,21.82,0.120611613297162,1.3502,0.41069,0.15452,0.2746,0.082267,0.08352,0.77713,175.05,129.31,12.43,6.16,151.71,84.4,240.1467,1,1998
2390,云辰,199812,8913,28.34,0.198118402542975,1.1794,2.7355,0.10872,0.12126,0.19663,0.28431,0.11536,528.5,497.0,7.96,8.03,42.99,60.75,58.8567,1,1998
2391,合勤,199812,7988,14.17,0.178132454400338,0.77011,0.98334,0.1164,0.13044,0.14562,0.16785,0.12065,660.22,570.24,5.4,9.73,59.81,21.33,44.4601,1,1998
2396,精碟,199812,7347,14.97,0.855522805845911,0.64166,1.0389,0.065654,0.13426,0.20051,0.21729,1.045,70.52,32.47,9.26,5.17,86.07,128.28,160.7214,1,1998
2401,凌陽,199812,22356,25.91,0.458848828179931,1.3474,1.7285,0.19896,0.25028,0.3201,0.34635,0.25792,252.17,227.78,8.96,6.54,-0.65,-18.86,80.2007,1,1998
2411,飛瑞,199812,18802,23.76,0.0377388662395521,1.5419,1.2578,0.16712,0.20377,0.18324,0.16663,0.21933,404.1,337.07,6.88,4.14,3.45,7.37,11.1953,1,1998
2422,國聯,199812,12529,47.03,0.712694471678914,2.4495,4.7077,0.18401,0.21798,0.35846,0.41874,0.18465,778.48,606.98,2.25,6.08,153.0,106.08,-21.2843,-1,1998
2430,燦坤,199812,7337,16.83,0.644764536870088,0.88069,0.19611,0.048672,0.13615,0.10022,0.046043,1.7974,126.03,73.12,3.5,10.7,30.78,23.53,-12.7748,-1,1998
2438,英誌,199812,9630,34.78,0.416799467930787,1.2399,0.91047,0.037822,0.078308,0.083805,0.05984,1.0705,118.37,75.67,3.91,2.9,16.31,-18.67,-19.8965,-1,1998
2501,國建,199812,31748,13.74,0.424166759713807,1.0393,2.3608,0.048224,0.075314,0.19285,0.17113,0.56176,274.36,44.71,0.27,3.94,102.85,-36.89,-43.2314,-1,1998
2504,國產,199812,12968,8.61,0.239932010568717,0.69886,0.984,-0.01445,-0.02153,0.049243,-0.030307,0.48997,167.81,63.18,1.81,3.45,25.24,-133.2,-24.158,-1,1998
2512,寶建,199812,8440,16.32,0.942736984276934,1.2439,4.08,0.012512,0.027504,-0.046248,0.088946,1.1982,202.17,28.85,0.2,3.22,-148.77,-8.59,-64.5833,-1,1998
2514,龍邦,199812,8433,12.31,0.417744104316662,0.72454,1.5254,0.059174,0.11902,0.041262,0.25051,1.0114,134.56,11.75,0.48,15.06,481.58,26.12,-56.6206,-1,1998
2515,中工,199812,15526,9.08,0.715037078400694,0.58581,0.4817,-0.020957,-0.063082,-0.092558,-0.05188,2.01,164.43,45.21,1.04,2.09,-54.76,-210.97,-37.7753,-1,1998
2518,長億,199812,12589,10.53,0.167927145682257,0.58794,2.2792,-0.049549,-0.11738,-0.043959,-0.45527,1.3689,164.83,13.58,0.16,4.32,-124.87,-327.02,-33.8082,-1,1998
2520,冠德,199812,10622,13.88,0.800330575352402,0.69124,0.91557,0.040592,0.12001,0.1279,0.15898,1.9564,157.82,11.81,0.3,65.67,47.45,43.59,-39.4813,-1,1998
2521,宏總,199812,6889,15.7,0.226187679752676,1.0516,5.2333,-0.027725,-0.050662,-0.057845,-0.25252,0.82731,192.74,21.11,0.14,2.85,-138.09,-232.32,-76.1783,-1,1998
2523,德寶,199812,9641,13.39,0.526875830508296,1.0372,0.78997,0.07328,0.12145,0.086671,0.092532,0.65729,182.86,91.25,8.71,4.25,35.45,3.57,-45.183,-1,1998
2526,大陸,199812,16318,10.38,0.106761861607241,0.44133,0.81797,0.025962,0.037068,-0.039284,0.068695,0.42779,224.81,51.26,0.97,3.77,-438.59,48.95,-21.0983,-1,1998
2534,宏盛,199812,18484,16.78,0.913286827639239,0.79867,2.1054,0.060082,0.091805,0.20827,0.24191,0.52799,287.05,21.62,0.27,18.85,31.52,18.1,-24.7914,-1,1998
2537,聯上發,199812,7490,374.13,0.368916546063895,36.6435,212.5739,-0.047347,-0.14783,-0.54932,-0.85582,2.1223,142.02,32.9,0.12,0.38,-193.52,-398.96,-23.5052,-1,1998
2538,基泰,199812,6475,12.85,0.107769015243743,0.67242,1.7179,0.031115,0.058287,0.15805,0.14889,0.87328,203.78,38.39,0.25,16.25,-26.32,-34.92,-45.5253,-1,1998
2603,長榮,199812,48436,13.03,0.184816320124136,0.7128,0.42918,0.012017,0.033852,0.061291,0.020477,1.817,71.88,65.72,0.0,4.79,27.25,-2.54,-1.1512,-1,1998
2604,立榮,199812,12312,20.81,0.500471624154843,1.2134,0.48873,0.014174,0.045222,0.074257,0.018212,2.1906,78.54,75.04,0.0,6.48,75.56,248.9,-25.9491,-1,1998
2606,裕民,199812,9131,4.02,0.372409740055537,0.31308,0.64013,0.0062717,0.013787,0.13161,0.028172,1.1983,131.67,114.51,0.0,16.62,-33.2,-83.37,-11.194,-1,1998
2608,大榮,199812,12001,20.4,0.681971904149063,1.5502,2.6221,0.011783,0.015426,0.1174,0.026085,0.3091,155.34,150.94,0.0,6.71,-16.91,-85.8,-52.402,-1,1998
2610,華航,199812,48962,19.2,0.430207391329584,1.0649,0.75029,-0.020357,-0.05987,-0.075185,-0.042171,1.941,73.7,39.46,0.0,12.04,-310.71,-193.22,-13.2292,-1,1998
2614,東森,199812,8173,7.22,0.301454948712065,0.62892,0.87409,0.030447,0.080252,0.055117,0.13007,1.6358,185.92,136.52,1.19,18.18,-43.2,-1.67,31.856,1,1998
2615,萬海,199812,42210,12.15,0.408719846112552,0.74176,0.43658,0.12199,0.18481,0.13705,0.10897,0.515,148.7,140.47,0.0,42.2,88.62,113.9,-33.251,-1,1998
2705,六福,199812,15336,54.99,0.903720560556316,2.467,6.4241,0.051366,0.065377,0.22025,0.17022,0.27277,40.88,18.94,47.89,118.43,-12.17,-12.33,-64.3935,-1,1998
2706,第一店,199812,13224,44.08,0.576721515614685,1.8552,17.1518,0.071956,0.10176,0.60086,0.94114,0.41416,169.93,165.34,0.0,51.57,2.42,30.26,10.5944,1,1998
2707,晶華,199812,7934,39.32,0.171121066356432,3.7917,5.9848,-0.024712,-0.036836,0.21943,-0.05889,0.49059,172.09,164.52,5.48,30.85,-1.15,-157.87,-15.7681,-1,1998
2903,遠百,199812,15762,9.82,0.779051723231275,0.54254,0.23073,0.023602,0.052894,0.01604,0.022495,1.2411,104.93,74.22,11.36,29.64,-26.7,-42.62,-26.2729,-1,1998
2905,三商行,199812,12290,16.04,0.471088374541939,1.1565,0.31291,0.032312,0.075018,0.031835,0.020296,1.3217,89.55,30.66,6.07,19.01,-2.78,-45.06,10.7232,1,1998
2906,高林,199812,6384,7.16,0.817760559370642,0.53916,0.23506,0.059583,0.10337,0.056209,0.043613,0.73488,211.51,200.95,50.9,1.89,3.69,-24.43,-44.6927,-1,1998
2910,統領,199812,8107,27.46,0.666338851584426,1.782,1.2754,0.11443,0.14324,0.086836,0.10252,0.25173,85.59,73.31,56.19,212.19,-6.4,48.67,12.0175,1,1998
2912,統一超,199812,44420,29.58,0.438869973126103,2.0205,0.30861,0.12235,0.21919,0.033487,0.033477,0.79153,84.87,43.95,24.24,155.48,31.97,21.24,62.5085,1,1998
2913,農林,199812,38645,87.88,0.594896074008614,7.0024,18.818,-0.032025,-0.078068,-0.10224,-0.21242,1.4377,19.65,13.05,9.06,4.19,-53.81,-257.57,-36.2085,-1,1998
3037,欣興,199812,6687,10.81,0.98266339972195,0.61595,0.53383,0.04876,0.075231,0.073504,0.065212,0.54289,219.67,185.93,12.04,3.92,51.4,2.54,61.4246,1,1998
3258,誠洲,199812,10382,27.98,0.432391503783462,2.2953,0.79129,0.0019738,0.004811,0.010228,0.0016579,1.4374,171.28,83.16,4.62,4.32,-65.71,-93.94,-42.9235,-1,1998
4424,民興,199812,6840,38.0,0.251806122472313,2.4804,4.0555,0.037948,0.10937,0.074375,0.17882,1.8822,121.97,18.85,0.26,4.77,-67.7,23.79,7.8947,-1,1998
4506,崇友,199812,8222,14.42,0.983052466469856,0.88088,0.90464,0.076863,0.11774,0.093154,0.12087,0.53187,186.36,86.65,1.95,3.59,-36.2,-12.31,-57.4896,-1,1998
5007,三星,199812,7938,21.61,0.999080394761361,1.2006,0.86302,0.055081,0.10512,0.093426,0.075589,0.90854,85.48,45.86,5.23,6.83,73.85,76.69,-71.3096,-1,1998
5307,耀文,199812,11639,27.96,0.0714454646006424,1.4215,1.3924,0.077136,0.12581,0.12211,0.12327,0.63095,190.51,157.13,10.42,5.1,96.17,35.68,-39.2704,-1,1998
5313,皇旗,199812,9428,35.59,0.015487125636019,2.2327,0.74503,0.032553,0.08949,0.056824,0.029862,1.749,171.17,94.72,3.41,3.31,42.35,86.54,-24.6979,-1,1998
5318,佳鼎,199812,8674,1214.35,0.920332039836564,49.3438,87.0502,0.046413,0.091888,0.12399,0.16213,0.97978,124.96,103.61,12.45,3.33,8.38,34.27,-37.9413,-1,1998
5343,矽豐,199812,7550,20.28,0.669175304534394,1.3307,3.1442,0.021344,0.030417,0.072309,0.07194,0.42511,139.72,127.16,21.82,4.57,-60.22,-53.86,100.8383,1,1998
5346,力晶,199812,25638,8.21,0.928854139478045,0.61729,1.7069,-0.098846,-0.18153,-0.40858,-0.50162,0.83653,135.25,111.07,7.65,5.81,-1370.29,-2912.01,216.8088,1,1998
5347,世界,199812,38593,22.29,0.262211747780845,2.5387,4.5676,-0.14654,-0.28033,-0.51259,-0.50421,0.91304,193.74,116.36,5.95,5.72,-534.91,-6939.34,119.9641,1,1998
5512,力麒,199812,6888,13.37,0.384619124369411,0.50491,0.48654,0.093348,0.26223,0.28461,0.25266,1.8092,138.92,2.16,0.33,124.11,84.53,75.15,-49.0651,-1,1998
5602,榮櫃,199812,7323,21.68,0.376272210278832,1.1873,6.9265,0.021062,0.03491,0.21968,0.20361,0.65749,291.45,275.16,15.55,6.9,-21.08,-10.03,-38.9299,-1,1998
5604,中連,199812,6678,13.12,0.730248792267598,0.91684,1.5046,0.042965,0.064843,0.14661,0.10642,0.50922,257.01,250.91,0.0,4.89,-3.79,-5.58,-51.2957,-1,1998
5605,遠航,199812,13557,29.56,0.617666389588455,2.6252,3.1018,0.0099382,0.024772,-0.10264,0.032161,1.4926,157.08,136.26,0.0,33.47,-361.83,-64.47,-36.502,-1,1998
5701,劍湖山,199812,6394,27.55,0.879653724481905,1.211,4.8934,0.062138,0.069224,0.2885,0.27957,0.11403,1360.76,1328.38,46.38,81.91,170.39,149.52,-4.755,-1,1998
5901,中友,199812,6252,13.95,0.425259320214135,1.041,0.71575,0.012937,0.037731,0.072359,0.025929,1.9166,95.47,21.76,1.47,12.64,81.46,-36.49,-80.3584,-1,1998
8295,中強,199812,14963,26.6,0.890922504330789,2.949,0.59256,-0.16853,-0.6534,-0.021809,-0.14453,2.8771,131.94,74.28,3.0,5.54,-231.75,-1103.4,-85.3759,-1,1998
8382,美式,199812,19471,52.5,0.679135540865748,12.3239,1.7196,-0.54253,-3.0374,0.042857,-0.4506,4.5985,67.49,16.49,3.31,15.47,61.16,-956.83,-98.4381,-1,1998
8706,金緯,199812,7927,48.9,0.032600820530528,-8.1364,2.4006,-1.6825,3.2736,0.13216,-0.96628,-2.9457,23.34,13.3,8.57,9.47,122.92,-1912.76,-98.9775,-1,1998
8716,尖美,199812,12263,31.9,0.0596188675796392,2.861,14.3049,-0.22728,-0.61135,-0.4778,-3.0563,1.6898,139.91,17.39,0.14,2.51,-238.51,-1419.84,-92.2571,-1,1998
8723,順大裕,199812,7504,62.67,0.190433267179954,8.9529,50.9512,-1.0936,-2.472,-1.4602,-14.0764,1.2604,236.78,82.96,0.16,0.66,-297.07,-618.22,-68.3262,-1,1998
9801,力霸,199812,13865,34.93,0.744074260367462,3.2223,5.1519,0.024122,0.053589,-0.012623,0.085693,1.2215,145.52,68.55,1.17,3.27,-127.65,23.33,36.1867,1,1998
9902,台火,199812,6734,68.65,0.265280909810029,6.1131,5.3217,0.00058419,0.0012559,0.094793,0.0011368,1.1499,87.57,50.55,2.87,3.04,1.53,-97.66,-55.8776,-1,1998
9904,寶成,199812,47114,12.06,0.904880968679893,0.52321,0.59644,0.094243,0.1833,0.063262,0.21174,0.94496,73.31,57.63,8.86,6.8,-31.45,5.12,25.539,1,1998
9905,大華,199812,6776,9.33,0.617090884393223,0.61625,1.184,0.051893,0.056238,0.091385,0.10805,0.083746,889.75,661.15,2.59,4.48,17.56,-26.31,-36.0129,-1,1998
9907,統一實,199812,18296,9.44,0.796183873585212,0.69006,0.89309,0.01061,0.026452,0.13872,0.035672,1.493,78.79,33.72,2.02,3.58,-9.81,-39.76,-32.4153,-1,1998
9908,大台北,199812,7480,8.71,0.460725937260412,0.65195,1.4468,0.053517,0.08485,-0.012746,0.18828,0.58549,289.86,243.97,12.04,8.31,-163.3,60.99,-22.3881,-1,1998
9910,豐泰,199812,10824,11.75,0.972974554763863,0.7615,0.28568,0.10948,0.17501,0.03773,0.069865,0.59857,87.76,51.52,15.52,17.73,-27.29,-16.12,-3.5745,-1,1998
9917,中保,199812,18637,21.95,0.885168008202475,1.2345,1.4614,0.11066,0.14124,0.22422,0.16893,0.2763,140.51,124.33,95.47,19.34,19.19,-14.39,64.3736,1,1998
9921,巨大,199812,11409,20.02,0.096730025780867,1.1122,0.30192,0.060449,0.18216,0.082344,0.049448,2.0134,128.84,76.99,3.11,4.86,195.02,99.31,-41.958,-1,1998
9933,中鼎,199812,16435,14.6,0.13655313735537,0.95675,0.37075,0.075541,0.17864,0.061351,0.06924,1.3648,127.55,78.95,4.37,11.13,81.76,127.25,-43.5616,-1,1998
9936,欣錩,199812,7462,65.3,0.98163795097075,2.9804,1.8541,0.097966,0.20474,0.11558,0.12964,1.0899,97.58,65.71,5.3,5.83,28.1,66.54,-63.8591,-1,1998
1101,台泥,199912,71166,17.78,0.527142741760652,0.97371,1.7431,0.023325,0.056252,0.077142,0.11046,1.4116,86.97,54.68,10.07,6.3,-18.12,-14.46,-48.5939,-1,1999
1102,亞泥,199912,51597,11.29,0.957693939841583,0.57661,1.6751,0.05916,0.093216,0.11881,0.27084,0.57567,112.98,87.94,6.06,2.23,-38.29,20.1,-25.6864,1,1999
1107,建台,199912,7124,20.94,0.755077099007084,1.5697,3.4104,0.047988,0.10234,0.0098777,0.22281,1.1325,118.5,40.8,0.78,4.84,-91.93,768.97,-82.5692,-1,1999
1206,台鳳,199912,10659,17.9,0.763504640848813,1.4343,4.3873,-0.066209,-0.22172,-0.10116,-0.68006,2.3487,189.07,84.29,0.27,10.3,-135.71,-221.25,-100.0,-1,1999
1207,嘉食化,199912,12328,26.58,0.869941032358007,2.5509,3.6612,0.0046076,0.011853,-0.0262,0.017025,1.5725,119.67,65.97,2.71,5.18,45.2,-35.83,-79.985,-1,1999
1216,統一,199912,72520,11.47,0.153656717591307,0.85469,0.59708,0.04126,0.091906,0.016804,0.064224,1.2275,106.38,73.11,7.84,13.4,26.66,-17.52,-1.1334,1,1999
1227,佳格,199912,6034,9.58,0.111705744193203,0.73298,0.4802,0.078764,0.1299,0.10205,0.087953,0.64926,249.62,161.71,4.4,6.77,-14.35,-15.27,-39.4572,1,1999
1229,聯華,199912,8747,7.69,0.149997253831683,0.55364,3.3435,0.045202,0.057754,0.031059,0.34904,0.27771,104.51,69.78,3.4,6.45,201.68,180.38,-40.5722,1,1999
1301,台塑,199912,220916,21.61,0.0688060991180512,0.99402,1.5832,0.053413,0.10325,0.090894,0.16449,0.93311,180.03,88.49,4.58,17.76,4.64,29.14,-18.0935,1,1999
1303,南亞,199912,317729,24.31,0.470924256358334,1.0695,0.86512,0.043405,0.097009,0.082432,0.089716,1.235,140.53,82.85,4.18,6.55,30.6,27.7,-39.7367,1,1999
1304,台聚,199912,16883,12.72,0.546593114590323,0.93461,1.7716,0.043448,0.078203,0.073304,0.15808,0.79991,111.18,76.14,8.22,13.21,41.69,76.64,-68.6321,-1,1999
1305,華夏,199912,9770,22.42,0.525404403859336,1.6682,1.0969,0.016448,0.035105,0.038838,0.024333,1.1343,186.06,104.1,5.57,5.42,8.89,252.56,-85.281,-1,1999
1308,亞聚,199912,8319,16.71,0.242785357820962,0.94621,1.526,0.080051,0.088813,0.10671,0.14319,0.10945,684.05,573.41,7.64,22.02,-10.17,-23.72,-68.5817,-1,1999
1309,台達,199912,5946,20.4,0.136292548938299,1.3368,1.3307,0.04018,0.049244,0.028232,0.049047,0.22558,411.34,275.23,7.37,7.52,4.09,-14.94,-68.8725,-1,1999
1310,台苯,199912,18988,26.2,0.738426839976942,1.9124,1.3996,0.080699,0.12226,0.086467,0.091468,0.51497,189.39,100.51,10.59,11.58,357.45,576.96,-47.0229,1,1999
1311,福聚,199912,10872,22.58,0.218676632399634,1.3964,0.95922,0.10503,0.13309,0.10915,0.091405,0.26718,328.53,175.16,7.12,24.89,123.36,120.76,-60.7174,-1,1999
1312,國喬,199912,12595,19.35,0.582249164527227,1.8324,1.1525,0.01258,0.036045,-0.018807,0.029624,1.8652,68.18,41.44,8.35,8.03,64.55,53.44,-49.7158,-1,1999
1313,聯成,199912,13814,12.1,0.450137696965896,0.89763,1.4152,0.048396,0.078277,0.046495,0.13185,0.61743,477.45,344.13,4.54,7.64,919.66,291.01,-72.7273,-1,1999
1319,東陽,199912,7282,11.77,0.391182995461163,0.93561,0.69935,0.0091183,0.017703,0.021205,0.013802,0.94145,89.24,59.85,8.65,3.88,-48.96,-88.36,-23.2795,1,1999
1326,台化,199912,126599,13.25,0.718358943205884,0.625,0.90197,0.060178,0.12931,0.042278,0.18662,1.1487,140.86,55.56,2.91,11.0,-25.3,20.25,-23.6226,1,1999
1409,新纖,199912,11709,8.31,0.645551874972524,0.84195,0.8831,-0.0084536,-0.015143,-0.043505,-0.015952,0.79129,90.85,46.09,6.08,8.38,-9.76,67.44,-65.343,-1,1999
1434,福懋,199912,26497,8.85,0.0011510571291072,0.66143,0.74059,0.05156,0.094813,0.11375,0.10729,0.83889,112.87,68.7,3.63,5.07,5.45,23.42,-8.3616,1,1999
1440,南紡,199912,12879,6.82,0.832916819075216,0.52502,0.90933,0.005513,0.0093839,0.025886,0.016261,0.70214,159.01,54.66,1.97,7.1,286.85,1233.36,-55.5718,-1,1999
1444,力麗,199912,6582,7.87,0.884281023126955,0.58819,0.99494,0.027271,0.03967,0.066443,0.067113,0.45465,148.21,66.43,5.68,10.23,186.16,365.59,-70.1398,-1,1999
1447,力鵬,199912,5878,8.99,0.18971040601758,0.65573,0.79769,0.048716,0.070977,0.043531,0.086359,0.45695,88.66,47.41,6.09,7.44,-22.87,29.38,-66.4071,-1,1999
1449,佳和,199912,6827,35.93,0.833500595588975,3.2023,4.2876,-0.02234,-0.035854,0.038593,-0.047982,0.60492,94.32,29.62,3.18,16.08,-77.93,-139.77,-65.5719,-1,1999
1451,年興,199912,18900,21.72,0.917424342049382,1.3686,1.1947,0.16456,0.23691,0.2372,0.20683,0.43968,277.31,151.31,4.0,12.27,70.36,88.12,-34.9908,1,1999
1460,宏遠,199912,5941,8.52,0.678652304800188,0.68876,0.56016,0.0048145,0.0081777,0.0056648,0.0066517,0.69858,150.22,61.47,3.1,5.08,-95.2,-94.1,-40.7277,1,1999
1462,東雲,199912,12001,28.21,0.318074075481059,2.5483,4.0185,0.010501,0.027636,-0.00094321,0.046899,1.6319,119.46,15.68,0.55,8.41,97.38,130.92,-85.0053,-1,1999
1503,士電,199912,13176,18.31,0.416158589969797,0.99027,0.94381,0.027417,0.045459,0.078981,0.04331,0.6581,166.41,103.37,4.53,3.45,5.25,-19.99,-25.2321,1,1999
1504,東元,199912,40768,14.95,0.695140499551737,0.74157,0.81783,0.047817,0.08398,0.049,0.092588,0.75628,257.74,168.98,4.23,4.82,-6.31,49.58,-24.5485,1,1999
1507,永大,199912,7846,11.17,0.683415866967978,0.63214,0.88161,0.06012,0.07795,0.10987,0.11065,0.29657,200.86,124.27,2.38,3.69,5.76,-16.42,-39.6598,1,1999
1513,中興電,199912,6298,6.18,0.318524245398992,0.44048,0.30823,0.046511,0.12313,0.10327,0.086121,1.6472,163.87,60.23,1.61,5.6,185.62,5.34,-22.0065,1,1999
1515,力山,199912,6205,21.85,0.0899506787705811,1.5833,0.83524,0.045736,0.084575,0.097893,0.048707,0.84918,120.48,83.04,9.04,7.4,-27.02,-36.93,-59.0847,-1,1999
1527,鑽全,199912,7708,25.18,0.442305413383371,1.516,1.0642,0.29027,0.34558,0.31746,0.24259,0.19054,441.08,380.41,9.53,10.5,41.94,40.68,-30.2224,1,1999
1605,華新,199912,58564,12.44,0.637709098072174,0.76179,1.2101,0.027028,0.047364,0.037485,0.082023,0.7524,157.12,111.9,5.2,4.98,406.99,256.7,-24.8392,1,1999
1608,華榮,199912,7555,7.94,0.270270423432065,0.58041,0.64344,0.049539,0.069815,0.072361,0.077401,0.40929,150.23,103.79,7.13,5.28,-14.13,-11.22,-66.4987,-1,1999
1704,榮化,199912,7453,7.38,0.197053798095456,0.52415,0.50136,0.04457,0.07631,0.063871,0.076477,0.71212,176.95,131.42,7.5,12.85,12.54,22.78,-23.9837,1,1999
1710,東聯,199912,10765,8.46,0.365816176838171,0.69917,1.2857,0.055573,0.084796,0.14378,0.15599,0.52584,125.59,87.71,9.47,5.87,13.83,25.93,-58.9835,-1,1999
