證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label,year
8072,陞泰,200612,12581,103.59,0.346681751254949,2.5917,2.1289,0.26207,0.30527,0.28297,0.25072,0.16486,693.95,583.37,5.4,5.73,5.15,3.01,52.2734,1,2006
8076,伍豐,200612,25165,162.55,0.155719830354892,5.8387,3.3005,0.26343,0.42726,0.21876,0.2415,0.62191,321.93,259.97,7.09,4.8,136.87,190.97,21.944,1,2006
8078,華寶,200612,55438,74.71,0.594037031444121,3.1417,0.53962,0.18797,0.42406,0.073897,0.073057,1.256,159.51,131.33,19.79,10.51,70.23,63.23,-11.7253,-1,2006
8299,群聯,200612,21228,129.47,0.89542351634235,3.3003,0.75462,0.18505,0.37624,0.09255,0.086027,1.0332,187.19,123.08,10.06,7.62,89.09,81.53,-1.9618,-1,2006
9904,寶成,200612,90379,25.79,0.642741739133104,1.6009,0.31636,0.034302,0.075165,0.065291,0.030785,1.1913,157.16,107.83,8.31,7.67,25.25,25.69,-11.6324,-1,2006
9907,統一實,200612,21431,11.76,0.932183355047051,1.0334,0.79459,0.025982,0.056497,0.064613,0.044517,1.1745,58.09,17.57,4.66,15.41,36.43,1089.28,-1.9558,-1,2006
9910,豐泰,200612,13837,20.74,0.21928358818243,1.4167,0.41094,0.046229,0.077756,0.052714,0.033735,0.68197,170.42,102.74,8.4,13.76,-35.63,-43.25,-4.0984,-1,2006
9915,億豐,200612,13279,28.93,0.832333661620528,1.93,0.97506,0.12561,0.15892,0.20153,0.11152,0.26524,579.43,373.08,3.57,7.91,21.28,18.21,-100.0,-1,2006
9917,中保,200612,26182,46.35,0.75442458148825,2.2654,2.2359,0.13589,0.18824,0.21784,0.19013,0.38525,195.44,186.17,54.16,11.43,4.42,20.95,-9.7519,-1,2006
9921,巨大,200612,14989,36.24,0.528559088552665,1.628,0.37636,0.059484,0.15745,0.055381,0.037538,1.647,141.01,77.14,3.75,5.17,-9.9,-16.66,41.7494,1,2006
9933,中鼎,200612,17940,22.04,0.188092073195248,1.4922,0.39154,0.030007,0.10752,0.028161,0.029689,2.5833,127.81,49.59,3.63,22.87,28.44,27.19,-17.196,-1,2006
9940,信義,200612,17294,42.5,0.692818413831729,2.2392,1.3705,0.20602,0.34343,0.25392,0.21456,0.66695,280.67,275.78,0.0,9.76,40.23,39.41,0.91765,-1,2006
9945,潤泰新,200612,21336,24.63,0.835088235559351,1.8258,0.89304,0.065194,0.14221,0.096718,0.075815,1.1814,134.56,38.77,1.99,16.83,144.75,344.56,1.7864,-1,2006
1101,台泥,200712,146188,38.42,0.940336654420907,1.5067,1.6287,0.043015,0.080234,0.16821,0.10771,0.86527,189.76,155.35,9.59,8.37,28.5,29.13,-36.4914,1,2007
1102,亞泥,200712,129624,38.71,0.80107575696612,1.4635,2.9663,0.078807,0.13238,0.1051,0.28305,0.67978,161.3,114.41,7.1,5.95,10.61,40.57,-32.2397,1,2007
1103,嘉泥,200712,14551,18.98,0.941817795239884,0.61543,0.98546,0.032273,0.051617,0.11756,0.093616,0.59939,319.37,294.15,8.57,7.72,66.1,-64.28,-35.0369,1,2007
1210,大成,200712,15188,27.82,0.333428186460866,1.3248,0.19576,0.043512,0.087954,0.029842,0.019558,1.0214,163.21,83.08,8.98,13.78,96.04,50.0,-23.3645,1,2007
1216,統一,200712,156080,33.38,0.962113795722863,1.8774,0.41124,0.041382,0.1112,0.037782,0.038175,1.6872,103.67,66.1,8.84,21.25,43.99,141.2,-27.172,1,2007
1301,台塑,200712,521134,70.68,0.350013919000766,1.6218,2.0887,0.13185,0.19178,0.095955,0.24698,0.45455,253.85,208.02,8.46,16.43,67.32,54.78,-47.2128,1,2007
1303,南亞,200712,655628,70.59,0.12959697583754,1.8655,1.5535,0.12356,0.19479,0.15787,0.17046,0.57652,233.66,177.17,6.25,6.92,62.58,22.53,-53.9737,-1,2007
1304,台聚,200712,16199,16.35,0.551140335804419,0.94838,0.21091,0.029393,0.060208,0.044592,0.026028,1.0484,206.1,141.3,6.93,8.24,123.46,115.47,-47.7064,1,2007
1313,聯成,200712,14649,15.26,0.751694590854687,0.83388,0.37111,0.074401,0.13369,0.043375,0.060431,0.7969,352.53,230.64,6.4,8.39,3.11,7.9,-39.8427,1,2007
1314,中石化,200712,21124,11.8,0.0302701634197687,0.84648,0.49642,0.060726,0.12175,0.076911,0.071394,1.0049,213.08,118.63,12.09,14.63,66.0,63.11,-47.2881,1,2007
1326,台化,200712,458552,66.97,0.0513137568167955,1.4213,1.4222,0.11328,0.17805,0.097078,0.18332,0.57174,198.68,139.84,6.37,13.95,32.0,46.4,-46.379,1,2007
1402,遠東新,200712,170477,33.8,0.229602531968198,1.6472,0.93577,0.041652,0.079529,0.096239,0.070248,0.90938,119.7,79.82,6.77,7.73,4.25,15.17,-40.4734,1,2007
1409,新纖,200712,14904,9.8,0.199925413139355,0.784,0.44304,0.0078219,0.027793,0.014669,0.01984,2.5533,220.4,135.71,6.19,8.39,166.83,580.49,-54.0816,-1,2007
1434,福懋,200712,55088,26.04,0.572239218412685,0.72013,1.0585,0.08356,0.11541,0.054741,0.17811,0.38112,155.31,80.54,4.48,7.92,12.63,119.82,-40.9754,1,2007
1440,南紡,200712,19266,11.68,0.0661601245983268,0.75016,1.041,0.053009,0.073044,0.067601,0.10176,0.37795,175.79,82.35,4.18,12.25,149.0,279.56,-46.8322,1,2007
1503,士電,200712,18754,33.09,0.978563885159978,1.3933,1.007,0.041077,0.082377,0.06712,0.060494,1.0054,126.09,63.45,3.05,4.52,4.68,20.12,-8.0689,1,2007
1504,東元,200712,30951,13.95,0.798485829521549,0.70313,0.5896,0.039639,0.070901,0.060421,0.061571,0.78867,176.44,101.4,3.03,5.22,87.98,18.98,-32.9032,1,2007
1605,華新,200712,43473,13.02,0.0901660021689635,0.65724,0.25524,0.013723,0.025009,0.015727,0.0099614,0.82248,144.68,85.99,8.7,14.11,-62.41,-82.11,-51.1521,-1,2007
1704,榮化,200712,20801,29.56,0.519716157920878,1.569,0.35321,0.035383,0.08007,0.04788,0.025657,1.263,152.56,113.85,9.72,13.7,14.04,-46.35,-38.7348,1,2007
1710,東聯,200712,30948,31.77,0.987487575189353,1.802,1.8428,0.1426,0.17063,0.23243,0.17442,0.19656,252.31,220.43,14.62,11.08,84.12,59.41,-61.5046,-1,2007
1717,長興,200712,28284,24.76,0.631930797977457,1.2756,0.58245,0.07499,0.1589,0.09472,0.073259,1.119,174.95,117.95,5.05,3.97,0.47,10.16,-46.3247,1,2007
1718,中纖,200712,17056,9.82,0.513814835038277,0.62152,0.37524,0.0067375,0.060747,0.13698,0.063059,8.0162,444.12,106.31,13.2,8.34,4724.22,170.18,-56.2118,-1,2007
1722,台肥,200712,78008,74.7,0.290462491547268,1.4044,6.2043,0.058463,0.072309,0.024146,0.31931,0.23684,1107.12,932.53,5.0,10.65,2.27,3.63,-32.4096,1,2007
1723,中碳,200712,17652,61.95,0.230299163777674,2.8535,1.8559,0.25805,0.30795,0.22652,0.20042,0.19338,386.09,365.19,33.04,16.5,26.2,19.25,-28.7328,1,2007
1736,喬山,200712,14696,72.98,0.168690278712271,2.6252,1.1526,0.050793,0.10694,0.037329,0.047443,1.1054,147.73,85.19,2.56,4.97,-76.48,-71.61,-72.4171,-1,2007
1785,光洋科,200712,17565,55.11,0.603156320439897,1.3093,0.43319,0.13046,0.26354,0.11576,0.087589,1.0201,219.15,42.38,3.38,12.54,176.11,225.07,-41.5895,1,2007
1802,台玻,200712,63736,29.84,0.475785626569533,1.3582,1.7772,0.055205,0.075087,0.12288,0.10946,0.36013,204.78,135.86,4.76,7.72,48.12,43.26,-41.8901,1,2007
1907,永豐餘,200712,19103,10.78,0.880066259726056,0.77778,0.38973,0.017994,0.046026,-0.029533,0.025367,1.5578,100.81,68.66,6.63,5.21,-535.6,-2.95,-38.3117,1,2007
2002,中鋼,200712,500090,33.48,0.287084613146176,1.7187,1.1593,0.14047,0.2003,0.21701,0.155,0.42597,206.4,98.0,4.11,30.64,27.72,26.83,-40.6511,1,2007
2006,東鋼,200712,50588,44.62,0.956344657500659,1.9875,1.018,0.13299,0.20572,0.12739,0.10606,0.5469,146.83,71.12,5.01,7.02,13.62,24.87,-57.8888,-1,2007
2014,中鴻,200712,21580,15.17,0.54020403751352,1.1751,0.40945,0.082637,0.16192,0.079796,0.056417,0.95938,93.35,11.99,5.66,46.84,-42.92,-47.17,-34.6737,1,2007
2023,燁輝,200712,16537,10.45,0.108046036615559,0.56917,0.25714,0.032944,0.062824,0.044633,0.028439,0.90701,145.86,72.65,6.47,11.37,-14.14,-16.21,-16.9378,1,2007
2027,大成鋼,200712,16653,29.27,0.407730161772637,1.0913,0.43414,0.073693,0.14688,0.11979,0.067729,0.99306,426.42,114.31,1.98,12.23,3.92,-8.31,-62.9313,-1,2007
2059,川湖,200712,13536,150.67,0.651269264764942,5.1266,5.6011,0.175,0.28947,0.36331,0.31628,0.65408,497.78,435.08,4.1,4.19,7.59,12.67,-47.8463,1,2007
2101,南港,200712,20783,30.31,0.0590305556644841,1.6157,1.699,0.12704,0.20541,0.14052,0.21595,0.61695,119.3,52.47,4.51,9.01,4.69,50.07,-54.4705,-1,2007
2103,台橡,200712,27848,33.79,0.98523663941483,1.8741,0.88271,0.1572,0.23567,0.17312,0.13111,0.49922,234.81,175.28,9.63,7.2,45.76,56.29,-36.786,1,2007
2104,中橡,200712,15001,28.36,0.506794524055503,0.90752,0.64469,0.043144,0.079386,0.10272,0.064149,0.84003,175.09,110.87,5.24,4.82,-2.49,50.76,0.95205,1,2007
2105,正新,200712,69059,31.31,0.827209084946655,1.5781,0.63651,0.080885,0.19426,0.11904,0.086882,1.4018,118.37,62.53,5.74,10.97,205.17,199.69,-37.0489,1,2007
2201,裕隆,200712,45942,29.62,0.62232361515245,0.77216,1.0628,0.028151,0.049647,0.020279,0.075942,0.76357,123.27,92.63,4.47,2.02,-58.47,5.46,-52.971,-1,2007
2204,中華,200712,34017,23.58,0.196204918731252,0.71498,0.98744,0.029816,0.039221,0.006796,0.056506,0.31544,256.18,190.69,5.32,6.1,-73.14,-50.93,-63.6556,-1,2007
2206,三陽,200712,14416,16.34,0.0171725409107173,0.8842,0.37572,0.024855,0.056074,0.017521,0.027723,1.256,143.76,81.49,4.65,21.94,-24.02,7.8,-62.3011,-1,2007
2207,和泰,200712,46097,74.09,0.276345316298223,2.1036,0.42113,0.048245,0.1553,0.04378,0.035433,2.219,114.93,99.32,20.42,3.26,2.82,-2.84,-37.36,1,2007
2227,裕日車,200712,15540,49.43,0.790045356979438,1.0393,0.54319,0.081833,0.10311,0.021326,0.053896,0.26004,174.23,161.82,333.44,26.48,-44.51,-19.1,-54.6834,-1,2007
2301,光寶科,200712,123400,44.94,0.232981533413648,1.5708,0.36945,0.043768,0.10829,0.039647,0.032421,1.4742,130.05,92.45,8.38,5.45,2.36,15.1,-57.0761,-1,2007
2303,聯電,200712,266272,17.61,0.999329479025719,0.93027,1.9416,0.056623,0.069802,0.054001,0.14969,0.23276,179.47,151.19,7.89,7.61,18.61,-47.54,-59.2277,-1,2007
2308,台達電,200712,233812,90.43,0.355407151267881,3.1864,1.4583,0.12773,0.20813,0.12033,0.11531,0.62944,206.1,179.05,11.54,4.95,26.44,39.29,-36.6803,1,2007
2311,日月光,200712,177645,25.8,0.333668180380295,1.7979,1.3354,0.079836,0.13556,0.19075,0.12025,0.69799,159.16,133.98,12.79,6.7,-5.62,-29.41,-59.9225,-1,2007
2312,金寶,200712,15622,9.98,0.95853359612901,0.60817,0.50583,0.03212,0.048814,0.027079,0.040859,0.51973,112.43,81.65,10.93,6.81,-53.86,2.65,-39.3788,1,2007
2315,神達,200712,46390,28.04,0.849722054218674,1.1836,0.44557,0.083777,0.16631,0.054368,0.062605,0.98516,136.34,98.1,6.74,5.56,-13.2,2.62,-58.7019,-1,2007
2317,鴻海,200712,1270734,144.84,0.892267188231107,2.598,0.53508,0.089577,0.20258,0.054893,0.045628,1.2615,130.63,93.3,10.78,7.13,21.4,27.78,-61.7854,-1,2007
2323,中環,200712,33279,11.3,0.303851622777652,0.62604,1.0405,-0.022817,-0.03755,-0.016574,-0.063584,0.64575,126.02,82.08,5.63,5.89,-147.29,-988.02,-54.2478,-1,2007
2324,仁寶,200712,137241,28.3,0.0058343245723708,1.3805,0.21681,0.064127,0.15921,0.040394,0.027461,1.4827,152.29,122.46,16.22,6.56,26.7,41.99,-46.6431,1,2007
2325,矽品,200712,179180,46.16,0.397839124102705,2.0344,2.1184,0.2039,0.25381,0.24471,0.26428,0.24475,292.72,248.54,14.84,6.43,32.28,31.21,-45.9272,1,2007
2327,國巨,200712,27795,10.86,0.933591915842209,0.88078,1.1882,0.043889,0.071103,0.12497,0.098718,0.62007,208.0,165.81,3.95,3.67,-3.79,10.18,-62.4309,-1,2007
2328,廣宇,200712,31346,63.14,0.337812043871024,1.5888,1.8371,0.042285,0.057935,0.073226,0.070563,0.3701,173.05,156.17,16.79,3.25,55.65,52.06,-65.1568,-1,2007
2330,台積電,200712,1638480,51.68,0.744867856241673,2.7157,4.0983,0.19125,0.2225,0.34628,0.3384,0.1634,512.92,446.56,7.96,8.72,-12.21,-13.57,-23.065,1,2007
2331,精英,200712,17070,11.81,0.448427880383915,0.63223,0.15116,0.018577,0.037897,0.001003,0.009058,1.04,163.38,115.08,8.09,7.49,108.7,164.72,-52.1592,-1,2007
2332,友訊,200712,39184,51.57,0.781722612917166,1.8268,0.77865,0.12045,0.21586,0.074429,0.092161,0.79206,169.17,102.36,3.37,5.11,-29.46,14.93,-63.1375,-1,2007
2337,旺宏,200712,45750,11.64,0.588361684613539,0.98644,1.4024,0.10298,0.12782,0.15087,0.18354,0.24118,405.73,311.17,3.62,8.03,104.05,131.4,-36.6838,1,2007
2340,光磊,200712,16384,29.81,0.45088275367583,2.48,2.0788,0.087241,0.14796,0.1405,0.12456,0.69597,134.59,81.79,3.3,3.91,-31.08,181.65,-63.7035,-1,2007
2342,茂矽,200712,28499,47.45,0.860098876854161,3.0089,8.6746,0.01502,0.018391,0.084827,0.056872,0.22442,225.61,141.42,5.34,5.89,-0.61,-94.15,-72.9189,-1,2007
2344,華邦電,200712,34078,8.99,0.843999511474936,0.65813,1.017,-0.060901,-0.11425,-0.15685,-0.17667,0.87604,127.7,77.85,5.39,5.95,-284.97,-346.87,-65.6285,-1,2007
2347,聯強,200712,87804,55.77,0.329041195839248,2.2735,0.35347,0.064415,0.14034,0.018472,0.022231,1.1786,161.5,101.07,10.7,8.99,21.46,43.22,-52.1427,-1,2007
2349,錸德,200712,18839,7.57,0.603296375815349,0.44425,0.68137,0.00036549,0.00060922,0.004764,0.0010151,0.66688,127.93,74.2,3.08,5.81,103.69,99.24,-43.7252,1,2007
2350,環電,200712,19640,16.41,0.651997167217003,1.0573,0.25493,0.047954,0.11902,0.035145,0.028689,1.482,135.77,100.32,8.2,4.81,25.04,35.69,-53.0774,-1,2007
2352,佳世達,200712,55093,32.8,0.430069462615833,2.1053,0.301,0.040373,0.17232,-0.022812,0.028497,3.2682,107.7,52.72,6.48,8.78,86.27,122.02,-80.1829,-1,2007
2353,宏碁,200712,152748,53.87,0.437973177632798,1.658,0.27562,0.053267,0.16741,0.022043,0.028046,2.1428,134.15,105.59,13.88,5.34,36.49,25.33,-26.7681,1,2007
2354,鴻準,200712,200364,199.6,0.213660585120799,3.0717,1.1213,0.090336,0.18341,0.077626,0.066949,1.0303,145.24,126.79,20.4,5.11,52.51,42.43,-66.3627,-1,2007
2356,英業達,200712,45642,12.88,0.085902694967251,0.85695,0.11922,0.052717,0.15128,0.012229,0.021493,1.8696,113.43,82.68,13.65,5.83,-28.16,-8.19,-44.0217,1,2007
2357,華碩,200712,363142,359.58,0.162898900217732,8.4152,1.7748,0.070729,0.15184,0.037957,0.03612,1.1468,162.23,103.86,6.38,5.78,40.87,40.06,-56.1071,-1,2007
2360,致茂,200712,19958,48.75,0.310922713453606,2.3082,1.1677,0.15493,0.23722,0.15519,0.12175,0.53112,192.84,130.89,5.49,5.09,67.71,57.97,-63.959,-1,2007
2362,藍天,200712,26417,39.14,0.198736750098921,3.1312,1.4044,0.050292,0.175,0.050873,0.07865,2.4797,96.85,52.76,5.57,14.72,262.98,499.27,-39.4737,1,2007
2363,矽統,200712,15930,20.59,0.219681311405346,1.9722,4.409,-0.11399,-0.12866,-0.23645,-0.28793,0.12872,302.7,224.2,6.23,8.8,-238.05,-1241.5,-58.2322,-1,2007
2368,金像電,200712,14791,25.72,0.427193551101288,1.4393,0.67101,0.052921,0.14874,0.086665,0.069363,1.8107,114.71,94.21,8.86,2.86,20.11,6.63,-73.8725,-1,2007
2371,大同,200712,70682,15.75,0.203698875185622,1.5188,0.29346,0.01102,0.029332,0.057195,0.015619,1.6618,106.61,79.19,6.38,5.63,223.33,160.2,-61.3333,-1,2007
2374,佳能,200712,21017,40.32,0.696314463411127,2.1538,0.43594,0.16938,0.28105,0.072861,0.056896,0.65931,146.21,107.35,21.19,13.93,144.22,113.84,-55.0595,-1,2007
2376,技嘉,200712,14093,17.9,0.650507635380061,0.60575,0.22753,0.039109,0.06773,0.026447,0.025519,0.73185,182.89,114.14,5.48,9.28,2133.53,1133.81,-41.676,1,2007
2377,微星,200712,26098,22.68,0.39536627395521,0.89857,0.22411,0.05775,0.12136,0.032135,0.030273,1.1015,159.03,96.97,6.17,6.36,341.72,133.56,-37.2134,1,2007
2379,瑞昱,200712,50911,100.95,0.429302484999838,2.7658,2.8892,0.088439,0.11324,0.17953,0.11868,0.28044,313.6,272.57,5.82,8.33,20.58,-30.87,-69.7078,-1,2007
2382,廣達,200712,160036,36.22,0.683188784699983,1.4345,0.16121,0.056617,0.1947,0.025406,0.023727,2.4389,125.05,88.81,12.36,7.73,87.17,112.9,-15.4887,1,2007
2384,勝華,200712,51100,43.5,0.389128763569227,1.7484,1.5812,0.010203,0.020684,0.031583,0.018733,1.0272,113.1,67.42,3.78,5.4,-63.55,-73.33,-85.2414,-1,2007
2385,群光,200712,30554,43.54,0.236879783226055,2.5809,0.48329,0.11395,0.332,0.081878,0.065616,1.9136,130.85,86.15,6.44,5.06,46.77,75.76,-38.9757,1,2007
2388,威盛,200712,24024,42.99,0.65316328109469,5.6417,3.7124,-0.26036,-0.48856,-0.2332,-0.33008,0.87645,201.18,146.84,3.25,13.53,-110.48,-344.22,-56.7806,-1,2007
2391,合勤,200712,22091,39.17,0.259894281484397,1.8635,1.2595,0.11348,0.14782,0.092777,0.1003,0.30262,338.96,242.63,4.14,5.39,22.47,15.33,-57.059,-1,2007
2392,正崴,200712,28833,57.01,0.972305555688457,1.3629,0.51365,0.059515,0.13375,0.061865,0.051699,1.2473,150.39,117.09,7.8,4.18,-2.47,-6.37,-43.5888,1,2007
2393,億光,200712,41768,101.55,0.88438893850986,3.4742,3.5126,0.12518,0.21493,0.22176,0.21776,0.71696,257.75,220.45,7.62,3.92,19.86,16.82,-60.7779,-1,2007
2395,研華,200712,36327,58.2,0.260623679394421,1.9776,1.7018,0.16497,0.21053,0.18961,0.18211,0.27617,278.64,195.36,3.71,6.33,-0.01,0.51,-27.7663,1,2007
2401,凌陽,200712,27058,41.37,0.63903109268123,1.7725,1.1359,0.098254,0.14676,0.073705,0.10253,0.49369,194.68,142.86,3.86,5.07,-40.11,-33.94,-68.2137,-1,2007
2408,南科,200712,85923,51.38,0.312386342019254,3.6726,4.4103,-0.090704,-0.19082,-0.16506,-0.22907,1.1038,65.36,46.32,8.87,5.31,-162.37,-171.6,-66.991,-1,2007
2409,友達,200712,499440,53.31,0.927488007179428,1.4285,0.86796,0.091371,0.18755,0.13177,0.11749,1.0526,124.84,95.87,10.14,7.18,345.09,521.07,-55.4305,-1,2007
2411,飛瑞,200712,22273,46.97,0.662516098435082,3.3816,1.1498,0.089334,0.19748,0.081638,0.068165,1.2105,141.03,107.49,9.18,4.23,26.74,9.06,-100.0,-1,2007
2412,中華電,200712,637014,50.44,0.225067882127913,1.2204,2.4426,0.10274,0.12128,0.30586,0.24444,0.18043,202.52,188.53,32.88,16.39,5.58,8.61,7.3156,1,2007
2417,圓剛,200712,14584,54.25,0.368350841628801,2.8153,2.5327,0.19627,0.2444,0.20318,0.21987,0.24524,365.57,281.57,4.17,7.78,71.42,70.58,-63.0968,-1,2007
2439,美律,200712,15877,78.34,0.459642010111367,2.7449,1.409,0.11508,0.1963,0.12862,0.10134,0.70567,195.34,130.34,7.21,4.39,23.29,18.0,-74.6873,-1,2007
2441,超豐,200712,18826,30.81,0.113930638678426,1.5177,1.6467,0.21823,0.24956,0.29112,0.27082,0.14359,491.95,442.16,11.08,4.4,8.61,12.54,-44.1415,1,2007
2446,全懋,200712,18831,25.36,0.783265937404036,1.5231,1.3835,0.060006,0.10933,0.14026,0.099315,0.82197,200.2,134.32,6.21,5.12,-44.53,-52.87,-68.4148,-1,2007
2448,晶電,200712,86244,128.93,0.223461976125853,3.3822,7.8377,0.0703,0.088507,0.19565,0.20514,0.25898,364.36,282.13,3.03,3.4,73.26,69.7,-77.5382,-1,2007
2449,京元電,200712,19192,14.23,0.275431379860917,0.76547,1.1712,0.0488,0.087565,0.15131,0.13813,0.79437,124.73,111.87,86.48,3.7,-24.32,-30.71,-49.9649,1,2007
2451,創見,200712,37805,83.96,0.148465022943408,2.3329,0.82177,0.15076,0.20243,0.074885,0.071308,0.34272,409.81,272.2,7.36,13.15,12.3,11.06,-33.1825,1,2007
2454,聯發科,200712,438199,348.43,0.592666755206387,4.1889,4.4625,0.33978,0.3903,0.3953,0.41641,0.14869,630.16,537.1,5.04,14.75,37.07,44.2,-42.2294,1,2007
2458,義隆,200712,23009,59.51,0.567144361897996,4.2629,3.9463,0.096356,0.11578,0.11142,0.1088,0.20161,452.39,345.72,5.41,9.71,42.54,162.18,-62.6953,-1,2007
2474,可成,200712,102360,146.37,0.573463588604866,3.0666,4.3823,0.19701,0.27752,0.41118,0.39789,0.40869,200.99,177.59,5.28,2.65,8.44,11.53,-66.5847,-1,2007
2475,華映,200712,105454,10.59,0.826449539702682,0.99157,0.62294,0.037611,0.085761,0.079584,0.054602,1.2802,101.59,82.39,8.93,6.24,228.71,161.95,-68.4608,-1,2007
2485,兆赫,200712,28372,78.83,0.401883398008086,3.761,2.0428,0.2456,0.35792,0.23763,0.19498,0.45733,251.09,207.96,8.45,5.23,200.18,175.74,-58.1505,-1,2007
2489,瑞軒,200712,18744,23.09,0.848596675479549,1.1958,0.1825,0.053514,0.16816,0.034712,0.026673,2.1423,177.26,116.33,7.77,5.65,133.57,86.81,-63.6639,-1,2007
2492,華新科,200712,13700,19.88,0.92629426819795,0.72502,0.59682,0.039976,0.07117,0.099608,0.064289,0.78033,140.86,82.39,3.58,3.4,1.9,-18.76,-67.5553,-1,2007
2498,宏達電,200712,343306,351.44,0.83840576967303,3.592,1.7038,0.31656,0.51504,0.25935,0.24479,0.627,243.87,216.62,11.78,6.11,15.6,14.6,-24.3114,1,2007
2501,國建,200712,25013,14.02,0.658856481072931,1.1371,3.3947,0.028118,0.043614,0.087354,0.13023,0.55112,203.14,42.54,0.31,10.44,-30.38,-10.45,-50.428,-1,2007
2504,國產,200712,17576,12.59,0.579884973281289,0.85588,0.79133,0.040671,0.064607,0.04933,0.06103,0.58852,138.82,107.06,10.35,3.31,-26.57,7.93,-31.8507,1,2007
2511,太子,200712,16182,16.16,0.805404317007998,1.3344,1.0555,0.009518,0.035967,0.04141,0.028872,2.7789,145.5,22.27,0.59,3.85,-48.7,-80.89,-70.6064,-1,2007
2526,大陸,200712,15042,15.84,0.740905302893588,0.81314,0.56693,0.039131,0.090299,0.058825,0.069353,1.3076,110.12,42.46,2.5,6.44,14.96,-26.9,-46.0227,1,2007
2534,宏盛,200712,13431,17.14,0.864622012533553,0.83325,1.1044,0.15687,0.24226,0.28227,0.32099,0.54429,302.54,3.6,0.51,125.71,7.4,33.55,-60.2684,-1,2007
2542,興富發,200712,16148,20.04,0.872235503921598,1.3141,0.87168,0.075921,0.26621,0.16431,0.17656,2.5064,144.64,15.9,0.5,8.94,8.76,15.44,-43.014,1,2007
2601,益航,200712,18167,64.32,0.466201833790636,4.3052,1.6032,0.062384,0.17216,0.13095,0.081113,1.7597,75.72,56.45,0.0,183.48,132.7,123.7,-57.6182,-1,2007
2603,長榮,200712,89802,27.33,0.792581664120226,1.1898,0.57212,0.075076,0.13754,0.071226,0.071635,0.83199,127.84,114.06,0.0,9.32,390.54,21752.49,-43.4687,1,2007
2605,新興,200712,26553,37.64,0.887636865889604,1.601,3.4917,0.1482,0.26773,0.53164,0.63434,0.80657,101.5,98.38,0.0,21.39,7.06,-4.62,-31.1371,1,2007
2606,裕民,200712,76020,66.79,0.6147395502164,2.3103,3.8831,0.25052,0.36493,0.60038,0.61336,0.45669,454.06,448.47,0.0,26.04,137.52,87.19,-50.3668,-1,2007
2607,榮運,200712,16167,14.36,0.700850072786061,0.78728,2.3087,0.037153,0.046014,0.13598,0.1355,0.23851,203.9,189.94,0.0,8.71,7.22,-29.94,22.9805,1,2007
2609,陽明,200712,58450,21.28,0.821442194126392,0.98246,0.37034,0.053302,0.11829,0.042779,0.044994,1.2192,124.0,91.19,0.0,30.75,299.06,419.12,-53.1015,-1,2007
2610,華航,200712,59271,20.86,0.105068771291171,1.5383,0.63675,-0.010603,-0.042997,0.015443,-0.018895,3.0552,60.83,46.79,0.0,11.2,-49.32,-298.19,-47.651,1,2007
2612,中航,200712,23723,73.84,0.108436427855515,3.1488,3.9978,0.17483,0.38395,0.43216,0.48795,1.1962,119.27,90.44,0.0,17.93,50.18,64.8,-41.3868,1,2007
2614,東森,200712,13798,8.9,0.0143621439459858,0.75105,1.3841,0.062987,0.093193,0.080745,0.17296,0.47955,341.03,163.75,1.79,8.28,599.21,59.47,-57.3034,-1,2007
2615,萬海,200712,61132,25.46,0.599438249091412,1.5591,0.86452,0.07302,0.18576,0.10351,0.10317,1.544,159.76,150.86,0.0,15.5,95.18,102.55,-44.4226,1,2007
2617,台航,200712,23660,47.2,0.036114030795356,2.6592,4.9684,0.13425,0.20813,0.40548,0.38868,0.55039,152.47,123.54,0.0,29.54,39.48,44.93,-24.8305,1,2007
2618,長榮航,200712,52312,22.43,0.757884150620785,1.9675,0.87892,-0.01182,-0.039779,-0.011528,-0.018933,2.3653,97.64,60.62,3139.44,9.51,33.76,-21.61,-44.4494,1,2007
2707,晶華,200712,17520,205.49,0.599879095832857,4.3786,2.8285,0.20591,0.28425,0.23988,0.19801,0.38042,120.24,110.72,90.32,33.02,4.28,8.38,25.6703,1,2007
2903,遠百,200712,43997,32.9,0.521589676498055,1.48,0.40657,0.019221,0.053006,0.039143,0.018184,1.7578,48.01,38.99,32.75,76.92,25.2,140.82,-48.1155,1,2007
2912,統一超,200712,77971,68.45,0.402554392063123,3.8542,0.44121,0.063241,0.19677,0.035578,0.025513,2.1114,85.93,53.91,14.16,64.13,-1.33,-6.13,-4.9233,1,2007
2915,潤泰全,200712,19938,26.02,0.228432322135737,2.0849,2.1774,0.050859,0.088336,-0.035741,0.12994,0.73688,110.39,62.64,2.81,15.05,-117.31,9.3,-28.824,1,2007
3005,神基,200712,13865,21.8,0.0944885639205785,1.1214,0.79678,0.065264,0.11409,0.058998,0.08558,0.74811,139.42,102.99,5.71,5.47,431.9,215.22,-40.5046,1,2007
