date,stock_id,type,value,origin_name
2015-03-31,2887,OtherComprehensiveIncomeAfterTax,246621000.0,本期其他綜合損益(稅後淨額)
2015-03-31,2887,NetNonInterestIncome,5535445000.0,利息以外淨收益
2015-03-31,2887,NetInterestIncome,4336464000.0,利息淨收益
2015-03-31,2887,BadDebtExpenseGuaranteeLiabilityProvisions,-76491000.0,呆帳費用及保證責任準備提存
2015-03-31,2887,EPS,0.49,基本每股盈餘（元）
2015-03-31,2887,TAX,-576000000.0,所得稅（費用）利益
2015-03-31,2887,OtherComprehensiveIncomeAfterTaxThePeriod,246621000.0,本期其他綜合損益（稅後淨額）
2015-03-31,2887,IncomeAfterTax,4523548000.0,本期稅後淨利（淨損）
2015-03-31,2887,TotalConsolidatedProfitForThePeriod,4770169000.0,本期綜合損益總額
2015-03-31,2887,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2015-03-31,2887,EquityAttributableToOwnersOfParent,4520706000.0,淨利（淨損）歸屬於母公司業主
2015-03-31,2887,NoncontrollingInterests,2842000.0,淨利（淨損）歸屬於非控制權益
2015-03-31,2887,Revenue,9871909000.0,淨收益
2015-03-31,2887,OperatingExpenses,4848852000.0,營業費用
2015-03-31,2887,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,2842000.0,綜合損益總額歸屬於非控制權益
2015-03-31,2887,IncomeFromContinuingOperations,4523548000.0,繼續營業單位本期淨利（淨損）
2015-03-31,2887,PreTaxIncome,5099548000.0,繼續營業單位稅前損益
2015-06-30,2887,OtherComprehensiveIncomeAfterTax,-270543000.0,本期其他綜合損益(稅後淨額)
2015-06-30,2887,NetNonInterestIncome,5124855000.0,利息以外淨收益
2015-06-30,2887,NetInterestIncome,4433942000.0,利息淨收益
2015-06-30,2887,BadDebtExpenseGuaranteeLiabilityProvisions,132945000.0,呆帳費用及保證責任準備提存
2015-06-30,2887,EPS,0.41,基本每股盈餘（元）
2015-06-30,2887,TAX,-557877000.0,所得稅（費用）利益
2015-06-30,2887,OtherComprehensiveIncomeAfterTaxThePeriod,-270543000.0,本期其他綜合損益（稅後淨額）
2015-06-30,2887,IncomeAfterTax,3892725000.0,本期稅後淨利（淨損）
2015-06-30,2887,TotalConsolidatedProfitForThePeriod,3622182000.0,本期綜合損益總額
2015-06-30,2887,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2015-06-30,2887,EquityAttributableToOwnersOfParent,3877141000.0,淨利（淨損）歸屬於母公司業主
2015-06-30,2887,NoncontrollingInterests,15584000.0,淨利（淨損）歸屬於非控制權益
2015-06-30,2887,Revenue,9558797000.0,淨收益
2015-06-30,2887,OperatingExpenses,4975250000.0,營業費用
2015-06-30,2887,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,15584000.0,綜合損益總額歸屬於非控制權益
2015-06-30,2887,IncomeFromContinuingOperations,3892725000.0,繼續營業單位本期淨利（淨損）
2015-06-30,2887,PreTaxIncome,4450602000.0,繼續營業單位稅前損益
2015-09-30,2887,OtherComprehensiveIncomeAfterTax,-163611000.0,本期其他綜合損益(稅後淨額)
2015-09-30,2887,NetNonInterestIncome,4577443000.0,利息以外淨收益
2015-09-30,2887,NetInterestIncome,4529140000.0,利息淨收益
2015-09-30,2887,BadDebtExpenseGuaranteeLiabilityProvisions,477353000.0,呆帳費用及保證責任準備提存
2015-09-30,2887,EPS,0.33,基本每股盈餘（元）
2015-09-30,2887,TAX,-369302000.0,所得稅（費用）利益
2015-09-30,2887,OtherComprehensiveIncomeAfterTaxThePeriod,-163611000.0,本期其他綜合損益（稅後淨額）
2015-09-30,2887,IncomeAfterTax,3157015000.0,本期稅後淨利（淨損）
2015-09-30,2887,TotalConsolidatedProfitForThePeriod,2993404000.0,本期綜合損益總額
2015-09-30,2887,EquityAttributableToOwnersOfParent,3167882000.0,淨利（淨損）歸屬於母公司業主
2015-09-30,2887,NoncontrollingInterests,-10867000.0,淨利（淨損）歸屬於非控制權益
2015-09-30,2887,Revenue,9106583000.0,淨收益
2015-09-30,2887,OperatingExpenses,5102913000.0,營業費用
2015-09-30,2887,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-10867000.0,綜合損益總額歸屬於非控制權益
2015-09-30,2887,IncomeFromContinuingOperations,3157015000.0,繼續營業單位本期淨利（淨損）
2015-09-30,2887,PreTaxIncome,3526317000.0,繼續營業單位稅前損益
2015-12-31,2887,OtherComprehensiveIncomeAfterTax,-556928000.0,本期其他綜合損益(稅後淨額)
2015-12-31,2887,NetNonInterestIncome,4473264000.0,利息以外淨收益
2015-12-31,2887,NetInterestIncome,4497274000.0,利息淨收益
2015-12-31,2887,BadDebtExpenseGuaranteeLiabilityProvisions,2284277000.0,呆帳費用及保證責任準備提存
