date,stock_id,type,value,origin_name
2015-03-31,1101,IncomeBeforeIncomeTax,1469870000.0,稅前淨利(淨損)
2015-03-31,1101,NetIncome,974518000.0,本期淨利(淨損)
2015-03-31,1101,OtherComprehensiveIncome,-772223000.0,其他綜合損益（淨額）
2015-03-31,1101,TAX,495349000.0,所得稅費用（利益）
2015-03-31,1101,IncomeAfterTaxes,974518000.0,本期淨利（淨損）
2015-03-31,1101,TotalConsolidatedProfitForThePeriod,202295000.0,本期綜合損益總額
2015-03-31,1101,EquityAttributableToOwnersOfParent,808778000.0,淨利（淨損）歸屬於母公司業主
2015-03-31,1101,NoncontrollingInterests,165740000.0,淨利（淨損）歸屬於非控制權益
2015-03-31,1101,OperatingIncome,1693508000.0,營業利益（損失）
2015-03-31,1101,TotalNonoperatingIncomeAndExpense,-223641000.0,營業外收入及支出
2015-03-31,1101,CostOfGoodsSold,18579134000.0,營業成本
2015-03-31,1101,Revenue,21440142000.0,營業收入
2015-03-31,1101,GrossProfit,2861008000.0,營業毛利（毛損）
2015-03-31,1101,OperatingExpenses,1167500000.0,營業費用
2015-03-31,1101,PreTaxIncome,1469867000.0,稅前淨利（淨損）
2015-03-31,1101,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-146826000.0,綜合損益總額歸屬於非控制權益
2015-03-31,1101,IncomeFromContinuingOperations,974518000.0,繼續營業單位本期淨利（淨損）
2015-03-31,1101,EPS,0.22,基本每股盈餘
2015-06-30,1101,IncomeBeforeIncomeTax,3242510000.0,稅前淨利(淨損)
2015-06-30,1101,NetIncome,2727850000.0,本期淨利(淨損)
2015-06-30,1101,OtherComprehensiveIncome,-2139392000.0,其他綜合損益（淨額）
2015-06-30,1101,TAX,514664000.0,所得稅費用（利益）
2015-06-30,1101,IncomeAfterTaxes,2727845000.0,本期淨利（淨損）
2015-06-30,1101,TotalConsolidatedProfitForThePeriod,588453000.0,本期綜合損益總額
2015-06-30,1101,EquityAttributableToOwnersOfParent,2243129000.0,淨利（淨損）歸屬於母公司業主
2015-06-30,1101,NoncontrollingInterests,484716000.0,淨利（淨損）歸屬於非控制權益
2015-06-30,1101,OperatingIncome,2917631000.0,營業利益（損失）
2015-06-30,1101,TotalNonoperatingIncomeAndExpense,324878000.0,營業外收入及支出
2015-06-30,1101,CostOfGoodsSold,21076772000.0,營業成本
2015-06-30,1101,Revenue,24994185000.0,營業收入
2015-06-30,1101,GrossProfit,3917413000.0,營業毛利（毛損）
2015-06-30,1101,OperatingExpenses,999782000.0,營業費用
2015-06-30,1101,PreTaxIncome,3242509000.0,稅前淨利（淨損）
2015-06-30,1101,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,76409000.0,綜合損益總額歸屬於非控制權益
2015-06-30,1101,IncomeFromContinuingOperations,2727845000.0,繼續營業單位本期淨利（淨損）
2015-06-30,1101,EPS,0.61,基本每股盈餘
2015-09-30,1101,IncomeBeforeIncomeTax,1171310000.0,稅前淨利(淨損)
2015-09-30,1101,NetIncome,989427000.0,本期淨利(淨損)
2015-09-30,1101,OtherComprehensiveIncome,-290116000.0,其他綜合損益（淨額）
2015-09-30,1101,TAX,181884000.0,所得稅費用（利益）
2015-09-30,1101,IncomeAfterTaxes,989427000.0,本期淨利（淨損）
2015-09-30,1101,TotalConsolidatedProfitForThePeriod,699311000.0,本期綜合損益總額
2015-09-30,1101,EquityAttributableToOwnersOfParent,948745000.0,淨利（淨損）歸屬於母公司業主
2015-09-30,1101,NoncontrollingInterests,40682000.0,淨利（淨損）歸屬於非控制權益
2015-09-30,1101,OperatingIncome,1996477000.0,營業利益（損失）
2015-09-30,1101,TotalNonoperatingIncomeAndExpense,-825166000.0,營業外收入及支出
2015-09-30,1101,CostOfGoodsSold,19378040000.0,營業成本
2015-09-30,1101,Revenue,22683975000.0,營業收入
