date,stock_id,type,value,origin_name
2015-03-31,2327,IncomeBeforeIncomeTax,1115020000.0,稅前淨利(淨損)
2015-03-31,2327,NetIncome,944007000.0,本期淨利(淨損)
2015-03-31,2327,OtherComprehensiveIncome,-597235000.0,其他綜合損益（淨額）
2015-03-31,2327,TAX,171014000.0,所得稅費用（利益）
2015-03-31,2327,IncomeAfterTaxes,944007000.0,本期淨利（淨損）
2015-03-31,2327,TotalConsolidatedProfitForThePeriod,346772000.0,本期綜合損益總額
2015-03-31,2327,EquityAttributableToOwnersOfParent,932722000.0,淨利（淨損）歸屬於母公司業主
2015-03-31,2327,NoncontrollingInterests,11285000.0,淨利（淨損）歸屬於非控制權益
2015-03-31,2327,OperatingIncome,1009884000.0,營業利益（損失）
2015-03-31,2327,TotalNonoperatingIncomeAndExpense,105137000.0,營業外收入及支出
2015-03-31,2327,CostOfGoodsSold,5175887000.0,營業成本
2015-03-31,2327,Revenue,6931271000.0,營業收入
2015-03-31,2327,GrossProfit,1755384000.0,營業毛利（毛損）
2015-03-31,2327,OperatingExpenses,745500000.0,營業費用
2015-03-31,2327,PreTaxIncome,1115021000.0,稅前淨利（淨損）
2015-03-31,2327,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,6787000.0,綜合損益總額歸屬於非控制權益
2015-03-31,2327,IncomeFromContinuingOperations,944007000.0,繼續營業單位本期淨利（淨損）
2015-03-31,2327,EPS,1.4,基本每股盈餘
2015-06-30,2327,IncomeBeforeIncomeTax,1078940000.0,稅前淨利(淨損)
2015-06-30,2327,NetIncome,734435000.0,本期淨利(淨損)
2015-06-30,2327,OtherComprehensiveIncome,-116059000.0,其他綜合損益（淨額）
2015-06-30,2327,TAX,344509000.0,所得稅費用（利益）
2015-06-30,2327,IncomeAfterTaxes,734435000.0,本期淨利（淨損）
2015-06-30,2327,TotalConsolidatedProfitForThePeriod,618376000.0,本期綜合損益總額
2015-06-30,2327,EquityAttributableToOwnersOfParent,723900000.0,淨利（淨損）歸屬於母公司業主
2015-06-30,2327,NoncontrollingInterests,10535000.0,淨利（淨損）歸屬於非控制權益
2015-06-30,2327,OperatingIncome,948389000.0,營業利益（損失）
2015-06-30,2327,TotalNonoperatingIncomeAndExpense,130555000.0,營業外收入及支出
2015-06-30,2327,CostOfGoodsSold,5277794000.0,營業成本
2015-06-30,2327,Revenue,6932693000.0,營業收入
2015-06-30,2327,GrossProfit,1654899000.0,營業毛利（毛損）
2015-06-30,2327,OperatingExpenses,706510000.0,營業費用
2015-06-30,2327,PreTaxIncome,1078944000.0,稅前淨利（淨損）
2015-06-30,2327,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,9500000.0,綜合損益總額歸屬於非控制權益
2015-06-30,2327,IncomeFromContinuingOperations,734435000.0,繼續營業單位本期淨利（淨損）
2015-06-30,2327,EPS,1.07,基本每股盈餘
2015-09-30,2327,IncomeBeforeIncomeTax,1473630000.0,稅前淨利(淨損)
2015-09-30,2327,NetIncome,1239760000.0,本期淨利(淨損)
2015-09-30,2327,OtherComprehensiveIncome,889859000.0,其他綜合損益（淨額）
2015-09-30,2327,TAX,233871000.0,所得稅費用（利益）
2015-09-30,2327,IncomeAfterTaxes,1239760000.0,本期淨利（淨損）
2015-09-30,2327,TotalConsolidatedProfitForThePeriod,2129619000.0,本期綜合損益總額
2015-09-30,2327,EquityAttributableToOwnersOfParent,1227952000.0,淨利（淨損）歸屬於母公司業主
2015-09-30,2327,NoncontrollingInterests,11808000.0,淨利（淨損）歸屬於非控制權益
2015-09-30,2327,OperatingIncome,850310000.0,營業利益（損失）
2015-09-30,2327,TotalNonoperatingIncomeAndExpense,623321000.0,營業外收入及支出
2015-09-30,2327,CostOfGoodsSold,5487225000.0,營業成本
2015-09-30,2327,Revenue,7113651000.0,營業收入
2015-09-30,2327,GrossProfit,1626426000.0,營業毛利（毛損）
2015-09-30,2327,OperatingExpenses,776116000.0,營業費用
2015-09-30,2327,PreTaxIncome,1473631000.0,稅前淨利（淨損）
2015-09-30,2327,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,18360000.0,綜合損益總額歸屬於非控制權益
2015-09-30,2327,IncomeFromContinuingOperations,1239760000.0,繼續營業單位本期淨利（淨損）
2015-09-30,2327,EPS,1.86,基本每股盈餘
2015-12-31,2327,IncomeBeforeIncomeTax,895779000.0,稅前淨利(淨損)
2015-12-31,2327,NetIncome,753863000.0,本期淨利(淨損)
2015-12-31,2327,OtherComprehensiveIncome,-557863000.0,其他綜合損益（淨額）
2015-12-31,2327,TAX,141916000.0,所得稅費用（利益）
2015-12-31,2327,IncomeAfterTaxes,753863000.0,本期淨利（淨損）
2015-12-31,2327,TotalConsolidatedProfitForThePeriod,196000000.0,本期綜合損益總額
2015-12-31,2327,EquityAttributableToOwnersOfParent,745693000.0,淨利（淨損）歸屬於母公司業主
2015-12-31,2327,NoncontrollingInterests,8170000.0,淨利（淨損）歸屬於非控制權益
2015-12-31,2327,OperatingIncome,737404000.0,營業利益（損失）
2015-12-31,2327,TotalNonoperatingIncomeAndExpense,158375000.0,營業外收入及支出
2015-12-31,2327,CostOfGoodsSold,5032971000.0,營業成本
2015-12-31,2327,Revenue,6535250000.0,營業收入
2015-12-31,2327,GrossProfit,1502279000.0,營業毛利（毛損）
2015-12-31,2327,OperatingExpenses,764875000.0,營業費用
2015-12-31,2327,PreTaxIncome,895779000.0,稅前淨利（淨損）
2015-12-31,2327,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,6273000.0,綜合損益總額歸屬於非控制權益
2015-12-31,2327,IncomeFromContinuingOperations,753863000.0,繼續營業單位本期淨利（淨損）
2015-12-31,2327,EPS,1.16,基本每股盈餘
2016-03-31,2327,IncomeBeforeIncomeTax,953805000.0,稅前淨利(淨損)
2016-03-31,2327,NetIncome,821649000.0,本期淨利(淨損)
2016-03-31,2327,OtherComprehensiveIncome,-633170000.0,其他綜合損益（淨額）
2016-03-31,2327,TAX,132156000.0,所得稅費用（利益）
2016-03-31,2327,IncomeAfterTaxes,821649000.0,本期淨利（淨損）
2016-03-31,2327,TotalConsolidatedProfitForThePeriod,188479000.0,本期綜合損益總額
2016-03-31,2327,EquityAttributableToOwnersOfParent,809835000.0,淨利（淨損）歸屬於母公司業主
2016-03-31,2327,NoncontrollingInterests,11814000.0,淨利（淨損）歸屬於非控制權益
2016-03-31,2327,OperatingIncome,1047402000.0,營業利益（損失）
2016-03-31,2327,TotalNonoperatingIncomeAndExpense,-93597000.0,營業外收入及支出
2016-03-31,2327,CostOfGoodsSold,5510561000.0,營業成本
2016-03-31,2327,Revenue,7312432000.0,營業收入
2016-03-31,2327,GrossProfit,1801871000.0,營業毛利（毛損）
2016-03-31,2327,OperatingExpenses,754469000.0,營業費用
2016-03-31,2327,PreTaxIncome,953805000.0,稅前淨利（淨損）
2016-03-31,2327,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,9679000.0,綜合損益總額歸屬於非控制權益
2016-03-31,2327,IncomeFromContinuingOperations,821649000.0,繼續營業單位本期淨利（淨損）
2016-03-31,2327,EPS,1.25,基本每股盈餘
2016-06-30,2327,IncomeBeforeIncomeTax,1346420000.0,稅前淨利(淨損)
2016-06-30,2327,NetIncome,932690000.0,本期淨利(淨損)
2016-06-30,2327,OtherComprehensiveIncome,-702786000.0,其他綜合損益（淨額）
2016-06-30,2327,TAX,413732000.0,所得稅費用（利益）
2016-06-30,2327,IncomeAfterTaxes,932690000.0,本期淨利（淨損）
2016-06-30,2327,TotalConsolidatedProfitForThePeriod,229904000.0,本期綜合損益總額
2016-06-30,2327,EquityAttributableToOwnersOfParent,918844000.0,淨利（淨損）歸屬於母公司業主
2016-06-30,2327,NoncontrollingInterests,13846000.0,淨利（淨損）歸屬於非控制權益
2016-06-30,2327,OperatingIncome,1049301000.0,營業利益（損失）
2016-06-30,2327,TotalNonoperatingIncomeAndExpense,297121000.0,營業外收入及支出
2016-06-30,2327,CostOfGoodsSold,5674825000.0,營業成本
2016-06-30,2327,Revenue,7487996000.0,營業收入
2016-06-30,2327,GrossProfit,1813171000.0,營業毛利（毛損）
2016-06-30,2327,OperatingExpenses,763870000.0,營業費用
2016-06-30,2327,PreTaxIncome,1346422000.0,稅前淨利（淨損）
