date,stock_id,type,value,origin_name
2015-03-31,2347,AccountsPayable_per,21.77,應付帳款
2015-03-31,2347,AccountsPayableToRelatedParties,151241000.0,應付帳款－關係人
2015-03-31,2347,AccountsPayableToRelatedParties_per,0.11,應付帳款－關係人
2015-03-31,2347,AccountsReceivableDuefromRelatedPartiesNet,105512000.0,應收帳款－關係人淨額
2015-03-31,2347,AccountsReceivableDuefromRelatedPartiesNet_per,0.08,應收帳款－關係人淨額
2015-03-31,2347,AccountsReceivableNet_per,24.86,應收帳款淨額
2015-03-31,2347,CapitalStock_per,11.89,股本合計
2015-03-31,2347,CapitalSurplus_per,10.74,資本公積合計
2015-03-31,2347,CapitalSurplusAdditionalPaidInCapital_per,10.74,資本公積－發行溢價
2015-03-31,2347,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,0.0,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2015-03-31,2347,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod_per,0.0,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2015-03-31,2347,CashAndCashEquivalents_per,19.04,現金及約當現金
2015-03-31,2347,CurrentAssets_per,81.52,流動資產合計
2015-03-31,2347,CurrentAvailableForSaleFinancialAssets_per,1.21,備供出售金融資產－流動淨額
2015-03-31,2347,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,12434000.0,透過損益按公允價值衡量之金融資產－流動
2015-03-31,2347,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,0.01,透過損益按公允價值衡量之金融資產－流動
2015-03-31,2347,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,1951000.0,透過損益按公允價值衡量之金融負債－流動
2015-03-31,2347,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,0.0,透過損益按公允價值衡量之金融負債－流動
2015-03-31,2347,CurrentIncomeTaxAssets,148445000.0,本期所得稅資產
2015-03-31,2347,CurrentIncomeTaxAssets_per,0.11,本期所得稅資產
2015-03-31,2347,CurrentLiabilities_per,62.29,流動負債合計
2015-03-31,2347,DeferredTaxAssets,588948000.0,遞延所得稅資產
2015-03-31,2347,DeferredTaxAssets_per,0.44,遞延所得稅資產
2015-03-31,2347,Equity_per,34.28,權益總計
2015-03-31,2347,EquityAttributableToOwnersOfParent_per,33.63,歸屬於母公司業主之權益合計
2015-03-31,2347,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數
2015-03-31,2347,IntangibleAssets,403156000.0,無形資產
2015-03-31,2347,IntangibleAssets_per,0.3,無形資產
2015-03-31,2347,Inventories_per,24.46,存貨
2015-03-31,2347,LegalReserve_per,4.19,法定盈餘公積
2015-03-31,2347,LongtermBorrowings_per,2.99,長期借款
2015-03-31,2347,NoncontrollingInterests,879123000.0,非控制權益
2015-03-31,2347,NoncontrollingInterests_per,0.66,非控制權益
2015-03-31,2347,NoncurrentAssets_per,18.48,非流動資產合計
2015-03-31,2347,NonCurrentAvailableForSaleFinancialAssets,19301000.0,備供出售金融資產－非流動淨額
2015-03-31,2347,NonCurrentAvailableForSaleFinancialAssets_per,0.01,備供出售金融資產－非流動淨額
2015-03-31,2347,NoncurrentLiabilities_per,3.43,非流動負債合計
2015-03-31,2347,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數
2015-03-31,2347,OrdinaryShare_per,11.89,普通股股本
2015-03-31,2347,OtherCurrentAssets,364047000.0,其他流動資產
2015-03-31,2347,OtherCurrentAssets_per,0.27,其他流動資產
2015-03-31,2347,OtherCurrentLiabilities,409966000.0,其他流動負債
2015-03-31,2347,OtherCurrentLiabilities_per,0.31,其他流動負債
2015-03-31,2347,OtherNoncurrentAssets_per,2.4,其他非流動資產
2015-03-31,2347,OtherNoncurrentLiabilities,457971000.0,其他非流動負債
2015-03-31,2347,OtherNoncurrentLiabilities_per,0.34,其他非流動負債
2015-03-31,2347,OtherPayables_per,4.85,其他應付款
2015-03-31,2347,OtherReceivable,8465280000.0,其他應收款淨額
2015-03-31,2347,OtherReceivable_per,6.34,其他應收款淨額
2015-03-31,2347,OtherReceivablesDueFromRelatedParties,15077000.0,其他應收款－關係人淨額
2015-03-31,2347,OtherReceivablesDueFromRelatedParties_per,0.01,其他應收款－關係人淨額
2015-03-31,2347,PropertyPlantAndEquipment_per,5.13,不動產、廠房及設備
2015-03-31,2347,RetainedEarnings_per,12.09,保留盈餘合計
2015-03-31,2347,ShorttermBorrowings_per,29.66,短期借款
2015-03-31,2347,TotalAssets_per,100.0,資產總計
2015-03-31,2347,TotalLiabilitiesEquity_per,100.0,負債及權益總計
2015-03-31,2347,CashAndCashEquivalents,25432942000.0,現金及約當現金
2015-03-31,2347,BillsReceivableNet,4528912000.0,應收票據淨額
2015-03-31,2347,BillsReceivableNet_per,3.39,應收票據淨額
2015-03-31,2347,Prepayments,2318805000.0,預付款項
2015-03-31,2347,Prepayments_per,1.74,預付款項
2015-03-31,2347,CurrentAvailableForSaleFinancialAssets,1612885000.0,備供出售金融資產－流動淨額
2015-03-31,2347,AccountsReceivableNet,33202909000.0,應收帳款淨額
2015-03-31,2347,Inventories,32664074000.0,存貨
2015-03-31,2347,CurrentAssets,108871322000.0,流動資產合計
2015-03-31,2347,PropertyPlantAndEquipment,6857336000.0,不動產、廠房及設備
2015-03-31,2347,OtherNoncurrentAssets,3201259000.0,其他非流動資產
2015-03-31,2347,NoncurrentAssets,24684649000.0,非流動資產合計
2015-03-31,2347,TotalAssets,133555971000.0,資產總計
2015-03-31,2347,ShorttermBorrowings,39607689000.0,短期借款
2015-03-31,2347,AccountsPayable,29070966000.0,應付帳款
2015-03-31,2347,OtherPayables,6478265000.0,其他應付款
2015-03-31,2347,CurrentLiabilities,83193001000.0,流動負債合計
2015-03-31,2347,LongtermBorrowings,3997125000.0,長期借款
2015-03-31,2347,NoncurrentLiabilities,4575617000.0,非流動負債合計
2015-03-31,2347,OrdinaryShare,15885209000.0,普通股股本
2015-03-31,2347,CapitalStock,15885209000.0,股本合計
2015-03-31,2347,CapitalSurplusAdditionalPaidInCapital,14340466000.0,資本公積－發行溢價
2015-03-31,2347,CapitalSurplus,14340466000.0,資本公積合計
2015-03-31,2347,LegalReserve,5594393000.0,法定盈餘公積
2015-03-31,2347,RetainedEarnings,16142668000.0,保留盈餘合計
2015-03-31,2347,EquityAttributableToOwnersOfParent,44908230000.0,歸屬於母公司業主之權益合計
2015-03-31,2347,Equity,45787353000.0,權益總計
2015-03-31,2347,TotalLiabilitiesEquity,133555971000.0,負債及權益總計
2015-03-31,2347,CurrentTaxLiabilities,956953000.0,本期所得稅負債
2015-03-31,2347,CurrentTaxLiabilities_per,0.72,本期所得稅負債
2015-03-31,2347,Liabilities,87768618000.0,負債總
2015-03-31,2347,Liabilities_per,65.72,負債總
2015-03-31,2347,UnappropriatedRetainedEarningsAaccumulatedDeficit,8582501000.0,未分配盈餘
2015-03-31,2347,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,6.43,未分配盈餘
2015-03-31,2347,OtherEquityInterest,-1460113000.0,其他權益合計
2015-03-31,2347,OtherEquityInterest_per,-1.09,其他權益合計
2015-03-31,2347,InvestmentAccountedForUsingEquityMethod,10261799000.0,採用權益法之投資淨額
2015-03-31,2347,InvestmentAccountedForUsingEquityMethod_per,7.68,採用權益法之投資淨額
2015-06-30,2347,AccountsPayable_per,20.55,應付帳款
2015-06-30,2347,AccountsPayableToRelatedParties,193439000.0,應付帳款－關係人
2015-06-30,2347,AccountsPayableToRelatedParties_per,0.14,應付帳款－關係人
2015-06-30,2347,AccountsReceivableDuefromRelatedPartiesNet,94020000.0,應收帳款－關係人淨額
2015-06-30,2347,AccountsReceivableDuefromRelatedPartiesNet_per,0.07,應收帳款－關係人淨額
2015-06-30,2347,AccountsReceivableNet_per,26.43,應收帳款淨額
2015-06-30,2347,CapitalStock_per,11.91,股本合計
2015-06-30,2347,CapitalSurplus_per,10.74,資本公積合計
2015-06-30,2347,CapitalSurplusAdditionalPaidInCapital_per,10.74,資本公積－發行溢價
2015-06-30,2347,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,0.0,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2015-06-30,2347,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod_per,0.0,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2015-06-30,2347,CashAndCashEquivalents_per,18.38,現金及約當現金
2015-06-30,2347,CurrentAssets_per,81.61,流動資產合計
2015-06-30,2347,CurrentAvailableForSaleFinancialAssets_per,1.21,備供出售金融資產－流動淨額
2015-06-30,2347,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,10163000.0,透過損益按公允價值衡量之金融資產－流動
2015-06-30,2347,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,0.01,透過損益按公允價值衡量之金融資產－流動
2015-06-30,2347,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,1714000.0,透過損益按公允價值衡量之金融負債－流動
2015-06-30,2347,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,0.0,透過損益按公允價值衡量之金融負債－流動
2015-06-30,2347,CurrentIncomeTaxAssets,199869000.0,本期所得稅資產
2015-06-30,2347,CurrentIncomeTaxAssets_per,0.15,本期所得稅資產
2015-06-30,2347,CurrentLiabilities_per,65.83,流動負債合計
2015-06-30,2347,DeferredTaxAssets,593937000.0,遞延所得稅資產
2015-06-30,2347,DeferredTaxAssets_per,0.45,遞延所得稅資產
2015-06-30,2347,Equity_per,30.81,權益總計
2015-06-30,2347,EquityAttributableToOwnersOfParent_per,30.12,歸屬於母公司業主之權益合計
2015-06-30,2347,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數
2015-06-30,2347,IntangibleAssets,397277000.0,無形資產
2015-06-30,2347,IntangibleAssets_per,0.3,無形資產
2015-06-30,2347,Inventories_per,24.42,存貨
2015-06-30,2347,LegalReserve_per,4.57,法定盈餘公積
2015-06-30,2347,LongtermBorrowings_per,2.95,長期借款
2015-06-30,2347,NoncontrollingInterests,916119000.0,非控制權益
2015-06-30,2347,NoncontrollingInterests_per,0.69,非控制權益
2015-06-30,2347,NoncurrentAssets_per,18.39,非流動資產合計
