split_id,model_name,feature,importance,signed_coefficient,importance_type
10,logistic_regression,速動比率,0.0396308844240402,0.0396308844240402,abs_logistic_coefficient
10,logistic_regression,Unknown masked parameter,0.03852982358866077,0.03852982358866077,abs_logistic_coefficient
10,logistic_regression,應收帳款週轉次,0.030236621060365048,0.030236621060365048,abs_logistic_coefficient
10,logistic_regression,流動比率,0.011433191984331133,-0.011433191984331133,abs_logistic_coefficient
11,logistic_regression,淨值報酬率─稅後,0.23032264573828654,0.23032264573828654,abs_logistic_coefficient
11,logistic_regression,利潤邊際 NPM,0.20073478090472213,0.20073478090472213,abs_logistic_coefficient
11,logistic_regression,營業利益成長率,0.16494042120117958,-0.16494042120117958,abs_logistic_coefficient
11,logistic_regression,股價淨值比,0.15356651033321694,-0.15356651033321694,abs_logistic_coefficient
11,logistic_regression,收盤價(元)_年,0.1532256022213693,-0.1532256022213693,abs_logistic_coefficient
11,logistic_regression,負債/淨值比,0.11170460795752667,0.11170460795752667,abs_logistic_coefficient
11,logistic_regression,市值(百萬元),0.08831395033384323,0.08831395033384323,abs_logistic_coefficient
11,logistic_regression,資產報酬率 ROA,0.08441315043274823,0.08441315043274823,abs_logistic_coefficient
11,logistic_regression,營業利益率 OPM,0.0816502364718547,-0.0816502364718547,abs_logistic_coefficient
11,logistic_regression,速動比率,0.07099833633553937,0.07099833633553937,abs_logistic_coefficient
11,logistic_regression,股價營收比,0.06456741021367114,-0.06456741021367114,abs_logistic_coefficient
11,logistic_regression,應收帳款週轉次,0.052814526601407445,0.052814526601407445,abs_logistic_coefficient
11,logistic_regression,稅後淨利成長率,0.03656963786929739,-0.03656963786929739,abs_logistic_coefficient
11,logistic_regression,流動比率,0.03403690512705332,-0.03403690512705332,abs_logistic_coefficient
11,logistic_regression,存貨週轉率 (次),0.030341004697878413,-0.030341004697878413,abs_logistic_coefficient
11,logistic_regression,Unknown masked parameter,0.021636003142527574,0.021636003142527574,abs_logistic_coefficient
1,random_forest,股價營收比,0.10164821633988,,tree_feature_importance
1,random_forest,淨值報酬率─稅後,0.09645525245941064,,tree_feature_importance
1,random_forest,市值(百萬元),0.0902158728634686,,tree_feature_importance
1,random_forest,資產報酬率 ROA,0.08076254999326955,,tree_feature_importance
1,random_forest,存貨週轉率 (次),0.06947179551645458,,tree_feature_importance
1,random_forest,稅後淨利成長率,0.06068456864300226,,tree_feature_importance
1,random_forest,股價淨值比,0.056525834314187735,,tree_feature_importance
1,random_forest,Unknown masked parameter,0.05540839206178364,,tree_feature_importance
1,random_forest,負債/淨值比,0.05491759747087363,,tree_feature_importance
1,random_forest,營業利益成長率,0.054838909440107685,,tree_feature_importance
1,random_forest,應收帳款週轉次,0.054388213654553395,,tree_feature_importance
1,random_forest,速動比率,0.05215293445339589,,tree_feature_importance
1,random_forest,利潤邊際 NPM,0.04621492965027625,,tree_feature_importance
1,random_forest,營業利益率 OPM,0.04583397292058667,,tree_feature_importance
1,random_forest,收盤價(元)_年,0.04392496403373432,,tree_feature_importance
1,random_forest,流動比率,0.03655599618501516,,tree_feature_importance
2,random_forest,市值(百萬元),0.10553769144852818,,tree_feature_importance
2,random_forest,存貨週轉率 (次),0.09148636984691752,,tree_feature_importance
2,random_forest,淨值報酬率─稅後,0.08984426823078216,,tree_feature_importance
2,random_forest,股價營收比,0.07240953042524545,,tree_feature_importance
2,random_forest,速動比率,0.07115218874100293,,tree_feature_importance
2,random_forest,應收帳款週轉次,0.07049688081371332,,tree_feature_importance
2,random_forest,資產報酬率 ROA,0.06432924245290056,,tree_feature_importance
2,random_forest,營業利益成長率,0.058785709425036664,,tree_feature_importance
2,random_forest,收盤價(元)_年,0.0518600906322476,,tree_feature_importance
2,random_forest,營業利益率 OPM,0.05092926913548622,,tree_feature_importance
2,random_forest,Unknown masked parameter,0.048964650760329846,,tree_feature_importance
2,random_forest,稅後淨利成長率,0.04740115424440761,,tree_feature_importance
2,random_forest,負債/淨值比,0.04714401613531562,,tree_feature_importance
2,random_forest,股價淨值比,0.044356099519029905,,tree_feature_importance
2,random_forest,利潤邊際 NPM,0.04284115751512584,,tree_feature_importance
2,random_forest,流動比率,0.04246168067393056,,tree_feature_importance
3,random_forest,股價營收比,0.0871431204905479,,tree_feature_importance
3,random_forest,市值(百萬元),0.08375183861807596,,tree_feature_importance
3,random_forest,淨值報酬率─稅後,0.07875686681687243,,tree_feature_importance
3,random_forest,速動比率,0.07218603609188634,,tree_feature_importance
3,random_forest,資產報酬率 ROA,0.06518068889971163,,tree_feature_importance
3,random_forest,股價淨值比,0.06481558964045418,,tree_feature_importance
3,random_forest,應收帳款週轉次,0.06385786613053417,,tree_feature_importance
3,random_forest,收盤價(元)_年,0.06210699845762504,,tree_feature_importance
3,random_forest,存貨週轉率 (次),0.05582967250681894,,tree_feature_importance
3,random_forest,營業利益成長率,0.055727865847133524,,tree_feature_importance
3,random_forest,稅後淨利成長率,0.05555574935062615,,tree_feature_importance
3,random_forest,營業利益率 OPM,0.05523393477752163,,tree_feature_importance
3,random_forest,利潤邊際 NPM,0.05424672350324663,,tree_feature_importance
3,random_forest,Unknown masked parameter,0.05296196227552023,,tree_feature_importance
3,random_forest,負債/淨值比,0.050114535482951646,,tree_feature_importance
3,random_forest,流動比率,0.04253055111047375,,tree_feature_importance
4,random_forest,股價營收比,0.0831861148192997,,tree_feature_importance
4,random_forest,速動比率,0.07705131606756291,,tree_feature_importance
4,random_forest,淨值報酬率─稅後,0.07527721267448288,,tree_feature_importance
4,random_forest,資產報酬率 ROA,0.07032272990912791,,tree_feature_importance
