date,stock_id,dividend_yield,PER,PBR
2015-01-05,2801,4.46,13.01,1.21
2015-01-06,2801,4.52,12.83,1.2
2015-01-07,2801,4.55,12.75,1.19
2015-01-08,2801,4.46,13.01,1.21
2015-01-09,2801,4.49,12.9,1.2
2015-01-12,2801,4.49,12.9,1.2
2015-01-13,2801,4.44,13.04,1.22
2015-01-14,2801,4.51,12.86,1.2
2015-01-15,2801,4.51,12.86,1.2
2015-01-16,2801,4.57,12.68,1.18
2015-01-19,2801,4.49,12.9,1.2
2015-01-20,2801,4.47,12.97,1.21
2015-01-21,2801,4.43,13.08,1.22
2015-01-22,2801,4.42,13.12,1.22
2015-01-23,2801,4.37,13.26,1.24
2015-01-26,2801,4.43,13.08,1.22
2015-01-27,2801,4.42,13.12,1.22
2015-01-28,2801,4.44,13.04,1.22
2015-01-29,2801,4.47,12.97,1.21
2015-01-30,2801,4.48,12.93,1.21
2015-02-02,2801,4.44,13.04,1.22
2015-02-03,2801,4.44,13.04,1.22
2015-02-04,2801,4.4,13.19,1.23
2015-02-05,2801,4.38,13.22,1.23
2015-02-06,2801,4.38,13.22,1.23
2015-02-09,2801,4.38,13.22,1.23
2015-02-10,2801,4.42,13.12,1.22
2015-02-11,2801,4.43,13.08,1.22
2015-02-12,2801,4.41,13.15,1.23
2015-02-13,2801,4.4,13.19,1.23
2015-02-19,2801,5.73,12.08,1.04
2015-02-24,2801,4.34,13.37,1.25
2015-02-25,2801,4.32,13.41,1.25
2015-02-26,2801,4.34,13.37,1.25
2015-03-02,2801,4.34,13.37,1.25
2015-03-03,2801,4.32,13.41,1.25
2015-03-04,2801,4.34,13.37,1.25
2015-03-05,2801,4.32,13.41,1.25
2015-03-06,2801,4.31,13.44,1.25
2015-03-09,2801,4.36,13.3,1.24
2015-03-10,2801,4.41,13.15,1.23
2015-03-11,2801,4.44,13.04,1.22
2015-03-12,2801,4.4,13.19,1.23
2015-03-13,2801,4.43,13.08,1.22
2015-03-16,2801,4.43,13.08,1.22
2015-03-17,2801,4.43,13.08,1.22
2015-03-18,2801,4.38,13.22,1.23
2015-03-19,2801,4.32,13.41,1.25
2015-03-20,2801,4.42,13.12,1.22
2015-03-23,2801,4.38,13.22,1.23
2015-03-24,2801,4.4,13.19,1.23
2015-03-25,2801,4.44,13.04,1.22
2015-03-26,2801,4.41,13.15,1.23
2015-03-27,2801,4.42,13.12,1.2
2015-03-30,2801,4.43,13.08,1.2
2015-03-31,2801,4.42,13.12,1.2
2015-04-01,2801,4.4,13.19,1.21
2015-04-02,2801,4.35,13.33,1.22
2015-04-07,2801,4.32,13.41,1.23
2015-04-08,2801,4.35,13.33,1.22
2015-04-09,2801,4.32,13.41,1.23
2015-04-10,2801,4.31,13.44,1.23
2015-04-13,2801,4.34,13.37,1.22
2015-04-14,2801,4.31,13.44,1.23
2015-04-15,2801,4.41,13.15,1.2
2015-04-16,2801,4.36,13.3,1.22
2015-04-17,2801,4.36,13.3,1.22
2015-04-20,2801,4.36,13.3,1.22
2015-04-21,2801,4.37,13.26,1.21
2015-04-22,2801,4.36,13.3,1.22
2015-04-23,2801,4.3,13.48,1.23
2015-04-24,2801,4.3,13.48,1.23
2015-04-27,2801,4.21,13.77,1.26
2015-04-28,2801,4.22,13.73,1.26
2015-04-29,2801,4.27,13.59,1.24
2015-04-30,2801,4.27,13.59,1.24
2015-05-04,2801,4.23,13.7,1.25
2015-05-05,2801,4.26,13.62,1.25
2015-05-06,2801,4.29,13.51,1.24
2015-05-07,2801,4.9,13.3,1.22
2015-05-08,2801,4.92,13.26,1.21
2015-05-11,2801,4.92,13.26,1.21
2015-05-12,2801,4.92,13.26,1.21
2015-05-13,2801,4.95,13.19,1.21
2015-05-14,2801,5.0,13.04,1.17
2015-05-15,2801,4.97,13.41,1.17
2015-05-18,2801,5.0,13.33,1.17
2015-05-19,2801,4.97,13.41,1.17
2015-05-20,2801,5.03,13.26,1.16
2015-05-21,2801,5.03,13.26,1.16
2015-05-22,2801,5.01,13.3,1.16
2015-05-25,2801,5.0,13.33,1.17
2015-05-26,2801,5.01,13.3,1.16
2015-05-27,2801,4.99,13.37,1.17
2015-05-28,2801,5.0,13.33,1.17
2015-05-29,2801,5.01,13.3,1.16
2015-06-01,2801,5.06,13.19,1.15
2015-06-02,2801,5.07,13.15,1.15
2015-06-03,2801,5.07,13.15,1.15
2015-06-04,2801,5.14,12.96,1.13
2015-06-05,2801,5.14,12.96,1.13
2015-06-08,2801,5.11,13.04,1.14
2015-06-09,2801,5.13,13.0,1.14
2015-06-10,2801,5.11,13.04,1.14
2015-06-11,2801,5.11,13.04,1.14
2015-06-12,2801,5.11,13.04,1.14
2015-06-15,2801,5.16,12.93,1.13
2015-06-16,2801,5.14,12.96,1.13
2015-06-17,2801,5.16,12.93,1.13
2015-06-18,2801,5.17,12.89,1.13
2015-06-22,2801,5.13,13.0,1.14
2015-06-23,2801,5.07,13.15,1.15
2015-06-24,2801,5.08,13.11,1.15
2015-06-25,2801,5.03,13.26,1.16
2015-06-26,2801,5.07,13.15,1.15
2015-06-29,2801,5.13,13.0,1.14
2015-06-30,2801,5.08,13.11,1.15
2015-07-01,2801,5.07,13.15,1.15
2015-07-02,2801,5.03,13.26,1.16
2015-07-03,2801,5.07,13.15,1.15
2015-07-06,2801,5.07,13.15,1.15
2015-07-07,2801,5.06,13.19,1.15
2015-07-08,2801,5.11,13.04,1.14
2015-07-09,2801,5.14,12.96,1.13
2015-07-13,2801,5.14,12.96,1.13
2015-07-14,2801,5.07,13.15,1.15
2015-07-15,2801,5.06,13.19,1.15
2015-07-16,2801,5.03,13.26,1.16
2015-07-17,2801,5.03,13.26,1.16
2015-07-20,2801,5.08,13.11,1.15
2015-07-21,2801,5.03,13.26,1.16
2015-07-22,2801,5.08,13.11,1.15
2015-07-23,2801,5.08,13.11,1.15
2015-07-24,2801,5.1,13.07,1.14
2015-07-27,2801,5.16,12.93,1.13
2015-07-28,2801,5.19,12.85,1.12
2015-07-29,2801,5.19,12.85,1.12
2015-07-30,2801,5.1,13.07,1.14
2015-07-31,2801,5.1,13.07,1.14
2015-08-03,2801,5.08,13.11,1.15
2015-08-04,2801,5.01,13.3,1.16
2015-08-05,2801,5.04,13.22,1.16
2015-08-06,2801,5.06,13.19,1.15
2015-08-07,2801,5.07,13.15,1.15
2015-08-10,2801,5.06,13.19,1.15
2015-08-11,2801,5.16,12.93,1.13
2015-08-12,2801,5.7,11.7,1.02
2015-08-13,2801,5.71,11.67,1.02
2015-08-14,2801,5.7,11.7,1.02
2015-08-17,2801,5.79,11.52,1.01
2015-08-18,2801,5.81,11.48,1.0
2015-08-19,2801,6.04,11.04,0.97
2015-08-20,2801,6.12,10.89,0.95
2015-08-21,2801,6.29,10.59,0.93
2015-08-24,2801,6.38,10.44,0.91
2015-08-25,2801,6.34,10.52,0.92
2015-08-26,2801,6.19,10.78,0.94
2015-08-27,2801,5.83,11.44,1.0
2015-08-28,2801,5.7,11.7,1.02
2015-08-31,2801,5.7,11.7,1.01
2015-09-01,2801,5.77,11.3,1.0
2015-09-02,2801,5.73,11.38,1.0
2015-09-03,2801,5.7,11.45,1.01
2015-09-04,2801,5.7,11.45,1.01
2015-09-07,2801,5.71,11.41,1.01
2015-09-08,2801,5.81,11.23,0.99
2015-09-09,2801,5.61,11.63,1.03
2015-09-10,2801,5.54,11.78,1.04
2015-09-11,2801,5.57,11.7,1.03
2015-09-14,2801,5.59,11.67,1.03
2015-09-15,2801,5.59,11.67,1.03
2015-09-16,2801,5.57,11.7,1.03
2015-09-17,2801,5.45,11.96,1.05
2015-09-18,2801,5.47,11.92,1.05
2015-09-21,2801,5.52,11.81,1.04
2015-09-22,2801,5.5,11.85,1.05
2015-09-23,2801,5.61,11.63,1.03
2015-09-24,2801,5.7,11.45,1.01
2015-09-25,2801,5.7,11.45,1.01
2015-09-30,2801,5.56,11.74,1.04
2015-10-01,2801,5.56,11.74,1.04
2015-10-02,2801,5.59,11.67,1.03
2015-10-05,2801,5.57,11.7,1.03
2015-10-06,2801,5.54,11.78,1.04
2015-10-07,2801,5.5,11.85,1.05
2015-10-08,2801,5.44,11.99,1.06
2015-10-12,2801,5.34,12.21,1.08
2015-10-13,2801,5.31,12.28,1.08
2015-10-14,2801,5.33,12.25,1.08
2015-10-15,2801,5.31,12.28,1.08
2015-10-16,2801,5.28,12.36,1.09
2015-10-19,2801,5.25,12.43,1.1
2015-10-20,2801,5.22,12.5,1.1
2015-10-21,2801,5.22,12.5,1.1
2015-10-22,2801,5.31,12.28,1.08
2015-10-23,2801,5.23,12.46,1.1
2015-10-26,2801,5.23,12.46,1.1
2015-10-27,2801,5.19,12.57,1.11
2015-10-28,2801,5.22,12.5,1.1
2015-10-29,2801,5.23,12.46,1.1
2015-10-30,2801,5.33,12.25,1.08
2015-11-02,2801,5.23,12.46,1.1
2015-11-03,2801,5.2,12.54,1.11
2015-11-04,2801,5.22,12.5,1.1
2015-11-05,2801,5.19,12.57,1.11
2015-11-06,2801,5.29,12.32,1.09
2015-11-09,2801,5.34,12.21,1.08
2015-11-10,2801,5.45,11.96,1.05
2015-11-11,2801,5.54,11.78,1.04
2015-11-12,2801,5.5,11.85,1.05
2015-11-13,2801,5.57,12.42,1.07
2015-11-16,2801,5.59,12.38,1.07
2015-11-17,2801,5.47,12.65,1.09
2015-11-18,2801,5.63,12.31,1.06
2015-11-19,2801,5.47,12.65,1.09
2015-11-20,2801,5.57,12.42,1.07
2015-11-23,2801,5.56,12.46,1.08
2015-11-24,2801,5.56,12.46,1.08
2015-11-25,2801,5.59,12.38,1.07
2015-11-26,2801,5.47,12.65,1.09
2015-11-27,2801,5.56,12.46,1.08
2015-11-30,2801,5.63,12.31,1.06
2015-12-01,2801,5.52,12.54,1.08
2015-12-02,2801,5.59,12.38,1.07
2015-12-03,2801,5.59,12.38,1.07
2015-12-04,2801,5.66,12.23,1.06
2015-12-07,2801,5.61,12.35,1.07
2015-12-08,2801,5.7,12.15,1.05
2015-12-09,2801,5.77,12.0,1.04
2015-12-10,2801,5.77,12.0,1.04
2015-12-11,2801,5.75,12.04,1.04
2015-12-14,2801,5.75,12.04,1.04
2015-12-15,2801,5.79,11.96,1.03
2015-12-16,2801,5.79,11.96,1.03
2015-12-17,2801,5.73,12.08,1.04
2015-12-18,2801,5.73,12.08,1.04
2015-12-21,2801,5.7,12.15,1.05
2015-12-22,2801,5.7,12.15,1.05
2015-12-23,2801,5.68,12.19,1.05
2015-12-24,2801,5.7,12.15,1.05
2015-12-25,2801,5.7,12.15,1.05
2015-12-28,2801,5.7,12.15,1.05
2015-12-29,2801,5.7,12.15,1.05
2015-12-30,2801,5.73,12.08,1.04
2015-12-31,2801,5.73,12.08,1.04
2016-01-04,2801,5.88,11.77,1.02
2016-01-05,2801,5.84,11.85,1.02
2016-01-06,2801,5.81,11.92,1.03
2016-01-07,2801,5.9,11.73,1.01
2016-01-08,2801,5.92,11.69,1.01
2016-01-11,2801,5.94,11.65,1.01
2016-01-12,2801,5.92,11.69,1.01
2016-01-13,2801,5.86,11.81,1.02
2016-01-14,2801,5.94,11.65,1.01
2016-01-15,2801,5.92,11.69,1.01
2016-01-18,2801,5.96,11.62,1.0
2016-01-19,2801,5.96,11.62,1.0
2016-01-20,2801,5.96,11.62,1.0
2016-01-21,2801,6.0,11.54,1.0
2016-01-22,2801,5.96,11.62,1.0
2016-01-25,2801,5.79,11.96,1.03
2016-01-26,2801,5.83,11.88,1.03
2016-01-27,2801,5.73,12.08,1.04
2016-01-28,2801,5.68,12.19,1.05
2016-01-29,2801,5.42,12.77,1.1
2016-01-30,2801,5.41,12.81,1.11
2016-02-01,2801,5.52,12.54,1.08
2016-02-02,2801,5.59,12.38,1.07
2016-02-03,2801,5.73,12.08,1.04
2016-02-15,2801,5.68,12.19,1.05
2016-02-16,2801,5.52,12.54,1.08
2016-02-17,2801,5.63,12.31,1.06
2016-02-18,2801,5.63,12.31,1.06
2016-02-19,2801,5.56,12.46,1.08
2016-02-22,2801,5.63,12.31,1.06
2016-02-23,2801,5.59,12.38,1.07
2016-02-24,2801,5.57,12.42,1.07
2016-02-25,2801,5.56,12.46,1.08
2016-02-26,2801,5.52,11.81,1.06
2016-03-01,2801,5.56,11.74,1.06
2016-03-02,2801,5.5,11.85,1.07
2016-03-03,2801,5.41,12.07,1.09
2016-03-04,2801,5.44,11.99,1.08
2016-03-07,2801,5.44,11.99,1.08
2016-03-08,2801,5.45,11.96,1.08
2016-03-09,2801,5.45,11.96,1.08
2016-03-10,2801,5.41,12.07,1.09
2016-03-11,2801,5.37,12.14,1.09
2016-03-14,2801,5.37,12.14,1.09
2016-03-15,2801,5.45,11.96,1.08
2016-03-16,2801,5.37,12.14,1.09
2016-03-17,2801,5.33,12.25,1.1
2016-03-18,2801,5.29,12.32,1.11
2016-03-21,2801,5.29,12.32,1.11
2016-03-22,2801,5.34,12.21,1.1
2016-03-23,2801,5.31,12.28,1.11
2016-03-24,2801,5.34,12.21,1.1
2016-03-25,2801,5.33,12.25,1.1
2016-03-28,2801,5.33,12.25,1.1
2016-03-29,2801,5.37,12.14,1.09
2016-03-30,2801,5.29,12.32,1.11
2016-03-31,2801,5.45,11.96,1.08
2016-04-01,2801,5.41,12.07,1.09
2016-04-06,2801,5.47,11.92,1.07
2016-04-07,2801,5.49,11.88,1.07
2016-04-08,2801,5.52,11.81,1.06
2016-04-11,2801,5.39,12.1,1.09
2016-04-12,2801,5.42,12.03,1.08
2016-04-13,2801,5.37,12.14,1.09
2016-04-14,2801,5.44,11.99,1.08
2016-04-15,2801,5.39,12.1,1.09
2016-04-18,2801,5.31,12.28,1.11
2016-04-19,2801,5.41,12.07,1.09
2016-04-20,2801,5.44,11.99,1.08
2016-04-21,2801,5.39,12.1,1.09
2016-04-22,2801,5.33,12.25,1.1
2016-04-25,2801,5.31,12.28,1.11
2016-04-26,2801,5.62,12.25,1.1
2016-04-27,2801,5.62,12.25,1.1
2016-04-28,2801,5.62,12.25,1.1
2016-04-29,2801,5.64,12.21,1.1
2016-05-03,2801,5.72,12.03,1.08
2016-05-04,2801,5.74,11.99,1.08
2016-05-05,2801,5.81,11.85,1.07
2016-05-06,2801,5.86,11.74,1.06
2016-05-09,2801,5.96,11.56,1.04
2016-05-10,2801,5.9,11.67,1.05
2016-05-11,2801,5.94,11.59,1.05
2016-05-12,2801,5.92,11.63,1.05
2016-05-13,2801,5.97,11.04,1.01
2016-05-16,2801,5.99,11.01,1.01
2016-05-17,2801,5.96,11.08,1.01
2016-05-18,2801,5.83,11.32,1.04
2016-05-19,2801,5.88,11.22,1.03
2016-05-20,2801,5.94,11.11,1.02
2016-05-23,2801,5.83,11.32,1.04
2016-05-24,2801,5.86,11.25,1.03
2016-05-25,2801,5.79,11.39,1.04
2016-05-26,2801,5.79,11.39,1.04
2016-05-27,2801,5.76,11.46,1.05
2016-05-30,2801,5.74,11.49,1.05
2016-05-31,2801,5.74,11.49,1.05
2016-06-01,2801,5.72,11.53,1.05
2016-06-02,2801,5.72,11.53,1.05
2016-06-03,2801,5.71,11.56,1.06
2016-06-04,2801,5.74,11.49,1.05
2016-06-06,2801,5.71,11.56,1.06
2016-06-07,2801,5.67,11.63,1.06
2016-06-08,2801,5.64,11.7,1.07
2016-06-13,2801,5.76,11.46,1.05
2016-06-14,2801,5.69,11.6,1.06
2016-06-15,2801,5.69,11.6,1.06
2016-06-16,2801,5.83,11.32,1.04
2016-06-17,2801,5.71,11.56,1.06
2016-06-20,2801,5.65,11.67,1.07
2016-06-21,2801,5.64,11.7,1.07
2016-06-22,2801,5.64,11.7,1.07
2016-06-23,2801,5.67,11.63,1.06
2016-06-24,2801,5.79,11.39,1.04
2016-06-27,2801,5.79,11.39,1.04
