date,stock_id,dividend_yield,PER,PBR
2015-01-05,5483,1.83,25.51,1.5
2015-01-06,5483,1.91,24.49,1.44
2015-01-07,5483,1.91,24.44,1.44
2015-01-08,5483,1.93,24.25,1.42
2015-01-09,5483,1.88,24.86,1.46
2015-01-12,5483,1.9,24.53,1.44
2015-01-13,5483,1.9,24.53,1.44
2015-01-14,5483,1.94,24.11,1.42
2015-01-15,5483,1.97,23.69,1.39
2015-01-16,5483,2.03,22.99,1.35
2015-01-19,5483,2.01,23.2,1.36
2015-01-20,5483,1.95,23.93,1.41
2015-01-21,5483,2.0,23.41,1.37
2015-01-22,5483,2.02,23.13,1.36
2015-01-23,5483,2.04,22.94,1.35
2015-01-26,5483,2.05,22.83,1.34
2015-01-27,5483,2.03,22.99,1.35
2015-01-28,5483,2.03,23.01,1.35
2015-01-29,5483,2.04,22.94,1.35
2015-01-30,5483,2.01,23.2,1.36
2015-02-02,5483,2.01,23.22,1.36
2015-02-03,5483,2.02,23.13,1.36
2015-02-04,5483,2.0,23.32,1.37
2015-02-05,5483,2.01,23.22,1.36
2015-02-06,5483,2.0,23.34,1.37
2015-02-09,5483,2.0,23.41,1.37
2015-02-10,5483,2.01,23.25,1.37
2015-02-11,5483,2.03,23.04,1.35
2015-02-12,5483,2.02,23.13,1.36
2015-02-13,5483,2.01,23.2,1.36
2015-02-24,5483,2.01,23.29,1.37
2015-02-25,5483,1.93,24.16,1.42
2015-02-26,5483,1.96,23.83,1.4
2015-03-02,5483,1.95,24.02,1.41
2015-03-03,5483,1.94,24.07,1.41
2015-03-04,5483,1.96,23.88,1.4
2015-03-05,5483,1.98,23.55,1.38
2015-03-06,5483,1.96,23.83,1.4
2015-03-09,5483,1.92,24.3,1.43
2015-03-10,5483,1.95,23.93,1.41
2015-03-11,5483,1.97,23.69,1.39
2015-03-12,5483,1.97,23.69,1.39
2015-03-13,5483,1.99,23.5,1.38
2015-03-16,5483,2.03,22.99,1.35
2015-03-17,5483,2.06,22.64,1.33
2015-03-18,5483,2.06,22.73,1.34
2015-03-19,5483,2.05,22.83,1.34
2015-03-20,5483,2.02,23.08,1.36
2015-03-23,5483,2.0,23.36,1.37
2015-03-24,5483,2.01,23.27,1.37
2015-03-25,5483,2.05,22.78,1.34
2015-03-26,5483,3.72,22.59,1.33
2015-03-27,5483,3.75,22.45,1.32
2015-03-30,5483,3.83,21.94,1.29
2015-03-31,5483,3.81,22.1,1.3
2015-04-01,5483,3.84,21.89,1.29
2015-04-02,5483,3.77,22.29,1.31
2015-04-07,5483,3.76,23.25,1.33
2015-04-08,5483,3.82,22.86,1.31
2015-04-09,5483,3.91,22.35,1.28
2015-04-10,5483,3.91,22.33,1.28
2015-04-13,5483,3.85,22.72,1.3
2015-04-14,5483,3.9,22.43,1.28
2015-04-15,5483,3.9,22.43,1.28
2015-04-16,5483,3.8,22.99,1.31
2015-04-17,5483,3.85,22.72,1.3
2015-04-20,5483,3.9,22.38,1.28
2015-04-21,5483,4.05,21.58,1.23
2015-04-22,5483,4.04,21.65,1.24
2015-04-23,5483,3.99,21.92,1.25
2015-04-24,5483,3.99,21.92,1.25
2015-04-27,5483,3.96,22.09,1.26
2015-04-28,5483,3.91,22.33,1.28
2015-04-29,5483,4.0,21.84,1.25
2015-04-30,5483,3.98,21.97,1.26
2015-05-04,5483,4.02,21.75,1.24
2015-05-05,5483,4.04,21.63,1.24
2015-05-06,5483,3.99,21.92,1.25
2015-05-07,5483,4.01,21.8,1.25
2015-05-08,5483,4.04,21.6,1.24
2015-05-11,5483,4.28,20.41,1.17
2015-05-12,5483,4.28,20.44,1.17
2015-05-13,5483,4.27,20.46,1.17
2015-05-14,5483,4.29,20.36,1.16
2015-05-15,5483,4.38,19.95,1.14
2015-05-18,5483,4.63,18.88,1.08
2015-05-19,5483,4.54,19.25,1.1
2015-05-20,5483,4.6,19.0,1.09
2015-05-21,5483,4.71,18.57,1.06
2015-05-22,5483,4.64,18.83,1.08
2015-05-25,5483,4.59,19.03,1.09
2015-05-26,5483,4.63,25.56,1.04
2015-05-27,5483,4.62,25.66,1.04
2015-05-28,5483,4.49,26.38,1.07
2015-05-29,5483,4.53,26.15,1.06
2015-06-01,5483,4.59,25.82,1.05
2015-06-02,5483,4.58,25.86,1.05
2015-06-03,5483,4.66,25.43,1.03
2015-06-04,5483,4.89,24.21,0.99
2015-06-05,5483,4.89,24.21,0.99
2015-06-08,5483,4.86,24.34,0.99
2015-06-09,5483,5.41,21.91,0.89
2015-06-10,5483,5.22,22.66,0.92
2015-06-11,5483,5.2,22.76,0.93
2015-06-12,5483,5.11,23.16,0.94
2015-06-15,5483,5.04,23.49,0.96
2015-06-16,5483,5.09,23.26,0.95
2015-06-17,5483,5.06,23.42,0.95
2015-06-18,5483,4.96,23.88,0.97
2015-06-22,5483,5.01,23.62,0.96
2015-06-23,5483,4.72,25.1,1.02
2015-06-24,5483,4.8,24.67,1.0
2015-06-25,5483,4.66,25.43,1.03
2015-06-26,5483,4.6,25.76,1.05
2015-06-29,5483,4.53,26.12,1.06
2015-06-30,5483,4.62,25.66,1.04
2015-07-01,5483,4.55,26.05,1.06
2015-07-02,5483,4.48,26.41,1.07
2015-07-03,5483,4.46,26.58,1.08
2015-07-06,5483,4.53,26.12,1.06
2015-07-07,5483,4.5,26.32,1.07
2015-07-08,5483,4.66,25.43,1.03
2015-07-09,5483,4.49,26.35,1.07
2015-07-13,5483,4.38,27.04,1.1
2015-07-14,5483,4.48,26.45,1.08
2015-07-15,5483,4.47,26.48,1.08
2015-07-16,5483,4.48,26.45,1.08
2015-07-17,5483,4.36,27.17,1.11
2015-07-20,5483,4.52,26.22,1.07
2015-07-21,5483,4.5,26.32,1.07
2015-07-22,5483,4.69,25.23,1.03
2015-07-23,5483,4.85,24.44,0.99
2015-07-24,5483,5.01,23.62,0.96
2015-07-27,5483,5.29,22.37,0.91
2015-07-28,5483,5.14,23.06,0.94
2015-07-29,5483,5.24,22.6,0.92
2015-07-30,5483,5.17,22.89,0.93
2015-07-31,5483,5.26,22.53,0.92
2015-08-03,5483,5.33,22.24,0.9
2015-08-04,5483,5.82,20.36,0.83
2015-08-05,5483,5.62,21.09,0.86
2015-08-06,5483,5.73,20.66,0.84
2015-08-07,5483,5.72,20.69,0.84
2015-08-10,5483,5.63,21.05,0.86
2015-08-11,5483,5.84,20.26,0.82
2015-08-12,5483,5.91,20.03,0.82
2015-08-13,5483,5.83,20.33,0.83
2015-08-14,5483,5.84,20.26,0.82
2015-08-17,5483,5.82,20.36,0.83
2015-08-18,5483,5.8,20.43,0.83
2015-08-19,5483,5.59,21.18,0.86
2015-08-20,5483,5.65,37.47,0.84
2015-08-21,5483,5.99,35.35,0.79
2015-08-24,5483,6.56,32.29,0.72
2015-08-25,5483,6.41,33.06,0.74
2015-08-26,5483,6.35,33.35,0.75
2015-08-27,5483,6.33,33.47,0.75
2015-08-28,5483,6.06,34.94,0.78
2015-08-31,5483,6.04,35.06,0.79
2015-09-01,5483,5.81,36.47,0.82
2015-09-02,5483,5.9,35.88,0.8
2015-09-03,5483,5.87,36.06,0.81
2015-09-04,5483,5.86,36.12,0.81
2015-09-07,5483,5.86,36.12,0.81
2015-09-08,5483,5.85,36.18,0.81
2015-09-09,5483,5.62,37.71,0.85
2015-09-10,5483,5.56,38.06,0.85
2015-09-11,5483,5.56,38.06,0.85
2015-09-14,5483,5.63,37.65,0.84
2015-09-15,5483,5.62,37.71,0.85
2015-09-16,5483,5.41,39.18,0.88
2015-09-17,5483,5.13,41.29,0.93
2015-09-18,5483,5.16,41.06,0.92
2015-09-21,5483,5.26,40.24,0.9
2015-09-22,5483,5.14,41.18,0.92
2015-09-23,5483,5.14,41.18,0.92
2015-09-24,5483,5.29,40.0,0.9
2015-09-25,5483,5.28,40.12,0.9
2015-09-30,5483,5.25,40.35,0.91
2015-10-01,5483,5.18,40.88,0.92
2015-10-02,5483,5.15,41.12,0.92
2015-10-05,5483,5.11,41.47,0.93
2015-10-06,5483,5.2,40.71,0.91
2015-10-07,5483,5.2,40.71,0.91
2015-10-08,5483,5.29,40.0,0.9
2015-10-12,5483,5.1,41.53,0.93
2015-10-13,5483,4.86,43.53,0.98
2015-10-14,5483,4.72,44.88,1.01
2015-10-15,5483,4.73,44.76,1.0
2015-10-16,5483,4.66,45.47,1.02
2015-10-19,5483,4.71,44.94,1.01
2015-10-20,5483,4.48,47.29,1.06
2015-10-21,5483,4.47,47.41,1.06
2015-10-22,5483,4.42,47.94,1.08
2015-10-23,5483,4.29,49.41,1.11
2015-10-26,5483,4.24,50.0,1.12
2015-10-27,5483,4.26,49.71,1.12
2015-10-28,5483,4.37,48.41,1.09
2015-10-29,5483,4.5,47.06,1.06
2015-10-30,5483,4.45,47.59,1.07
2015-11-02,5483,4.37,48.47,1.09
2015-11-03,5483,4.4,48.18,1.08
2015-11-04,5483,4.41,48.06,1.08
2015-11-05,5483,4.27,49.65,1.11
2015-11-06,5483,4.41,48.0,1.08
2015-11-09,5483,4.59,46.12,1.03
2015-11-10,5483,4.46,47.53,1.07
2015-11-11,5483,4.52,46.88,1.05
2015-11-12,5483,4.42,47.88,1.07
2015-11-13,5483,4.52,46.88,1.05
2015-11-16,5483,4.46,47.47,1.06
2015-11-17,5483,4.41,48.0,1.08
2015-11-18,5483,4.28,49.53,1.11
2015-11-19,5483,4.33,48.88,1.1
2015-11-20,5483,4.34,48.82,1.1
2015-11-23,5483,4.07,83.4,1.11
2015-11-24,5483,4.18,81.32,1.08
2015-11-25,5483,4.11,82.55,1.1
2015-11-26,5483,4.0,85.0,1.13
2015-11-27,5483,4.09,83.11,1.11
2015-11-30,5483,4.11,82.64,1.1
2015-12-01,5483,3.88,87.64,1.17
2015-12-02,5483,3.85,88.3,1.18
2015-12-03,5483,3.8,89.43,1.19
2015-12-04,5483,3.67,92.45,1.23
2015-12-07,5483,3.71,91.51,1.22
2015-12-08,5483,3.81,89.25,1.19
2015-12-09,5483,4.01,84.62,1.13
2015-12-10,5483,3.96,85.85,1.14
2015-12-11,5483,4.21,80.75,1.08
2015-12-14,5483,4.15,81.89,1.09
2015-12-15,5483,3.9,86.98,1.16
2015-12-16,5483,3.96,85.66,1.14
2015-12-17,5483,3.8,89.34,1.19
2015-12-18,5483,3.8,89.34,1.19
2015-12-21,5483,3.79,89.62,1.19
2015-12-22,5483,3.9,87.17,1.16
2015-12-23,5483,3.95,86.04,1.15
2015-12-24,5483,4.09,83.02,1.11
2015-12-25,5483,4.04,83.96,1.12
2015-12-28,5483,3.99,85.19,1.13
2015-12-29,5483,3.91,86.79,1.16
2015-12-30,5483,3.91,86.89,1.16
2015-12-31,5483,3.85,88.21,1.17
2016-01-04,5483,3.9,86.98,1.16
2016-01-05,5483,3.92,86.6,1.15
2016-01-06,5483,3.98,85.28,1.14
2016-01-07,5483,4.29,79.25,1.06
2016-01-08,5483,4.08,83.3,1.11
