date,stock_id,dividend_yield,PER,PBR
2022-06-30,6789,0.56,45.26,10.38
2022-07-01,6789,0.62,40.92,9.38
2022-07-04,6789,0.63,40.31,9.24
2022-07-05,6789,0.57,44.04,10.1
2022-07-06,6789,0.59,42.55,9.76
2022-07-07,6789,0.59,42.89,9.84
2022-07-08,6789,0.59,42.41,9.73
2022-07-11,6789,0.63,40.11,9.2
2022-07-12,6789,0.69,36.31,8.33
2022-07-13,6789,0.7,35.91,8.23
2022-07-14,6789,0.67,37.67,8.64
2022-07-15,6789,0.64,39.63,9.09
2022-07-18,6789,0.64,39.63,9.09
2022-07-19,6789,0.64,39.16,8.98
2022-07-20,6789,0.61,40.99,9.4
2022-07-21,6789,0.61,41.6,9.54
2022-07-22,6789,0.6,42.21,9.68
2022-07-25,6789,0.55,46.0,10.55
2022-07-26,6789,0.55,46.07,10.57
2022-07-27,6789,0.55,45.46,10.43
2022-07-28,6789,0.58,43.36,9.94
2022-07-29,6789,0.58,43.7,10.02
2022-08-01,6789,0.58,43.29,9.93
2022-08-02,6789,0.6,41.8,9.59
2022-08-03,6789,0.6,42.28,9.7
2022-08-04,6789,0.6,41.94,9.62
2022-08-05,6789,0.57,44.17,10.13
2022-08-08,6789,0.58,43.5,9.98
2022-08-09,6789,0.59,42.41,9.73
2022-08-10,6789,0.6,39.53,6.03
2022-08-11,6789,0.59,39.78,6.07
2022-08-12,6789,0.6,39.28,5.99
2022-08-15,6789,0.58,40.93,6.24
2022-08-16,6789,0.58,40.36,6.16
2022-08-17,6789,0.59,39.78,6.07
2022-08-18,6789,0.58,40.74,6.21
2022-08-19,6789,0.59,40.29,6.15
2022-08-22,6789,0.6,39.47,6.02
2022-08-23,6789,0.61,38.9,5.93
2022-08-24,6789,0.61,38.64,5.89
2022-08-25,6789,0.6,39.02,5.95
2022-08-26,6789,0.61,38.9,5.93
2022-08-29,6789,0.63,37.44,5.71
2022-08-30,6789,0.62,38.07,5.81
2022-08-31,6789,0.6,39.47,6.02
2022-09-01,6789,0.62,38.26,5.84
2022-09-02,6789,0.6,39.09,5.96
2022-09-05,6789,0.61,38.39,5.86
2022-09-06,6789,0.62,37.88,5.78
2022-09-07,6789,0.63,37.31,5.69
2022-09-08,6789,0.63,37.69,5.75
2022-09-12,6789,0.63,37.75,5.76
2022-09-13,6789,0.63,37.18,5.67
2022-09-14,6789,0.64,36.68,5.59
2022-09-15,6789,0.64,36.68,5.59
2022-09-16,6789,0.64,36.61,5.58
2022-09-19,6789,0.66,35.66,5.44
2022-09-20,6789,0.66,35.66,5.44
2022-09-21,6789,0.68,34.52,5.27
2022-09-22,6789,0.68,34.52,5.27
2022-09-23,6789,0.7,33.69,5.14
2022-09-26,6789,0.74,31.98,4.88
2022-09-27,6789,0.7,33.82,5.16
2022-09-28,6789,0.73,32.23,4.92
2022-09-29,6789,0.75,31.54,4.81
2022-09-30,6789,0.76,30.96,4.72
2022-10-03,6789,0.79,29.82,4.55
2022-10-04,6789,0.78,30.08,4.59
2022-10-05,6789,0.78,30.14,4.6
2022-10-06,6789,0.82,28.87,4.4
2022-10-07,6789,0.84,28.17,4.3
2022-10-11,6789,0.91,25.82,3.94
2022-10-12,6789,0.97,24.3,3.71
2022-10-13,6789,1.03,22.91,3.49
2022-10-14,6789,1.02,23.1,3.52
2022-10-17,6789,1.03,22.84,3.48
2022-10-18,6789,1.04,22.65,3.46
2022-10-19,6789,1.05,22.4,3.42
2022-10-20,6789,1.05,22.53,3.44
2022-10-21,6789,1.08,21.83,3.33
2022-10-24,6789,1.04,22.65,3.46
2022-10-25,6789,1.12,21.13,3.22
2022-10-26,6789,1.11,21.19,3.23
2022-10-27,6789,1.08,21.76,3.32
2022-10-28,6789,1.1,21.51,3.28
2022-10-31,6789,1.03,22.84,3.48
2022-11-01,6789,1.06,22.34,3.41
2022-11-02,6789,1.03,22.84,3.48
2022-11-03,6789,1.03,22.84,3.48
2022-11-04,6789,0.94,25.06,3.82
2022-11-07,6789,0.95,24.75,3.77
2022-11-08,6789,0.97,24.43,3.73
2022-11-09,6789,0.94,25.13,3.83
2022-11-10,6789,1.0,28.58,3.51
2022-11-11,6789,0.97,29.58,3.64
2022-11-14,6789,0.93,30.66,3.77
2022-11-15,6789,0.86,33.2,4.08
2022-11-16,6789,0.89,32.13,3.95
2022-11-17,6789,0.84,33.98,4.18
2022-11-18,6789,0.85,33.74,4.15
2022-11-21,6789,0.88,32.43,3.99
2022-11-22,6789,0.88,32.67,4.02
2022-11-23,6789,0.87,32.82,4.04
2022-11-24,6789,0.86,33.44,4.11
2022-11-25,6789,0.86,33.36,4.1
