date,stock_id,dividend_yield,PER,PBR
2015-01-05,1308,4.14,21.0,1.31
2015-01-06,1308,4.26,20.39,1.27
2015-01-07,1308,4.17,20.87,1.3
2015-01-08,1308,4.07,21.35,1.33
2015-01-09,1308,4.15,20.96,1.3
2015-01-12,1308,4.18,20.78,1.29
2015-01-13,1308,4.12,21.13,1.31
2015-01-14,1308,4.12,21.13,1.31
2015-01-15,1308,4.22,20.61,1.28
2015-01-16,1308,4.2,20.7,1.29
2015-01-19,1308,4.22,20.61,1.28
2015-01-20,1308,4.18,20.78,1.29
2015-01-21,1308,4.18,20.78,1.29
2015-01-22,1308,4.15,20.96,1.3
2015-01-23,1308,4.12,21.13,1.31
2015-01-26,1308,4.07,21.39,1.33
2015-01-27,1308,4.13,21.04,1.31
2015-01-28,1308,4.14,21.0,1.31
2015-01-29,1308,4.19,20.74,1.29
2015-01-30,1308,4.27,20.35,1.27
2015-02-02,1308,4.27,20.35,1.27
2015-02-03,1308,4.33,20.09,1.25
2015-02-04,1308,4.36,19.96,1.24
2015-02-05,1308,4.33,20.09,1.25
2015-02-06,1308,4.33,20.09,1.25
2015-02-09,1308,4.34,20.04,1.25
2015-02-10,1308,4.35,20.0,1.24
2015-02-11,1308,4.45,19.52,1.21
2015-02-12,1308,4.59,18.96,1.18
2015-02-13,1308,4.65,18.7,1.16
2015-02-19,1308,4.69,17.22,0.97
2015-02-24,1308,4.67,18.61,1.16
2015-02-25,1308,4.63,18.78,1.17
2015-02-26,1308,4.63,18.78,1.17
2015-03-02,1308,4.72,18.43,1.15
2015-03-03,1308,4.77,18.22,1.13
2015-03-04,1308,4.78,18.17,1.13
2015-03-05,1308,4.59,18.96,1.18
2015-03-06,1308,4.52,19.22,1.2
2015-03-09,1308,4.61,18.87,1.17
2015-03-10,1308,4.64,18.74,1.17
2015-03-11,1308,4.69,18.52,1.15
2015-03-12,1308,3.75,18.57,1.16
2015-03-13,1308,3.73,18.65,1.16
2015-03-16,1308,3.78,18.39,1.14
2015-03-17,1308,3.86,18.0,1.12
2015-03-18,1308,3.85,18.09,1.13
2015-03-19,1308,3.83,18.17,1.13
2015-03-20,1308,3.88,17.91,1.11
2015-03-23,1308,3.86,18.0,1.12
2015-03-24,1308,3.85,18.09,1.13
2015-03-25,1308,3.86,18.0,1.12
2015-03-26,1308,3.86,18.0,1.12
2015-03-27,1308,3.78,18.39,1.14
2015-03-30,1308,3.82,18.22,1.13
2015-03-31,1308,3.78,18.39,1.1
2015-04-01,1308,3.8,19.86,1.09
2015-04-02,1308,3.81,19.81,1.09
2015-04-07,1308,3.69,20.47,1.13
2015-04-08,1308,3.71,20.33,1.12
2015-04-09,1308,3.75,20.14,1.11
2015-04-10,1308,3.7,20.38,1.12
2015-04-13,1308,3.67,20.57,1.13
2015-04-14,1308,3.66,20.61,1.13
2015-04-15,1308,3.65,20.66,1.14
2015-04-16,1308,3.64,20.75,1.14
2015-04-17,1308,3.65,20.66,1.14
2015-04-20,1308,3.64,20.71,1.14
2015-04-21,1308,3.75,20.14,1.11
2015-04-22,1308,3.7,20.38,1.12
2015-04-23,1308,3.69,20.47,1.13
2015-04-24,1308,3.65,20.66,1.14
2015-04-27,1308,3.55,21.27,1.17
2015-04-28,1308,3.58,21.08,1.16
2015-04-29,1308,3.54,21.32,1.17
2015-04-30,1308,3.53,21.37,1.17
2015-05-04,1308,3.6,20.94,1.15
2015-05-05,1308,3.65,20.66,1.14
2015-05-06,1308,3.64,20.75,1.14
2015-05-07,1308,3.65,20.66,1.14
2015-05-08,1308,3.76,20.05,1.1
2015-05-11,1308,3.78,19.95,1.1
2015-05-12,1308,3.73,20.24,1.11
2015-05-13,1308,3.82,19.76,1.09
2015-05-14,1308,3.81,19.81,1.09
2015-05-15,1308,3.76,20.09,1.11
2015-05-18,1308,3.75,19.41,1.11
2015-05-19,1308,3.76,19.32,1.11
2015-05-20,1308,3.76,19.36,1.11
2015-05-21,1308,3.78,19.23,1.1
2015-05-22,1308,3.79,19.18,1.1
2015-05-25,1308,3.9,18.64,1.07
2015-05-26,1308,3.88,18.73,1.07
2015-05-27,1308,3.92,18.55,1.06
2015-05-28,1308,3.92,18.55,1.06
2015-05-29,1308,3.95,18.41,1.05
2015-06-01,1308,3.98,18.27,1.05
2015-06-02,1308,4.02,18.09,1.03
2015-06-03,1308,4.04,18.0,1.03
2015-06-04,1308,4.09,17.77,1.02
2015-06-05,1308,4.19,17.36,0.99
2015-06-08,1308,4.29,16.95,0.97
2015-06-09,1308,4.48,16.23,0.93
2015-06-10,1308,4.23,17.18,0.98
2015-06-11,1308,4.35,16.73,0.96
2015-06-12,1308,4.29,16.95,0.97
2015-06-15,1308,4.28,17.0,0.97
2015-06-16,1308,4.37,16.64,0.95
2015-06-17,1308,4.4,16.55,0.95
2015-06-18,1308,4.32,16.82,0.96
2015-06-22,1308,4.34,16.77,0.96
2015-06-23,1308,4.29,16.95,0.97
2015-06-24,1308,4.35,16.73,0.96
2015-06-25,1308,4.34,16.77,0.96
2015-06-26,1308,4.31,16.86,0.96
2015-06-29,1308,4.36,16.68,0.95
2015-06-30,1308,4.42,16.45,0.94
2015-07-01,1308,4.37,16.64,0.95
2015-07-02,1308,4.37,16.64,0.95
2015-07-03,1308,4.35,16.73,0.96
2015-07-06,1308,4.35,16.73,0.96
2015-07-07,1308,4.35,16.73,0.96
2015-07-08,1308,4.47,16.27,0.93
2015-07-09,1308,4.61,15.77,0.9
2015-07-13,1308,4.6,15.82,0.9
2015-07-14,1308,4.69,15.5,0.89
2015-07-15,1308,4.73,15.36,0.88
2015-07-16,1308,4.72,15.41,0.88
2015-07-17,1308,4.71,15.45,0.88
2015-07-20,1308,4.73,15.36,0.88
2015-07-21,1308,4.76,15.27,0.87
2015-07-22,1308,4.71,15.45,0.88
2015-07-23,1308,4.73,15.36,0.88
2015-07-24,1308,4.73,15.36,0.88
2015-07-27,1308,4.88,14.91,0.85
2015-07-28,1308,4.89,14.86,0.85
2015-07-29,1308,4.89,14.86,0.85
2015-07-30,1308,5.13,14.18,0.81
2015-07-31,1308,5.19,14.0,0.8
2015-08-03,1308,5.26,13.82,0.79
2015-08-04,1308,5.35,13.59,0.78
2015-08-05,1308,5.18,14.05,0.8
2015-08-06,1308,5.25,13.86,0.79
2015-08-07,1308,5.26,13.82,0.79
2015-08-10,1308,5.3,13.73,0.79
2015-08-11,1308,5.32,13.68,0.78
2015-08-12,1308,5.35,13.59,0.78
2015-08-13,1308,5.32,13.68,0.78
2015-08-14,1308,5.37,13.55,0.81
2015-08-17,1308,5.18,13.55,0.84
2015-08-18,1308,4.94,14.21,0.88
2015-08-19,1308,4.98,14.08,0.87
2015-08-20,1308,4.92,14.25,0.88
2015-08-21,1308,5.03,13.95,0.86
2015-08-24,1308,5.46,12.85,0.8
2015-08-25,1308,5.46,12.85,0.8
2015-08-26,1308,5.32,13.2,0.82
2015-08-27,1308,5.26,13.33,0.83
2015-08-28,1308,4.79,14.65,0.91
2015-08-31,1308,4.78,14.69,0.91
2015-09-01,1308,4.53,15.48,0.96
2015-09-02,1308,4.66,15.04,0.93
2015-09-03,1308,4.58,15.31,0.95
2015-09-04,1308,4.73,14.82,0.92
2015-09-07,1308,4.76,14.74,0.91
2015-09-08,1308,4.61,15.22,0.94
2015-09-09,1308,4.58,15.31,0.95
2015-09-10,1308,4.62,15.18,0.94
2015-09-11,1308,4.57,15.35,0.95
2015-09-14,1308,4.6,15.26,0.95
2015-09-15,1308,4.64,15.13,0.94
2015-09-16,1308,4.65,15.09,0.93
2015-09-17,1308,4.44,15.79,0.98
2015-09-18,1308,4.4,15.96,0.99
2015-09-21,1308,4.55,15.44,0.96
2015-09-22,1308,4.47,15.7,0.97
2015-09-23,1308,4.52,15.53,0.96
2015-09-24,1308,4.57,15.35,0.95
2015-09-25,1308,4.61,15.22,0.94
2015-09-30,1308,4.55,15.44,0.96
2015-10-01,1308,4.52,15.53,0.96
2015-10-02,1308,4.49,15.61,0.97
2015-10-05,1308,4.44,15.79,0.98
2015-10-06,1308,4.34,16.18,1.0
2015-10-07,1308,4.21,16.67,1.03
2015-10-08,1308,4.26,16.49,1.02
2015-10-12,1308,4.11,17.06,1.06
2015-10-13,1308,4.16,16.89,1.05
2015-10-14,1308,4.24,16.54,1.02
2015-10-15,1308,4.27,16.45,1.02
2015-10-16,1308,4.2,16.71,1.03
2015-10-19,1308,4.22,16.62,1.03
2015-10-20,1308,4.23,16.58,1.03
