date,stock_id,dividend_yield,PER,PBR
2015-01-05,1519,2.05,27.86,1.36
2015-01-06,1519,2.08,27.41,1.34
2015-01-07,1519,2.08,27.5,1.34
2015-01-08,1519,2.05,27.86,1.36
2015-01-09,1519,2.09,27.32,1.33
2015-01-12,1519,2.01,28.48,1.39
2015-01-13,1519,2.02,28.3,1.38
2015-01-14,1519,2.03,28.21,1.38
2015-01-15,1519,2.03,28.21,1.38
2015-01-16,1519,2.07,27.59,1.34
2015-01-19,1519,2.08,27.41,1.34
2015-01-20,1519,2.06,27.68,1.35
2015-01-21,1519,2.04,28.04,1.37
2015-01-22,1519,2.04,27.95,1.36
2015-01-23,1519,2.05,27.86,1.36
2015-01-26,1519,2.06,27.77,1.35
2015-01-27,1519,2.05,27.86,1.36
2015-01-28,1519,2.05,27.86,1.36
2015-01-29,1519,2.07,27.59,1.34
2015-01-30,1519,2.06,27.68,1.35
2015-02-02,1519,2.08,27.5,1.34
2015-02-03,1519,2.06,27.77,1.35
2015-02-04,1519,2.03,28.13,1.37
2015-02-05,1519,2.03,28.21,1.38
2015-02-06,1519,2.03,28.21,1.38
2015-02-09,1519,2.04,27.95,1.36
2015-02-10,1519,2.05,27.86,1.36
2015-02-11,1519,2.07,27.59,1.34
2015-02-12,1519,2.07,27.59,1.34
2015-02-13,1519,2.05,27.86,1.36
2015-02-19,1519,3.77,14.07,1.33
2015-02-24,1519,2.03,28.21,1.38
2015-02-25,1519,2.04,28.04,1.37
2015-02-26,1519,2.04,28.04,1.37
2015-03-02,1519,2.08,27.5,1.34
2015-03-03,1519,2.06,27.77,1.35
2015-03-04,1519,2.06,27.68,1.35
2015-03-05,1519,2.06,27.77,1.35
2015-03-06,1519,2.06,27.68,1.35
2015-03-09,1519,2.06,27.68,1.35
2015-03-10,1519,2.06,27.68,1.35
2015-03-11,1519,2.06,27.68,1.35
2015-03-12,1519,2.06,27.68,1.35
2015-03-13,1519,2.07,27.59,1.34
2015-03-16,1519,2.08,27.41,1.34
2015-03-17,1519,2.08,27.5,1.34
2015-03-18,1519,2.11,27.05,1.32
2015-03-19,1519,2.09,27.32,1.33
2015-03-20,1519,2.08,27.5,1.34
2015-03-23,1519,2.09,27.32,1.33
2015-03-24,1519,3.91,27.41,1.27
2015-03-25,1519,3.88,15.45,1.28
2015-03-26,1519,3.9,15.4,1.28
2015-03-27,1519,3.88,15.45,1.28
2015-03-30,1519,3.68,16.3,1.35
2015-03-31,1519,3.57,16.8,1.39
2015-04-01,1519,3.55,16.9,1.4
2015-04-02,1519,3.6,16.65,1.38
2015-04-07,1519,3.5,17.15,1.42
2015-04-08,1519,3.48,17.25,1.43
2015-04-09,1519,3.54,16.95,1.41
