date,stock_id,dividend_yield,PER,PBR
2015-01-05,2301,7.41,11.46,1.2
2015-01-06,2301,7.54,11.26,1.18
2015-01-07,2301,7.4,11.48,1.2
2015-01-08,2301,7.31,11.62,1.22
2015-01-09,2301,7.33,11.58,1.21
2015-01-12,2301,7.4,11.48,1.2
2015-01-13,2301,7.15,11.88,1.24
2015-01-14,2301,7.01,12.11,1.27
2015-01-15,2301,7.08,12.0,1.26
2015-01-16,2301,7.1,11.95,1.25
2015-01-19,2301,7.08,12.0,1.26
2015-01-20,2301,6.96,12.2,1.28
2015-01-21,2301,7.04,12.06,1.26
2015-01-22,2301,7.07,12.02,1.26
2015-01-23,2301,7.08,12.0,1.26
2015-01-26,2301,7.01,12.11,1.27
2015-01-27,2301,7.02,12.09,1.27
2015-01-28,2301,7.02,12.09,1.27
2015-01-29,2301,7.08,12.0,1.26
2015-01-30,2301,7.08,12.0,1.26
2015-02-02,2301,7.01,12.12,1.27
2015-02-03,2301,7.04,12.06,1.26
2015-02-04,2301,7.1,11.97,1.25
2015-02-05,2301,7.19,11.82,1.24
2015-02-06,2301,7.2,11.8,1.24
2015-02-09,2301,7.21,11.78,1.23
2015-02-10,2301,7.16,11.86,1.24
2015-02-11,2301,7.13,11.91,1.25
2015-02-12,2301,7.11,11.94,1.25
2015-02-13,2301,7.08,12.0,1.26
2015-02-19,2301,6.19,12.23,1.01
2015-02-24,2301,7.04,12.06,1.26
2015-02-25,2301,7.01,12.12,1.27
2015-02-26,2301,6.92,12.28,1.29
2015-03-02,2301,6.81,12.48,1.31
2015-03-03,2301,6.73,12.62,1.32
2015-03-04,2301,6.57,12.92,1.35
2015-03-05,2301,6.65,12.77,1.34
2015-03-06,2301,6.76,12.55,1.32
2015-03-09,2301,6.86,12.38,1.3
2015-03-10,2301,6.73,12.62,1.32
2015-03-11,2301,6.81,12.46,1.31
2015-03-12,2301,6.57,12.92,1.35
2015-03-13,2301,6.54,12.98,1.36
2015-03-16,2301,6.71,12.66,1.33
2015-03-17,2301,6.73,12.62,1.32
2015-03-18,2301,6.72,12.63,1.32
2015-03-19,2301,6.65,12.77,1.34
2015-03-20,2301,6.61,12.85,1.35
2015-03-23,2301,6.72,12.63,1.32
2015-03-24,2301,6.72,12.65,1.32
2015-03-25,2301,6.9,12.31,1.29
2015-03-26,2301,4.98,12.48,1.31
2015-03-27,2301,4.96,12.52,1.31
2015-03-30,2301,4.93,12.6,1.26
2015-03-31,2301,4.98,14.53,1.25
2015-04-01,2301,5.04,14.37,1.24
2015-04-02,2301,4.99,14.52,1.25
2015-04-07,2301,4.9,14.77,1.27
2015-04-08,2301,5.03,14.39,1.24
2015-04-09,2301,5.0,14.48,1.25
2015-04-10,2301,5.07,14.28,1.23
2015-04-13,2301,5.13,14.12,1.22
2015-04-14,2301,5.23,13.85,1.19
2015-04-15,2301,5.28,13.71,1.18
2015-04-16,2301,5.21,13.89,1.2
2015-04-17,2301,5.16,14.03,1.21
2015-04-20,2301,5.29,13.69,1.18
2015-04-21,2301,5.29,13.69,1.18
2015-04-22,2301,5.19,13.96,1.2
2015-04-23,2301,5.14,14.09,1.21
2015-04-24,2301,5.11,14.18,1.22
2015-04-27,2301,4.99,14.5,1.25
2015-04-28,2301,5.07,14.28,1.23
2015-04-29,2301,5.07,14.28,1.23
2015-04-30,2301,5.21,13.91,1.2
2015-05-04,2301,5.17,14.0,1.21
2015-05-05,2301,5.16,14.03,1.21
2015-05-06,2301,5.15,14.05,1.21
2015-05-07,2301,5.26,13.76,1.19
2015-05-08,2301,5.23,13.85,1.19
2015-05-11,2301,5.26,13.76,1.19
2015-05-12,2301,5.33,13.58,1.17
2015-05-13,2301,5.26,13.76,1.19
2015-05-14,2301,5.13,14.12,1.21
2015-05-15,2301,5.21,13.43,1.19
2015-05-18,2301,5.26,13.29,1.18
2015-05-19,2301,5.14,13.6,1.2
2015-05-20,2301,5.23,13.37,1.18
2015-05-21,2301,5.26,13.29,1.18
2015-05-22,2301,5.21,13.41,1.19
2015-05-25,2301,5.17,13.51,1.2
2015-05-26,2301,5.17,13.53,1.2
2015-05-27,2301,5.13,13.62,1.2
2015-05-28,2301,5.13,13.63,1.21
2015-05-29,2301,5.13,13.63,1.21
2015-06-01,2301,5.18,13.49,1.19
2015-06-02,2301,5.17,13.51,1.2
2015-06-03,2301,5.17,13.51,1.2
2015-06-04,2301,5.25,13.32,1.18
2015-06-05,2301,5.26,13.29,1.18
2015-06-08,2301,5.43,12.87,1.14
2015-06-09,2301,5.53,12.65,1.12
2015-06-10,2301,5.6,12.49,1.1
2015-06-11,2301,5.71,12.25,1.08
2015-06-12,2301,5.72,12.21,1.08
2015-06-15,2301,5.72,12.21,1.08
2015-06-16,2301,5.72,12.21,1.08
2015-06-17,2301,5.72,12.21,1.08
2015-06-18,2301,5.63,12.42,1.1
2015-06-22,2301,5.71,12.25,1.08
2015-06-23,2301,5.63,12.42,1.1
2015-06-24,2301,5.62,12.44,1.1
2015-06-25,2301,5.6,12.49,1.1
2015-06-26,2301,5.53,12.63,1.12
2015-06-29,2301,5.71,12.23,1.08
2015-06-30,2301,5.58,12.53,1.11
2015-07-01,2301,5.66,12.35,1.09
2015-07-02,2301,5.61,12.46,1.1
2015-07-03,2301,5.61,12.46,1.1
2015-07-06,2301,5.65,12.37,1.09
2015-07-07,2301,5.57,12.54,1.11
2015-07-08,2301,5.72,12.21,1.08
2015-07-09,2301,5.73,12.2,1.08
2015-07-13,2301,5.79,12.08,1.07
2015-07-14,2301,5.68,12.3,1.09
2015-07-15,2301,5.62,12.44,1.1
2015-07-16,2301,5.61,12.46,1.1
2015-07-17,2301,5.58,12.53,1.11
2015-07-20,2301,5.71,12.23,1.08
2015-07-21,2301,5.4,12.94,1.14
2015-07-22,2301,5.53,12.63,1.12
2015-07-23,2301,5.5,12.7,1.12
2015-07-24,2301,5.67,12.32,1.09
2015-07-27,2301,5.76,12.13,1.07
2015-07-28,2301,5.81,12.02,1.06
2015-07-29,2301,5.82,12.01,1.06
2015-07-30,2301,5.76,12.13,1.07
2015-07-31,2301,5.82,12.01,1.06
2015-08-03,2301,5.85,11.96,1.06
2015-08-04,2301,5.82,12.01,1.06
2015-08-05,2301,5.8,12.04,1.07
2015-08-06,2301,5.93,11.78,1.04
2015-08-07,2301,6.09,11.47,1.01
2015-08-10,2301,6.41,10.9,0.96
2015-08-11,2301,6.31,11.07,0.98
2015-08-12,2301,6.27,11.14,0.99
2015-08-13,2301,6.33,11.04,1.03
2015-08-14,2301,6.24,12.3,1.04
2015-08-17,2301,6.34,12.11,1.03
2015-08-18,2301,6.34,12.11,1.03
2015-08-19,2301,6.57,11.69,0.99
2015-08-20,2301,6.67,11.52,0.98
2015-08-21,2301,6.99,10.99,0.93
2015-08-24,2301,7.21,10.65,0.9
2015-08-25,2301,7.09,10.84,0.92
2015-08-26,2301,7.15,10.74,0.91
2015-08-27,2301,6.97,11.03,0.94
2015-08-28,2301,6.62,11.6,0.98
2015-08-31,2301,6.78,11.33,0.96
2015-09-01,2301,6.73,11.41,0.97
2015-09-02,2301,6.78,11.33,0.96
2015-09-03,2301,6.73,11.41,0.97
2015-09-04,2301,6.73,11.41,0.97
2015-09-07,2301,6.69,11.48,0.98
2015-09-08,2301,6.72,11.43,0.97
2015-09-09,2301,6.52,11.79,1.0
2015-09-10,2301,6.39,12.02,1.02
2015-09-11,2301,6.31,12.17,1.03
2015-09-14,2301,6.21,12.38,1.05
2015-09-15,2301,6.22,12.34,1.05
2015-09-16,2301,6.13,12.53,1.06
2015-09-17,2301,6.0,12.79,1.09
2015-09-18,2301,6.04,12.72,1.08
2015-09-21,2301,6.29,12.21,1.04
2015-09-22,2301,6.2,12.4,1.05
2015-09-23,2301,6.43,11.94,1.01
2015-09-24,2301,6.57,11.69,0.99
2015-09-25,2301,6.59,11.65,0.99
2015-09-30,2301,6.69,11.48,0.98
2015-10-01,2301,6.6,11.63,0.99
2015-10-02,2301,6.55,11.73,1.0
2015-10-05,2301,6.59,11.65,0.99
2015-10-06,2301,6.33,12.13,1.03
2015-10-07,2301,6.29,12.21,1.04
2015-10-08,2301,6.32,12.15,1.03
2015-10-12,2301,6.16,12.47,1.06
2015-10-13,2301,5.99,12.81,1.09
2015-10-14,2301,6.16,12.47,1.06
2015-10-15,2301,6.07,12.66,1.08
2015-10-16,2301,6.11,12.57,1.07
2015-10-19,2301,6.01,12.78,1.08
2015-10-20,2301,6.0,12.79,1.09
2015-10-21,2301,6.14,12.51,1.06
2015-10-22,2301,6.04,12.72,1.08
2015-10-23,2301,5.96,12.89,1.09
2015-10-26,2301,5.84,13.16,1.12
2015-10-27,2301,5.84,13.16,1.12
2015-10-28,2301,5.81,13.21,1.12
2015-10-29,2301,5.83,13.17,1.12
2015-10-30,2301,5.98,12.85,1.09
2015-11-02,2301,5.96,12.89,1.09
2015-11-03,2301,5.78,13.29,1.13
2015-11-04,2301,5.74,13.38,1.14
2015-11-05,2301,5.84,13.16,1.12
2015-11-06,2301,6.03,12.74,1.08
2015-11-09,2301,6.04,12.72,1.08
2015-11-10,2301,6.14,12.51,1.06
2015-11-11,2301,6.26,12.26,1.04
2015-11-12,2301,6.25,12.28,1.04
2015-11-13,2301,6.08,12.43,1.02
2015-11-16,2301,6.18,12.25,1.01
2015-11-17,2301,6.08,12.43,1.02
2015-11-18,2301,6.08,12.45,1.02
2015-11-19,2301,6.01,12.58,1.04
2015-11-20,2301,6.01,12.58,1.04
2015-11-23,2301,5.75,13.16,1.08
2015-11-24,2301,5.77,13.11,1.08
2015-11-25,2301,5.75,13.15,1.08
2015-11-26,2301,5.69,13.3,1.09
2015-11-27,2301,5.71,13.26,1.09
2015-11-30,2301,6.03,12.55,1.03
2015-12-01,2301,5.86,12.9,1.06
2015-12-02,2301,5.96,12.7,1.04
2015-12-03,2301,5.91,12.81,1.05
2015-12-04,2301,5.98,12.66,1.04
2015-12-07,2301,5.89,12.85,1.06
2015-12-08,2301,6.06,12.49,1.03
2015-12-09,2301,6.12,12.36,1.02
2015-12-10,2301,6.19,12.23,1.01
2015-12-11,2301,6.27,12.06,0.99
2015-12-14,2301,6.32,11.97,0.98
2015-12-15,2301,6.37,11.87,0.98
2015-12-16,2301,6.2,12.21,1.0
2015-12-17,2301,6.23,12.13,1.0
2015-12-18,2301,6.19,12.23,1.01
2015-12-21,2301,6.23,12.13,1.0
2015-12-22,2301,6.15,12.3,1.01
2015-12-23,2301,6.21,12.19,1.0
2015-12-24,2301,6.23,12.13,1.0
2015-12-25,2301,6.22,12.17,1.0
2015-12-28,2301,6.19,12.23,1.01
2015-12-29,2301,6.26,12.08,0.99
2015-12-30,2301,6.37,11.87,0.98
2015-12-31,2301,6.34,11.93,0.98
2016-01-04,2301,6.61,11.44,0.94
2016-01-05,2301,6.39,11.84,0.97
2016-01-06,2301,6.4,11.82,0.97
2016-01-07,2301,6.39,11.84,0.97
2016-01-08,2301,6.52,11.61,0.96
2016-01-11,2301,6.79,11.14,0.92
2016-01-12,2301,6.69,11.31,0.93
2016-01-13,2301,6.52,11.61,0.96
2016-01-14,2301,6.61,11.44,0.94
2016-01-15,2301,6.58,11.5,0.95
2016-01-18,2301,6.55,11.55,0.95
2016-01-19,2301,6.47,11.69,0.96
2016-01-20,2301,6.48,11.67,0.96
2016-01-21,2301,6.55,11.55,0.95
2016-01-22,2301,6.43,11.76,0.97
2016-01-25,2301,6.22,12.17,1.0
2016-01-26,2301,6.41,11.8,0.97
2016-01-27,2301,6.24,12.12,1.0
2016-01-28,2301,5.9,12.83,1.06
2016-01-29,2301,5.75,13.16,1.08
2016-01-30,2301,5.79,13.07,1.08
2016-02-01,2301,5.68,13.31,1.1
2016-02-02,2301,5.42,13.97,1.15
2016-02-03,2301,5.53,13.69,1.13
2016-02-15,2301,5.76,13.13,1.08
2016-02-16,2301,5.43,13.93,1.15
2016-02-17,2301,5.37,14.1,1.16
2016-02-18,2301,5.42,13.97,1.15
2016-02-19,2301,5.39,14.04,1.16
2016-02-22,2301,5.48,13.8,1.14
2016-02-23,2301,5.39,14.04,1.16
2016-02-24,2301,5.35,14.14,1.16
2016-02-25,2301,5.41,13.99,1.15
2016-02-26,2301,5.27,14.36,1.18
2016-03-01,2301,5.31,14.25,1.17
2016-03-02,2301,5.42,13.97,1.15
2016-03-03,2301,5.37,14.08,1.16
2016-03-04,2301,5.56,13.6,1.12
2016-03-07,2301,5.53,13.69,1.13
2016-03-08,2301,5.46,13.86,1.14
2016-03-09,2301,5.47,13.82,1.14
2016-03-10,2301,5.53,13.69,1.13
2016-03-11,2301,5.49,13.78,1.13
2016-03-14,2301,5.58,13.56,1.12
2016-03-15,2301,5.56,13.6,1.12
2016-03-16,2301,5.44,13.9,1.14
2016-03-17,2301,5.37,14.1,1.16
2016-03-18,2301,5.37,14.1,1.16
2016-03-21,2301,5.28,14.33,1.18
2016-03-22,2301,5.31,14.25,1.17
2016-03-23,2301,5.29,14.31,1.18
2016-03-24,2301,5.27,14.36,1.18
2016-03-25,2301,5.39,14.04,1.16
2016-03-28,2301,5.91,14.19,1.17
2016-03-29,2301,5.88,12.17,1.16
2016-03-30,2301,5.7,12.56,1.19
2016-03-31,2301,5.7,12.56,1.19
2016-04-01,2301,5.8,12.33,1.17
2016-04-06,2301,5.6,12.78,1.22
2016-04-07,2301,5.65,12.67,1.2
2016-04-08,2301,5.71,12.54,1.19
2016-04-11,2301,5.68,12.6,1.2
2016-04-12,2301,5.71,12.52,1.19
2016-04-13,2301,5.69,12.57,1.2
2016-04-14,2301,5.59,12.81,1.22
2016-04-15,2301,5.63,12.72,1.21
2016-04-18,2301,5.58,12.83,1.22
2016-04-19,2301,5.54,12.91,1.23
2016-04-20,2301,5.61,12.75,1.21
