date,stock_id,dividend_yield,PER,PBR
2015-01-05,1305,8.57,20.59,1.12
2015-01-06,1305,8.96,19.71,1.07
2015-01-07,1305,8.99,19.63,1.07
2015-01-08,1305,8.66,20.37,1.11
2015-01-09,1305,8.73,20.22,1.1
2015-01-12,1305,8.92,19.78,1.07
2015-01-13,1305,8.79,20.07,1.09
2015-01-14,1305,8.76,20.15,1.09
2015-01-15,1305,8.7,20.29,1.1
2015-01-16,1305,8.63,20.44,1.11
2015-01-19,1305,8.45,20.88,1.13
2015-01-20,1305,8.57,20.59,1.12
2015-01-21,1305,8.39,21.03,1.14
2015-01-22,1305,7.84,22.5,1.22
2015-01-23,1305,7.72,22.87,1.24
2015-01-26,1305,7.64,23.09,1.25
2015-01-27,1305,7.77,22.72,1.23
2015-01-28,1305,7.69,22.94,1.25
2015-01-29,1305,7.74,22.79,1.24
2015-01-30,1305,7.95,22.21,1.21
2015-02-02,1305,7.89,22.35,1.21
2015-02-03,1305,7.82,22.57,1.23
2015-02-04,1305,7.89,22.35,1.21
2015-02-05,1305,8.03,21.99,1.19
2015-02-06,1305,7.92,22.28,1.21
2015-02-09,1305,7.74,22.79,1.24
2015-02-10,1305,7.79,22.65,1.23
2015-02-11,1305,7.89,22.35,1.21
2015-02-12,1305,8.36,21.1,1.15
2015-02-13,1305,8.05,21.91,1.19
2015-02-19,1305,1.38,15.43,1.09
2015-02-24,1305,7.82,22.57,1.23
2015-02-25,1305,7.79,22.65,1.23
2015-02-26,1305,7.77,22.72,1.23
2015-03-02,1305,8.08,21.84,1.19
2015-03-03,1305,8.22,21.47,1.17
2015-03-04,1305,8.11,21.76,1.18
2015-03-05,1305,7.92,22.28,1.21
2015-03-06,1305,7.69,22.94,1.25
2015-03-09,1305,7.72,22.87,1.24
2015-03-10,1305,7.84,22.5,1.22
2015-03-11,1305,7.92,22.28,1.21
2015-03-12,1305,1.33,22.06,1.2
2015-03-13,1305,1.35,21.84,1.19
2015-03-16,1305,1.35,21.76,1.18
2015-03-17,1305,1.4,21.03,1.14
2015-03-18,1305,1.41,20.88,1.13
2015-03-19,1305,1.4,20.96,1.14
2015-03-20,1305,1.48,19.85,1.08
