model_name,year,top_k,weight_method,n_selected,gross_return,net_return,transaction_cost,avg_selected_return_percent,min_selected_return_percent,max_selected_return_percent,sum_weight
decision_tree_entropy,2008,10,score,10,0.8555487256022866,0.8517507256022866,0.003798,86.8024,-11.1111,234.3869,0.9999999999999999
decision_tree_entropy,1998,20,equal,20,0.3082007,0.30440269999999997,0.003798,30.820069999999998,-48.7212,193.2025,1.0000000000000002
decision_tree_entropy,1999,20,equal,20,-0.44199055,-0.44578855,0.003798,-44.199055,-100.0,11.1742,1.0000000000000002
decision_tree_entropy,2000,20,equal,20,0.8508764500000001,0.8470784500000001,0.003798,85.08764500000001,-35.5379,677.7445,1.0000000000000002
decision_tree_entropy,2001,20,equal,20,-0.13749215,-0.14129015,0.003798,-13.749214999999998,-63.4615,45.2922,1.0000000000000002
decision_tree_entropy,2002,20,equal,20,0.3751185,0.3713205,0.003798,37.511849999999995,-1.0933,168.4874,1.0000000000000002
decision_tree_entropy,2003,20,equal,20,0.2918439,0.28804589999999997,0.003798,29.18439,-46.5108,80.6288,1.0000000000000002
decision_tree_entropy,2004,20,equal,20,0.1526636,0.14886560000000001,0.003798,15.266360000000002,-58.8644,251.7606,1.0000000000000002
decision_tree_entropy,2005,20,equal,20,0.43479769999999995,0.43099969999999993,0.003798,43.47977,-19.2468,305.1034,1.0000000000000002
decision_tree_entropy,2006,20,equal,20,0.08102399999999998,0.07722599999999999,0.003798,8.1024,-21.4133,71.0561,1.0000000000000002
decision_tree_entropy,2007,20,equal,20,-0.46244855000000007,-0.4662465500000001,0.003798,-46.244855,-68.4608,-16.9378,1.0000000000000002
decision_tree_entropy,2008,20,equal,20,0.9051081000000001,0.9013101000000001,0.003798,90.51080999999999,-11.1111,234.3869,1.0000000000000002
decision_tree_entropy,1998,20,score,20,0.3082007,0.30440269999999997,0.003798,30.820069999999998,-48.7212,193.2025,1.0000000000000002
decision_tree_entropy,1999,20,score,20,-0.44199055,-0.44578855,0.003798,-44.199055,-100.0,11.1742,1.0000000000000002
decision_tree_entropy,2000,20,score,20,0.8508764500000001,0.8470784500000001,0.003798,85.08764500000001,-35.5379,677.7445,1.0000000000000002
decision_tree_entropy,2001,20,score,20,-0.19400866489361707,-0.19780666489361706,0.003798,-13.749214999999998,-63.4615,45.2922,1.0
decision_tree_entropy,2002,20,score,20,0.37361523909485694,0.3698172390948569,0.003798,37.511849999999995,-1.0933,168.4874,1.0
decision_tree_entropy,2003,20,score,20,0.3122133646892291,0.3084153646892291,0.003798,29.18439,-46.5108,80.6288,0.9999999999999997
decision_tree_entropy,2004,20,score,20,0.1781168562740261,0.1743188562740261,0.003798,15.266360000000002,-58.8644,251.7606,1.0000000000000002
decision_tree_entropy,2005,20,score,20,0.42419456395577465,0.4203965639557746,0.003798,43.47977,-19.2468,305.1034,1.0000000000000002
decision_tree_entropy,2006,20,score,20,0.0906643836671803,0.0868663836671803,0.003798,8.1024,-21.4133,71.0561,1.0000000000000002
decision_tree_entropy,2007,20,score,20,-0.4739055305036811,-0.47770353050368114,0.003798,-46.244855,-68.4608,-16.9378,1.0
decision_tree_entropy,2008,20,score,20,0.8930628022690438,0.8892648022690438,0.003798,90.51080999999999,-11.1111,234.3869,0.9999999999999999
decision_tree_entropy,1998,30,equal,30,0.5529275333333333,0.5491295333333334,0.003798,55.292753333333344,-48.7212,270.2235,1.0
decision_tree_entropy,1999,30,equal,30,-0.46852173333333336,-0.4723197333333334,0.003798,-46.85217333333335,-100.0,11.1742,1.0
decision_tree_entropy,2000,30,equal,30,0.5767706666666668,0.5729726666666668,0.003798,57.67706666666665,-52.2515,677.7445,1.0
decision_tree_entropy,2001,30,equal,30,-0.1687439666666667,-0.17254196666666669,0.003798,-16.87439666666667,-63.4615,45.2922,1.0
decision_tree_entropy,2002,30,equal,30,0.38973408333333326,0.38593608333333324,0.003798,38.973408333333325,-28.169,168.4874,1.0
decision_tree_entropy,2003,30,equal,30,0.3060033333333333,0.30220533333333327,0.003798,30.600333333333328,-46.5108,96.0,1.0
decision_tree_entropy,2004,30,equal,30,0.20418293333333337,0.20038493333333338,0.003798,20.41829333333333,-58.8644,251.7606,1.0
decision_tree_entropy,2005,30,equal,30,0.41932833333333325,0.4155303333333332,0.003798,41.93283333333334,-19.2468,305.1034,1.0
decision_tree_entropy,2006,30,equal,30,0.14169836666666666,0.13790036666666666,0.003798,14.169836666666667,-42.0787,136.4328,1.0
decision_tree_entropy,2007,30,equal,30,-0.4969806666666667,-0.5007786666666667,0.003798,-49.69806666666667,-72.069,-16.9378,1.0
decision_tree_entropy,2008,30,equal,30,1.0404615333333336,1.0366635333333336,0.003798,104.04615333333332,-11.1111,343.9252,1.0
decision_tree_entropy,1998,30,score,30,0.5529275333333333,0.5491295333333334,0.003798,55.292753333333344,-48.7212,270.2235,1.0
decision_tree_entropy,1999,30,score,30,-0.46852173333333336,-0.4723197333333334,0.003798,-46.85217333333335,-100.0,11.1742,1.0
decision_tree_entropy,2000,30,score,30,0.615600672877847,0.6118026728778471,0.003798,57.67706666666665,-52.2515,677.7445,1.0
decision_tree_entropy,2001,30,score,30,-0.20434397993168232,-0.20814197993168232,0.003798,-16.87439666666667,-63.4615,45.2922,1.0000000000000002
decision_tree_entropy,2002,30,score,30,0.38626829283849456,0.38247029283849454,0.003798,38.973408333333325,-28.169,168.4874,1.0
decision_tree_entropy,2003,30,score,30,0.3181350818875593,0.31433708188755927,0.003798,30.600333333333328,-46.5108,96.0,1.0
decision_tree_entropy,2004,30,score,30,0.2122738562808558,0.2084758562808558,0.003798,20.41829333333333,-58.8644,251.7606,1.0000000000000004
decision_tree_entropy,2005,30,score,30,0.41556913411936164,0.4117711341193616,0.003798,41.93283333333334,-19.2468,305.1034,1.0000000000000002
decision_tree_entropy,2006,30,score,30,0.14070603103972848,0.13690803103972848,0.003798,14.169836666666667,-42.0787,136.4328,0.9999999999999999
decision_tree_entropy,2007,30,score,30,-0.4992768086143709,-0.5030748086143709,0.003798,-49.69806666666667,-72.069,-16.9378,0.9999999999999998
decision_tree_entropy,2008,30,score,30,1.019392979641299,1.015594979641299,0.003798,104.04615333333332,-11.1111,343.9252,0.9999999999999998
