model_name,year,top_k,weight_method,n_selected,gross_return,net_return,transaction_cost,avg_predicted_return,avg_actual_return,max_actual_return,min_actual_return
svr_ga_regression,2006,10,score,10,0.11697404740048598,0.11317604740048598,0.003798,33.07971917072682,16.286689999999997,99.3939,-42.0787
svr_ga_regression,2007,10,score,10,-0.35662688480341675,-0.3604248848034168,0.003798,6.708670527805597,-42.76292,7.3156,-66.1041
svr_ga_regression,2008,10,score,10,0.8849017761163541,0.8811037761163542,0.003798,1.9267700127612932,98.09421,170.7947,48.2353
svr_ga_regression,1998,20,equal,20,0.06112549999999999,0.05732749999999999,0.003798,28.47984667324038,6.112549999999998,216.8088,-98.9775
svr_ga_regression,1999,20,equal,20,-0.43960140000000003,-0.44339940000000005,0.003798,35.26826892273819,-43.96014000000001,4.5272,-100.0
svr_ga_regression,2000,20,equal,20,0.24752065000000004,0.24372265000000004,0.003798,-15.52923986189858,24.752065,199.0037,-31.7592
svr_ga_regression,2001,20,equal,20,-0.07330400000000001,-0.077102,0.003798,58.491878805523655,-7.3304,65.2778,-62.1523
svr_ga_regression,2002,20,equal,20,0.276819385,0.27302138499999995,0.003798,8.045260757963343,27.6819385,116.8337,-32.2825
svr_ga_regression,2003,20,equal,20,0.0695316,0.0657336,0.003798,36.44276039087403,6.95316,79.8405,-46.4075
svr_ga_regression,2004,20,equal,20,0.3381166,0.33431859999999997,0.003798,10.054482333928926,33.811659999999996,251.7606,-31.5068
svr_ga_regression,2005,20,equal,20,0.485571195,0.481773195,0.003798,12.619343987477459,48.557119500000006,305.1034,-31.0331
svr_ga_regression,2006,20,equal,20,0.25137622500000006,0.24757822500000007,0.003798,23.425892459558433,25.137622500000003,136.4328,-54.7474
svr_ga_regression,2007,20,equal,20,-0.44870010000000005,-0.45249810000000007,0.003798,5.464143078047462,-44.87000999999999,7.3156,-70.5477
svr_ga_regression,2008,20,equal,20,1.10981305,1.10601505,0.003798,0.6866478081340064,110.98130499999999,264.2523,11.8788
svr_ga_regression,1998,20,score,20,0.17485522403368192,0.17105722403368193,0.003798,28.47984667324038,6.112549999999998,216.8088,-98.9775
svr_ga_regression,1999,20,score,20,-0.4559934350827671,-0.4597914350827671,0.003798,35.26826892273819,-43.96014000000001,4.5272,-100.0
svr_ga_regression,2000,20,score,20,0.3494826345327569,0.3456846345327569,0.003798,-15.52923986189858,24.752065,199.0037,-31.7592
svr_ga_regression,2001,20,score,20,-0.1149474921720002,-0.1187454921720002,0.003798,58.491878805523655,-7.3304,65.2778,-62.1523
svr_ga_regression,2002,20,score,20,0.4050372352672463,0.40123923526724625,0.003798,8.045260757963343,27.6819385,116.8337,-32.2825
svr_ga_regression,2003,20,score,20,-0.0378361693839773,-0.0416341693839773,0.003798,36.44276039087403,6.95316,79.8405,-46.4075
svr_ga_regression,2004,20,score,20,0.2398310560364853,0.2360330560364853,0.003798,10.054482333928926,33.811659999999996,251.7606,-31.5068
svr_ga_regression,2005,20,score,20,0.5911810506322777,0.5873830506322777,0.003798,12.619343987477459,48.557119500000006,305.1034,-31.0331
svr_ga_regression,2006,20,score,20,0.1701117988929067,0.1663137988929067,0.003798,23.425892459558433,25.137622500000003,136.4328,-54.7474
svr_ga_regression,2007,20,score,20,-0.4193209440015934,-0.42311894400159344,0.003798,5.464143078047462,-44.87000999999999,7.3156,-70.5477
svr_ga_regression,2008,20,score,20,1.0284866466166358,1.0246886466166358,0.003798,0.6866478081340064,110.98130499999999,264.2523,11.8788
svr_ga_regression,1998,30,equal,30,0.2281722333333333,0.2243742333333333,0.003798,19.737078026690234,22.81722333333333,240.1467,-98.9775
svr_ga_regression,1999,30,equal,30,-0.4469482,-0.45074620000000004,0.003798,28.70475252290503,-44.69482,20.6682,-100.0
svr_ga_regression,2000,30,equal,30,0.29172659999999995,0.2879285999999999,0.003798,-17.035599064554322,29.17266,225.7496,-31.7592
svr_ga_regression,2001,30,equal,30,-0.11809186666666667,-0.12188986666666667,0.003798,46.5380016309273,-11.809186666666665,65.2778,-63.4615
svr_ga_regression,2002,30,equal,30,0.32065072333333333,0.3168527233333333,0.003798,5.051804037576125,32.06507233333333,168.4874,-32.2825
svr_ga_regression,2003,30,equal,30,0.06724891,0.06345091,0.003798,30.596129250709666,6.724891,79.8405,-46.4075
svr_ga_regression,2004,30,equal,30,0.21823446666666665,0.21443646666666666,0.003798,8.793403651510674,21.823446666666666,251.7606,-45.844
svr_ga_regression,2005,30,equal,30,0.4416280966666666,0.43783009666666656,0.003798,10.481203036422114,44.162809666666675,305.1034,-31.0331
svr_ga_regression,2006,30,equal,30,0.20929946666666666,0.20550146666666666,0.003798,18.697729971478356,20.92994666666667,136.4328,-54.7474
svr_ga_regression,2007,30,equal,30,-0.4711731333333334,-0.4749711333333334,0.003798,4.652688864339425,-47.11731333333334,7.3156,-73.3925
svr_ga_regression,2008,30,equal,30,1.1970596333333332,1.1932616333333332,0.003798,-0.2965301068071611,119.70596333333334,264.2523,11.8788
svr_ga_regression,1998,30,score,30,0.1430724325256986,0.1392744325256986,0.003798,19.737078026690234,22.81722333333333,240.1467,-98.9775
svr_ga_regression,1999,30,score,30,-0.4451502497424618,-0.44894824974246184,0.003798,28.70475252290503,-44.69482,20.6682,-100.0
svr_ga_regression,2000,30,score,30,0.320345442411357,0.31654744241135696,0.003798,-17.035599064554322,29.17266,225.7496,-31.7592
svr_ga_regression,2001,30,score,30,-0.11201917071989076,-0.11581717071989076,0.003798,46.5380016309273,-11.809186666666665,65.2778,-63.4615
svr_ga_regression,2002,30,score,30,0.3523204990174783,0.3485224990174783,0.003798,5.051804037576125,32.06507233333333,168.4874,-32.2825
svr_ga_regression,2003,30,score,30,-0.006792482609480175,-0.010590482609480176,0.003798,30.596129250709666,6.724891,79.8405,-46.4075
svr_ga_regression,2004,30,score,30,0.2624529543746932,0.25865495437469316,0.003798,8.793403651510674,21.823446666666666,251.7606,-45.844
svr_ga_regression,2005,30,score,30,0.5571112075492727,0.5533132075492727,0.003798,10.481203036422114,44.162809666666675,305.1034,-31.0331
svr_ga_regression,2006,30,score,30,0.17899421551617442,0.17519621551617443,0.003798,18.697729971478356,20.92994666666667,136.4328,-54.7474
svr_ga_regression,2007,30,score,30,-0.441129500963118,-0.444927500963118,0.003798,4.652688864339425,-47.11731333333334,7.3156,-73.3925
svr_ga_regression,2008,30,score,30,1.076722694980259,1.072924694980259,0.003798,-0.2965301068071611,119.70596333333334,264.2523,11.8788
