stock_id,stock_name,source,dataset,start_date,end_date,success,n_rows,fetch_status,request_budget_status,error_message,saved_path
1519,華城,finmind,financial_statement,2015-01-01,2025-12-31,True,748,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1519_financial.csv
1519,華城,finmind,balance_sheet,2015-01-01,2025-12-31,True,2853,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1519_balance_sheet.csv
1590,亞德客-KY,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\1590_price.csv
1590,亞德客-KY,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\1590_per_pbr.csv
1590,亞德客-KY,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\1590_revenue.csv
1590,亞德客-KY,finmind,financial_statement,2015-01-01,2025-12-31,True,752,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1590_financial.csv
1590,亞德客-KY,finmind,balance_sheet,2015-01-01,2025-12-31,True,2311,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1590_balance_sheet.csv
1605,華新,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\1605_price.csv
1605,華新,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\1605_per_pbr.csv
1605,華新,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\1605_revenue.csv
1605,華新,finmind,financial_statement,2015-01-01,2025-12-31,True,756,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1605_financial.csv
1605,華新,finmind,balance_sheet,2015-01-01,2025-12-31,True,2803,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1605_balance_sheet.csv
1717,長興,finmind,price,2015-01-01,2025-12-31,True,2675,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\1717_price.csv
1717,長興,finmind,per_pbr,2015-01-01,2025-12-31,True,2677,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\1717_per_pbr.csv
1717,長興,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\1717_revenue.csv
1717,長興,finmind,financial_statement,2015-01-01,2025-12-31,True,744,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1717_financial.csv
1717,長興,finmind,balance_sheet,2015-01-01,2025-12-31,True,2539,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1717_balance_sheet.csv
1722,台肥,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\1722_price.csv
1722,台肥,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\1722_per_pbr.csv
1722,台肥,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\1722_revenue.csv
1722,台肥,finmind,financial_statement,2015-01-01,2025-12-31,True,656,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1722_financial.csv
1722,台肥,finmind,balance_sheet,2015-01-01,2025-12-31,True,2678,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1722_balance_sheet.csv
1802,台玻,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\1802_price.csv
1802,台玻,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\1802_per_pbr.csv
1802,台玻,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\1802_revenue.csv
1802,台玻,finmind,financial_statement,2015-01-01,2025-12-31,True,803,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\1802_financial.csv
1802,台玻,finmind,balance_sheet,2015-01-01,2025-12-31,True,2707,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\1802_balance_sheet.csv
2002,中鋼,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2002_price.csv
2002,中鋼,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2002_per_pbr.csv
2002,中鋼,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2002_revenue.csv
2002,中鋼,finmind,financial_statement,2015-01-01,2025-12-31,True,750,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2002_financial.csv
2002,中鋼,finmind,balance_sheet,2015-01-01,2025-12-31,True,3155,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2002_balance_sheet.csv
2049,上銀,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2049_price.csv
2049,上銀,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2049_per_pbr.csv
2049,上銀,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2049_revenue.csv
2049,上銀,finmind,financial_statement,2015-01-01,2025-12-31,True,739,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2049_financial.csv
2049,上銀,finmind,balance_sheet,2015-01-01,2025-12-31,True,2591,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2049_balance_sheet.csv
2059,川湖,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2059_price.csv
2059,川湖,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2059_per_pbr.csv
2059,川湖,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2059_revenue.csv
2059,川湖,finmind,financial_statement,2015-01-01,2025-12-31,True,630,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2059_financial.csv
2059,川湖,finmind,balance_sheet,2015-01-01,2025-12-31,True,2169,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2059_balance_sheet.csv
2105,正新,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2105_price.csv
2105,正新,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2105_per_pbr.csv
2105,正新,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2105_revenue.csv
2105,正新,finmind,financial_statement,2015-01-01,2025-12-31,True,744,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2105_financial.csv
2105,正新,finmind,balance_sheet,2015-01-01,2025-12-31,True,2715,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2105_balance_sheet.csv
2106,建大,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2106_price.csv
2106,建大,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2106_per_pbr.csv
2106,建大,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2106_revenue.csv
2106,建大,finmind,financial_statement,2015-01-01,2025-12-31,True,765,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2106_financial.csv
2106,建大,finmind,balance_sheet,2015-01-01,2025-12-31,True,2485,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2106_balance_sheet.csv
2204,中華車,finmind,price,2015-01-01,2025-12-31,True,2676,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2204_price.csv
2204,中華車,finmind,per_pbr,2015-01-01,2025-12-31,True,2678,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2204_per_pbr.csv
2204,中華車,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2204_revenue.csv
2204,中華車,finmind,financial_statement,2015-01-01,2025-12-31,True,807,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2204_financial.csv
2204,中華車,finmind,balance_sheet,2015-01-01,2025-12-31,True,2713,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2204_balance_sheet.csv
2207,和泰車,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2207_price.csv
2207,和泰車,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2207_per_pbr.csv
2207,和泰車,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2207_revenue.csv
2207,和泰車,finmind,financial_statement,2015-01-01,2025-12-31,True,604,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2207_financial.csv
2207,和泰車,finmind,balance_sheet,2015-01-01,2025-12-31,True,2479,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2207_balance_sheet.csv
2301,光寶科,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2301_price.csv
2301,光寶科,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2301_per_pbr.csv
2301,光寶科,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2301_revenue.csv
2301,光寶科,finmind,financial_statement,2015-01-01,2025-12-31,True,744,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2301_financial.csv
2301,光寶科,finmind,balance_sheet,2015-01-01,2025-12-31,True,2989,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2301_balance_sheet.csv
2303,聯電,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2303_price.csv
2303,聯電,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2303_per_pbr.csv
2303,聯電,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2303_revenue.csv
2303,聯電,finmind,financial_statement,2015-01-01,2025-12-31,True,791,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2303_financial.csv
2303,聯電,finmind,balance_sheet,2015-01-01,2025-12-31,True,3020,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2303_balance_sheet.csv
