model_name,year,top_k,weight_method,n_selected,gross_return,net_return,transaction_cost,avg_selected_return_percent,min_selected_return_percent,max_selected_return_percent,sum_weight
random_forest,2010,10,equal,10,-0.14046540000000002,-0.1442634,0.003798,-14.046539999999998,-40.7326,11.3509,1.0
random_forest,2011,10,equal,10,0.17414280000000001,0.17034480000000002,0.003798,17.414279999999998,-20.2339,56.0854,1.0
random_forest,2012,10,equal,10,0.29386599999999996,0.29006799999999994,0.003798,29.386600000000005,-7.967,145.8975,1.0
random_forest,2013,10,equal,10,0.26109610000000005,0.25729810000000003,0.003798,26.109610000000004,-5.3717,98.4993,1.0
random_forest,2014,10,equal,10,-0.17315450000000002,-0.1769525,0.003798,-17.31545,-32.9034,3.8125,1.0
random_forest,2015,10,equal,10,0.24424189999999998,0.2404439,0.003798,24.424190000000003,-1.5089,45.3477,1.0
