證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label
3062,建漢,200812,7330,22.0,0.694873211187083,1.5374,0.68111,0.051167,0.079993,0.029165,0.035445,0.56337,223.68,216.61,43.07,5.16,-58.17,-48.79,125.9091,1
3083,網龍,200812,8142,93.12,0.5508108749796,4.0735,5.0199,0.28079,0.34124,0.46982,0.42066,0.21528,511.49,508.14,0.0,6.3,29.7,12.57,355.3265,1
3189,景碩,200812,13736,28.82,0.237868792007306,0.72032,1.0522,0.1098,0.1232,0.1962,0.17997,0.12203,527.7,484.91,10.38,6.07,-36.28,-43.16,186.9535,1
3195,統寶,200812,8448,4.12,0.295180804029962,0.78927,0.52284,-0.055047,-0.11669,-0.064979,-0.077366,1.1198,88.36,53.13,7.92,6.33,58.18,53.4,175.9709,1
3211,順達科,200812,7059,48.54,0.0833159448238722,1.4404,0.31624,0.14985,0.31686,0.084251,0.069568,1.1145,170.53,100.18,9.36,7.7,32.09,25.96,118.7886,1
3227,原相,200812,14219,106.68,0.0923984579238296,2.6032,2.7221,0.21285,0.26502,0.27141,0.28298,0.24511,459.86,431.73,6.04,13.18,-17.72,-15.94,145.6974,1
3231,緯創,200812,37764,20.22,0.441589056151223,0.83176,0.068895,0.049318,0.18204,0.019359,0.015452,2.6911,125.6,85.1,15.36,7.52,7.49,2.71,178.1405,1
3293,鈊象,200812,8327,109.21,0.306496779026379,2.9037,2.6015,0.28756,0.35019,0.36305,0.31929,0.21778,463.7,395.4,2.32,8.05,-22.81,-17.12,127.2136,1
3367,英華達,200812,11084,17.91,0.255427454937803,0.68463,0.13214,0.086148,0.16384,0.027133,0.031618,0.90181,162.65,113.69,11.55,7.37,-48.51,-32.47,82.5237,-1
3376,新日興,200812,10182,66.13,0.203299145356336,1.4455,1.2821,0.1136,0.20869,0.23869,0.18509,0.83707,248.34,209.06,7.78,2.48,-0.3,-2.44,116.9515,1
3380,明泰,200812,8505,17.11,0.0918718332714995,0.9564,0.31435,0.078137,0.13156,0.061472,0.043276,0.68376,215.16,170.8,9.67,4.57,-11.24,-18.58,56.3413,-1
3443,創意,200812,14464,107.45,0.617850587139279,5.078,1.4434,0.18622,0.28309,0.079225,0.080483,0.52024,235.7,132.67,7.43,11.06,-0.4,1.97,55.0582,-1
3452,益通,200812,9566,68.29,0.112462378383286,1.0292,0.42144,0.047598,0.10231,0.10016,0.073034,1.1495,195.62,66.97,9.22,11.97,177.63,74.01,19.344,-1
3474,華亞科,200812,26900,7.91,0.0733616900804668,0.52663,0.70311,-0.16463,-0.4345,-0.50413,-0.58008,1.6392,51.41,38.02,13.62,7.99,-698.12,-2449.45,234.3869,1
3481,奇美電,200812,75749,23.43,0.151845722314485,0.75654,0.45407,0.030474,0.050308,0.035595,0.030195,0.65088,199.5,160.01,8.78,7.01,-66.52,-69.97,102.5181,-1
3514,昱晶,200812,10949,50.43,0.533163240608823,0.87219,0.47526,0.083337,0.22131,0.13446,0.12059,1.6557,201.32,33.96,7.57,20.57,249.55,291.92,85.2072,-1
3532,台勝科,200812,48019,61.09,0.829561804399168,2.294,5.6775,0.082025,0.095193,0.31064,0.23555,0.16053,120.17,23.59,3.1,10.12,-1.66,-55.32,41.267,-1
3534,雷凌,200812,8459,64.13,0.402088619037046,1.6558,1.7216,0.14642,0.16948,0.17458,0.17622,0.15755,678.45,579.05,4.6,5.46,-30.67,-31.92,73.9436,-1
3702,大聯大,200812,12128,12.4,0.964291730299559,0.65539,0.0671,0.043302,0.12477,0.020757,0.012857,1.8813,155.61,92.88,9.26,7.25,-25.17,-29.58,270.3226,1
4904,遠傳,200812,121542,32.58,0.946816667161595,1.489,1.6978,0.11502,0.14065,0.22974,0.16253,0.22281,118.46,102.02,43.58,9.77,-4.58,-12.26,9.8527,-1
4906,正文,200812,11879,38.69,0.754536639716295,1.2341,0.42284,0.080373,0.15262,0.066015,0.052778,0.89891,171.41,139.93,12.13,5.5,30.97,5.79,40.2946,-1
5203,訊連,200812,13096,108.85,0.733742133263281,2.5642,2.6153,0.16935,0.23066,0.25245,0.2353,0.362,264.29,259.05,2.98,12.32,4.03,2.67,25.8613,-1
5346,力晶,200812,30551,3.91,0.747196944130713,0.67414,0.5507,-0.33304,-1.2882,-0.86955,-1.0525,2.8678,25.83,18.18,15.23,16.71,-298.72,-367.43,2.3018,-1
5347,世界,200812,12631,7.03,0.326388135088882,0.58195,0.73153,0.044962,0.051429,0.063572,0.064636,0.14382,328.97,241.46,8.16,8.07,-79.6,-75.89,122.3329,1
5371,中光電,200812,12381,15.09,0.147817414181606,0.58647,0.13673,0.051301,0.11199,0.029173,0.029015,1.183,149.58,120.87,12.8,4.21,-44.28,-29.07,189.397,1
5387,茂德,200812,17712,2.43,0.615288242215057,0.39448,0.57311,-0.26427,-0.80547,-0.94827,-1.1715,2.0479,11.18,3.38,6.89,9.15,-335.13,-380.97,-11.1111,-1
5478,智冠,200812,10765,82.54,0.250084620589589,2.3932,1.4211,0.12591,0.18922,0.23395,0.13905,0.50289,244.14,229.02,17.15,5.29,34.7,18.21,146.5471,1
5483,中美晶,200812,14888,50.3,0.0206180341199909,1.5087,1.0331,0.092734,0.2336,0.16453,0.15996,1.519,116.44,61.19,5.29,7.23,-10.03,-4.6,61.5706,-1
5522,遠雄,200812,16917,20.9,0.527882687738647,0.7869,0.82251,0.08523,0.22437,0.28767,0.23474,1.6326,158.2,7.36,0.33,20.53,14.05,-4.93,208.7081,1
5608,四維航,200812,12084,28.19,0.12386050714682,1.0634,2.1259,0.21933,0.43568,0.48161,0.87137,0.98647,276.45,241.01,0.0,360.26,39.32,119.88,48.1376,-1
5903,全家,200812,10826,44.67,0.267747536440096,2.6765,0.26025,0.054254,0.18083,0.024152,0.018416,2.333,102.17,69.78,11.86,60.27,17.97,14.44,29.4605,-1
6116,彩晶,200812,22360,4.28,0.890123477961687,0.40226,0.36992,-0.080682,-0.119,-0.048404,-0.11116,0.47499,134.43,110.0,13.68,4.25,-126.95,-146.78,94.1589,-1
6121,新普,200812,16563,61.81,0.339986206482169,1.2939,0.41951,0.12953,0.23257,0.081565,0.076574,0.79553,189.41,128.45,7.1,5.58,-7.92,13.91,172.0434,1
6176,瑞儀,200812,8230,17.65,0.593827604564268,0.53083,0.20814,0.051488,0.092669,0.046887,0.036912,0.79982,184.05,160.15,19.78,2.97,-34.54,-37.4,142.8329,1
6182,合晶,200812,10391,39.06,0.0685823485554556,1.3802,0.81071,0.05498,0.091763,0.093337,0.095736,0.66901,151.13,76.8,3.82,8.66,-53.81,-31.49,49.2576,-1
6239,力成,200812,34441,48.27,0.279039187274615,1.4155,0.97633,0.14989,0.30424,0.23373,0.20984,1.0297,170.83,159.29,25.77,4.0,2.87,6.15,116.3248,1
6244,茂迪,200812,19314,61.87,0.365032625305747,1.115,0.67647,0.1056,0.1656,0.10887,0.10088,0.56822,369.36,240.78,6.26,17.63,2.66,-6.17,141.4094,1
6286,立錡,200812,17534,112.7,0.698253926627414,3.6567,2.1661,0.25,0.3248,0.1958,0.19296,0.29919,359.19,255.49,4.88,7.33,-23.53,-24.37,168.4738,1
6505,台塑化,200812,627048,61.76,0.81685517377385,2.9438,0.6512,0.0352,0.078302,0.018225,0.017321,1.2245,152.62,86.81,16.19,15.88,-78.96,-78.17,27.1211,-1
6605,帝寶,200812,6864,39.35,0.524740163941995,0.85395,0.67059,0.072553,0.12794,0.13372,0.10047,0.76343,126.66,70.88,3.38,5.64,-33.76,-39.77,114.7395,1
8008,建興電,200812,11538,12.07,0.427792595548456,0.54029,0.18529,0.036574,0.06785,0.016568,0.023586,0.85514,137.95,104.59,7.77,6.7,-29.42,-26.82,153.7697,1
8046,南電,200812,42652,61.26,0.571829636228848,1.0557,0.97844,0.14986,0.18717,0.18775,0.17347,0.24897,456.56,393.24,8.6,4.82,-21.84,-22.11,92.7849,-1
8069,元太,200812,9903,14.15,0.798370257830259,1.5314,0.78918,-0.038205,-0.1167,-0.080414,-0.073112,2.0545,68.16,28.89,4.21,10.69,-166.32,-201.36,495.053,1
8072,陞泰,200812,8150,71.92,0.283595417078381,1.7214,1.6511,0.22313,0.24694,0.32326,0.23683,0.10669,857.29,682.15,3.77,10.25,-2.23,-16.16,40.3226,-1
8076,伍豐,200812,9112,58.74,0.974191483802598,3.2926,3.1129,-0.018505,-0.030613,0.15463,-0.031282,0.6543,162.53,109.91,3.23,2.26,-38.69,-105.1,41.6411,-1
8078,華寶,200812,10851,17.11,0.95475487037637,0.92687,0.28626,0.061083,0.1185,0.020558,0.036734,0.94002,194.92,153.32,12.17,5.03,-74.48,-66.64,156.2829,1
8081,致新,200812,7247,78.89,0.0347767400997466,1.8873,1.9374,0.13266,0.15887,0.18369,0.16307,0.19756,495.01,388.8,4.14,3.44,-17.17,-26.72,125.9475,1
8131,福懋科,200812,9551,20.39,0.515765653195914,1.1429,0.88614,0.066812,0.12854,0.11168,0.099658,0.92397,112.09,79.1,11.68,5.57,-33.63,-41.47,130.358,1
8299,群聯,200812,8151,47.23,0.0006586675861123,1.1307,0.31565,0.075228,0.10524,0.021632,0.029379,0.39899,288.45,188.13,12.08,11.08,-74.26,-60.28,368.4311,1
9904,寶成,200812,40141,12.61,0.796257943281577,0.77173,0.1615,0.0223,0.047963,0.072396,0.024327,1.1508,141.33,89.02,6.12,7.2,0.4,-5.34,86.0428,-1
9907,統一實,200812,14362,8.66,0.0702135239869584,0.72469,0.49093,0.027272,0.058422,0.062597,0.041245,1.1422,85.95,31.84,4.89,10.5,-23.49,-18.76,34.873,-1
9910,豐泰,200812,7550,12.96,0.173572161534717,0.85095,0.2336,0.046219,0.081145,0.045744,0.032477,0.75565,138.6,80.57,9.21,11.79,12.15,-19.94,100.7716,-1
9914,美利達,200812,8773,32.32,0.396418535561727,1.3563,0.44684,0.10351,0.22383,0.074997,0.076357,1.1623,123.32,63.01,5.76,9.67,8.19,-9.09,51.8255,-1
9917,中保,200812,21115,42.18,0.326244573060312,2.0768,1.5422,0.091193,0.14186,0.17054,0.11045,0.55557,120.74,92.78,9.44,12.0,-2.62,-35.83,20.1754,-1
9921,巨大,200812,21570,56.39,0.975957517879964,1.7964,0.4023,0.094784,0.25602,0.076961,0.059241,1.7011,133.23,72.35,4.3,5.16,38.62,39.14,50.7891,-1
9930,中聯資,200812,6846,26.35,0.804520877458731,1.5873,1.1864,0.21757,0.26384,0.18342,0.20096,0.21266,190.07,159.85,29.69,9.26,21.35,45.65,48.2353,-1
9933,中鼎,200812,14333,20.01,0.13600738862009,1.2705,0.24111,0.037519,0.14035,0.035957,0.029017,2.7407,128.27,50.57,4.23,15.17,22.63,18.51,53.1234,-1
9940,信義,200812,7336,18.75,0.489915162413395,1.3167,0.95323,0.10833,0.19136,0.14888,0.1411,0.76649,89.71,83.5,0.0,12.15,-32.16,-27.43,161.3333,1
9945,潤泰新,200812,13212,16.88,0.858352760228758,1.3847,0.56136,0.02494,0.060428,0.015241,0.028174,1.4229,146.07,57.84,2.04,13.8,-61.13,-32.48,148.2227,1
