stock_id,year,total_assets_million,total_equity_million,total_liabilities_million,share_capital_million
2383,2020,0.1,0.060090000000000005,0.039850000000000003,0.011949999999999999
2383,2021,0.1,0.054020000000000006,0.04592,0.0091
2383,2022,0.1,0.05025,0.04975,0.00799
2383,2023,0.1,0.04231,0.05769,0.00694
2383,2024,0.1,0.04615,0.0,0.00456
2383,2025,0.1,0.046759999999999996,0.1,0.00332
2395,2015,33979133.0,23307501.0,0.03098,6318531.0
2395,2016,34756133.0,0.06854,34756133.0,0.0182
2395,2017,0.1,24355942.0,0.03946,6966115.0
2395,2018,43937072.0,0.06669,43937072.0,6986955.0
2395,2019,47216079.0,0.06827,0.03068,0.01482
2395,2020,0.1,0.06855,0.00186,0.015380000000000001
2395,2021,0.1,0.06545999999999999,0.00164,0.01339
2395,2022,0.1,0.06564,0.00186,0.0124
2395,2023,0.1,0.06078,0.00117,0.01219
2395,2024,0.1,0.07169,0.0020299999999999997,0.012039999999999999
2395,2025,0.1,0.07257,0.00176,0.011439999999999999
2404,2015,14703007.0,0.04219,0.05768,2382334.0
2404,2016,15125419.0,6195601.0,0.05883,2382334.0
2404,2017,0.1,5741781.0,0.0,2382334.0
2404,2018,20810603.0,7254336.0,0.00404,1905867.0
2404,2019,23085336.0,8567466.0,0.02822,1905867.0
2404,2020,0.1,0.03699,0.00216,0.00705
2404,2021,0.1,0.04045,0.03028,0.00802
2404,2022,0.1,0.03449,0.03265,0.00694
2404,2023,0.1,0.02291,0.04179,0.00434
2404,2024,0.1,0.03158,0.043340000000000004,0.00409
2404,2025,0.1,0.023629999999999998,0.057640000000000004,0.00242
2408,2015,104006037.0,54737689.0,0.00357,24285658.0
2408,2016,117144373.0,62017482.0,0.00622,27485658.0
2408,2017,0.1,97420237.0,0.04151,27485658.0
2408,2018,182585813.0,164907298.0,0.00968,31038877.0
2408,2019,165100652.0,152011553.0,0.00793,30737124.0
2408,2020,0.1,0.09286,0.00714,0.018699999999999998
2408,2021,0.1,0.09037,0.009630000000000001,0.01618
2408,2022,0.1,0.09,0.01,0.015179999999999999
2408,2023,0.1,0.08832,0.01168,0.01585
2408,2024,0.1,0.07984999999999999,0.020149999999999998,0.01499
2408,2025,0.1,0.08175,0.1,0.01486
2409,2015,425554245.0,181985222.0,0.05191,96242451.0
2409,2016,419649764.0,173100298.0,0.05417,96242451.0
2409,2017,0.1,194407368.0,0.05214,96242451.0
2409,2018,409831775.0,202862715.0,0.046979999999999994,96242451.0
2409,2019,397637591.0,176671840.0,0.05273,96242451.0
2409,2020,0.1,0.04489,0.0,0.023629999999999998
2409,2021,0.1,0.054560000000000004,0.00206,0.02266
2409,2022,0.1,0.05075,0.00177,0.01988
2409,2023,0.1,0.04094,0.00189,0.019379999999999998
2409,2024,0.1,0.039020000000000006,0.00145,0.01952
2409,2025,0.1,0.03979,0.00064,0.019760000000000003
2412,2015,453021092.0,368739928.0,0.01744,77574465.0
2412,2016,430902810.0,358060798.0,0.015460000000000002,77574465.0
2412,2017,0.1,346311640.0,0.0,77574465.0
2412,2018,467268704.0,376562372.0,0.0,77574465.0
2412,2019,477458238.0,376110243.0,0.0035299999999999997,77574465.0
2412,2020,0.1,0.07463,0.00265,0.01532
2412,2021,0.1,0.07393000000000001,0.0023799999999999997,0.01512
2412,2022,0.1,0.07385,0.0027,0.0154
2412,2023,0.1,0.06842000000000001,0.00239,0.01455
2412,2024,0.1,0.07202,0.0030499999999999998,0.01451
2412,2025,0.1,0.07208,0.0039700000000000004,0.01448
2449,2015,40432136.0,22352273.0,0.044700000000000004,11622944.0
2449,2016,44213343.0,23146585.0,0.047630000000000006,11674833.0
2449,2017,0.1,22808612.0,0.045340000000000005,11737099.0
2449,2018,47155759.0,24477111.0,0.00017999999999999998,12227451.0
2449,2019,55079149.0,26191939.0,0.00011999999999999999,12227451.0
2449,2020,0.1,0.04782,0.00037,0.019940000000000003
2449,2021,0.1,0.04733,0.00022,0.01693
2449,2022,0.1,0.04572,0.00020999999999999998,0.01625
2449,2023,0.1,0.04901,4e-05,0.01706
2449,2024,0.1,0.04993,0.0,0.0141
2449,2025,0.1,0.04984,0.1,0.01209
2454,2015,351249656.0,240427726.0,0.02965,15715837.0
2454,2016,368193559.0,228317898.0,0.0375,15821122.0
2454,2017,0.1,247323848.0,0.0378,15816034.0
2454,2018,402836044.0,272946221.0,0.00037,15915070.0
2454,2019,458701794.0,312750344.0,0.0005899999999999999,15900253.0
2454,2020,0.1,0.06964000000000001,0.00219,0.00298
2454,2021,0.1,0.06537000000000001,0.0009599999999999999,0.00242
2454,2022,0.1,0.06648,0.00051,0.0025
2454,2023,0.1,0.05507,0.00086,0.00242
2454,2024,0.1,0.05683,0.00062,0.0023
2454,2025,0.1,0.05386,0.00098,0.00216
2603,2015,192652207.0,58001047.0,0.06818,35123560.0
2603,2016,185836330.0,51438678.0,0.07171,35123560.0
2603,2017,0.1,52859211.0,0.0,35123560.0
2603,2018,229011955.0,66844230.0,0.0007700000000000001,45129738.0
2603,2019,306595638.0,70045779.0,0.0007199999999999999,48129738.0
2603,2020,0.1,0.028210000000000002,0.0011,0.01466
2603,2021,0.1,0.05348,0.00221,0.00866
2603,2022,0.1,0.061189999999999994,0.00177,0.0024
2603,2023,0.1,0.047299999999999995,0.00069,0.00239
2603,2024,0.1,0.06348,0.00128,0.00237
2603,2025,0.1,0.06304,0.00088,0.00242
2609,2015,154976101.0,31038710.0,0.05274,30044401.0
2609,2016,138788197.0,17307472.0,0.054509999999999996,30044401.0
2609,2017,0.1,15857781.0,0.0,15652713.0
2609,2018,139973099.0,19828008.0,8.999999999999999e-05,23230248.0
2609,2019,191001839.0,16463534.0,5.9999999999999995e-05,26013357.0
2609,2020,0.1,0.0183,7.000000000000001e-05,0.01625
2609,2021,0.1,0.06079,0.00023999999999999998,0.00908
2609,2022,0.1,0.06573000000000001,0.00011,0.0069299999999999995
2609,2023,0.1,0.05778,0.0001,0.00728
2609,2024,0.1,0.07034,8.999999999999999e-05,0.00721
2609,2025,0.1,0.07174,2.9999999999999997e-05,0.007690000000000001
2610,2015,221926309.0,58269896.0,0.07271,54708901.0
2610,2016,216571480.0,57485667.0,0.07241,54708901.0
2610,2017,0.1,53596925.0,0.07544,54708901.0
2610,2018,230136582.0,57081572.0,0.0,54209846.0
2610,2019,293047979.0,56553772.0,0.00719,54209846.0
2610,2020,0.1,0.02025,0.00126,0.01907
2610,2021,0.1,0.02512,0.0035299999999999997,0.02016
2610,2022,0.1,0.02459,0.003,0.02121
2610,2023,0.1,0.024239999999999998,0.00876,0.02026
