stock_id,year,revenue_million,operating_income_million,net_income_million
2395,2020,12779199.0,-195283.0,29202.0
2395,2021,15744096.0,-30397.0,-3241.0
2395,2022,17186777.0,137268.0,852.0
2395,2023,15137606.0,38242.0,-29026.0
2395,2024,16313759.0,688555.0,-90544.0
2395,2025,17921409.0,869545.0,-33734.0
2404,2015,3446901.0,9676.0,6203.0
2404,2016,3951999.0,99747.0,20021.0
2404,2017,2604777.0,475.0,56351.0
2404,2018,7753203.0,12803.0,50060.0
2404,2019,7176794.0,46016.0,27591.0
2404,2020,7028605.0,325513.0,28481.0
2404,2021,7547526.0,146359.0,24322.0
2404,2022,18385072.0,-66303.0,43713.0
2404,2023,18151943.0,-257171.0,90392.0
2404,2024,12642618.0,414550.0,43831.0
2404,2025,20555471.0,525642.0,13831.0
2408,2015,10354866.0,24823.0,5976.0
2408,2016,12097960.0,18856235.0,3744371.0
2408,2017,16768786.0,15457396.0,-1598.0
2408,2018,16957562.0,892506.0,0.0
2408,2019,13115509.0,110506.0,3376751.0
2408,2020,14773420.0,-166772.0,3251465.0
2408,2021,21398949.0,101255.0,10563413.0
2408,2022,7953553.0,125454.0,1036908.0
2408,2023,8703978.0,520669.0,-1187708.0
2408,2024,6575094.0,898994.0,-694550.0
2408,2025,30093618.0,1602308.0,14760844.0
2409,2015,83442089.0,-6859400.0,-546177.0
2409,2016,91845582.0,-269015.0,-831081.0
2409,2017,80663616.0,-439566.0,-595693.0
2409,2018,77093359.0,1103709.0,-595603.0
2409,2019,61968209.0,-1431666.0,-402544.0
2409,2020,80535020.0,77696.0,682455.0
2409,2021,93034036.0,1711403.0,1199058.0
2409,2022,52648029.0,432948.0,177513.0
2409,2023,63345797.0,-291727.0,36422.0
2409,2024,68692009.0,6342083.0,152212.0
2409,2025,70141567.0,4782133.0,378021.0
2412,2015,62224056.0,323506.0,297345.0
2412,2016,58333864.0,-226600.0,274450.0
2412,2017,60884739.0,308185.0,233484.0
2412,2018,55487556.0,273750.0,257851.0
2412,2019,55232565.0,69598.0,258968.0
2412,2020,59479809.0,-87232.0,386784.0
2412,2021,59890316.0,78524.0,440561.0
2412,2022,59500974.0,-111755.0,403455.0
2412,2023,61866758.0,-18872.0,248277.0
2412,2024,65295612.0,285060.0,544922.0
2412,2025,65651267.0,802490.0,567138.0
2449,2015,4292981.0,-31310.0,62.0
2449,2016,5234560.0,-123915.0,-786.0
2449,2017,4802619.0,-95117.0,-35.0
2449,2018,5673828.0,32406.0,-1505.0
2449,2019,7147139.0,-71744.0,-426.0
2449,2020,6937058.0,-36784.0,163.0
2449,2021,9534151.0,99630.0,47660.0
2449,2022,8849563.0,-43141.0,19386.0
2449,2023,8499839.0,190912.0,-1232.0
2449,2024,7296910.0,-15081.0,105950.0
2449,2025,9965652.0,143896.0,-154.0
2454,2015,61712919.0,997133.0,-217827.0
2454,2016,68675426.0,1586388.0,95931.0
2454,2017,60403400.0,9445367.0,-69628.0
2454,2018,60891881.0,319032.0,-55954.0
2454,2019,64708379.0,828942.0,29072.0
2454,2020,96405226.0,1518508.0,245615.0
2454,2021,128653877.0,4278190.0,89993.0
2454,2022,108194084.0,2971081.0,687.0
2454,2023,129562005.0,3579814.0,33470.0
2454,2024,138043124.0,4798894.0,142430.0
2454,2025,150188010.0,5297547.0,182935.0
2603,2015,30672953.0,-775318.0,-659406.0
2603,2016,34195363.0,-296483.0,1510780.0
2603,2017,37514422.0,762205.0,-726906.0
2603,2018,49201403.0,-349911.0,320439.0
2603,2019,47924511.0,-960345.0,-130765.0
2603,2020,64689793.0,-321521.0,2538132.0
2603,2021,156005652.0,2308057.0,5252066.0
2603,2022,111026528.0,5644460.0,156177.0
2603,2023,69691146.0,1812059.0,-747644.0
2603,2024,115811709.0,7177203.0,1480016.0
2603,2025,85693535.0,2210852.0,1129910.0
2609,2015,29911870.0,-244230.0,-17495.0
2609,2016,31512409.0,-390067.0,-34783.0
2609,2017,31814716.0,172133.0,23222.0
2609,2018,38483644.0,-406097.0,52762.0
2609,2019,35921651.0,-679313.0,49837.0
2609,2020,46029614.0,-1476254.0,42340.0
2609,2021,102681250.0,-592857.0,34242.0
2609,2022,59935393.0,-528344.0,80835.0
2609,2023,32722789.0,980663.0,21690.0
2609,2024,53476912.0,2232487.0,58971.0
